type_of_reference,primary_title,authors,journal_name,volume,start_page,end_page,year,date,secondary_title,issn,doi,urls,keywords,abstract,number
JOUR,Solving line balancing and AGV scheduling problems for intelligent decisions using a Genetic-Artificial bee colony algorithm,"['Mumtaz, Jabir', 'Minhas, Kaynat Afzal', 'Rauf, Mudassar', 'Yue, Lei', 'Chen, Yarong']",Computers & Industrial Engineering,189,109976,,2024,2024/03/01/,,0360-8352,https://doi.org/10.1016/j.cie.2024.109976,['https://www.sciencedirect.com/science/article/pii/S0360835224000974'],"['Assembly line balancing', 'AGV scheduling', 'Workload', 'Smart decision-making', 'Artificial bee colony algorithm']","Due to the rapid advancement of technology, the demand for electronic devices in various sectors such as consumer electronics, automotive, telecommunications, healthcare, and industrial applications, as well as customized printed circuit board (PCB) products, has significantly increased. Balancing the PCB assembly line is crucial for improving productivity to meet market demand, which means balancing the workload distributed among various assembly stations on the assembly line. However, the workload balancing depends on material-handling systems in production environments that facilitate the transportation of raw materials to the buffer storage of the assembly stations. In the PCB assembly system, the material handling is carried out using automated guided vehicles (AGVs). This paper studies the assembly line balancing and AGV scheduling collectively because of their dependency on each other. A mixed integer linear programming (MILP) model is formulated to balance the workload distribution among stations and schedule the AGVs. An existing intelligent platform of the real-life PCB industry is considered to solve this integrated problem with intelligent decisions. The platform includes three layers modules: physical layer, data management layer and application service layer. A novel genetic artificial bee colony (GABC) algorithm is proposed and embedded with an application service layer to optimize the current problem and give optimum solutions for the real-life physical layer. The proposed GABC algorithm incorporates the operators of the genetic algorithm (GA) i.e., crossover and mutation into the search process of the ABC algorithm. Additionally, the greedy selection feature is employed in GABC which significantly enhances the exploitation capabilities, leading to faster convergence, higher-quality solutions, and improved robustness. The performance of the proposed GABC algorithm is tested based on different parameters by comparing the results with GA, ABC and PSO algorithms. Experimental analysis indicates that the proposed GABC algorithm outperforms the compared algorithms. Therefore, the yielded solutions in terms of prompt responses help managers to expedite the production through intelligent decision-making based on customer demands.",
JOUR,"Cardiovascular correlates of emotional state, cognitive workload and time-on-task effect during a realistic flight simulation","['Hidalgo-Muñoz, Antonio R.', 'Mouratille, Damien', 'Matton, Nadine', 'Causse, Mickaël', 'Rouillard, Yves', 'El-Yagoubi, Radouane']",International Journal of Psychophysiology,128,62,69,2018,2018/06/01/,,0167-8760,https://doi.org/10.1016/j.ijpsycho.2018.04.002,['https://www.sciencedirect.com/science/article/pii/S0167876017306542'],"['Cognitive workload', 'Emotion', 'Flight simulation', 'Heart rate', 'Heart rate variability', 'Neuro-ergonomics']","In aviation, emotion and cognitive workload can considerably increase the probability of human error. An accurate online physiological monitoring of pilot's mental state could prevent accidents. The heart rate (HR) and heart rate variability (HRV) of 21 private pilots were analysed during two realistic flight simulator scenarios. Emotion was manipulated by a social stressor and cognitive workload with the difficulty of a secondary task. Our results confirmed the sensitivity of the HR to cognitive demand and training effects, with increased HR when the task was more difficult and decreased HR with training (time-on-task). Training was also associated with an increased HRV, with increased values along the flight scenario time course. Finally, the social stressor seemed to provoke an emotional reaction that enhanced motivation and performance on the secondary task. However, this was not reflected by the cardiovascular activity.",
JOUR,Dynamic assessment of control room operator's cognitive workload using Electroencephalography (EEG),"['Iqbal, Mohd Umair', 'Srinivasan, Babji', 'Srinivasan, Rajagopalan']",Computers & Chemical Engineering,141,106726,,2020,2020/10/04/,,0098-1354,https://doi.org/10.1016/j.compchemeng.2020.106726,['https://www.sciencedirect.com/science/article/pii/S0098135419312268'],"['Process safety', 'Human error', 'Cognitive workload', 'EEG', 'Theta power spectral density']","In modern plants with high levels of automation, acquiring an adequate mental model of the process has become a challenge for operators. Studies indicate that sub-optimal decisions occur when there is a mismatch between the demands of the process and the human's capability. This mismatch leads to high cognitive workload in human operators, often a precursor for poor performance. Recently, researchers in various safety critical domains (aviation, driving, marine, NPP, etc.) have started to explore the use of physiological measurements from humans to understand their cognitive workload and its effect. In this work, we evaluate the potential of EEG to measure cognitive workload of human operators in chemical process control room. We propose a single dry electrode EEG based methodology for identifying the similarities and mismatch between the operators’ mental model of the process and the actual process behaviour during abnormal situations. Our results reveal that SƟ(ω), the power spectral density of theta (ɵ) waves (frequency range 4–7 Hz) in the EEG signal has the potential to identify such mismatches. Results indicate that SƟ(ω) is positively correlated with workload and hence can be used for assessing the cognitive workload of operators in process industries.",
JOUR,Human Robot Interaction – learning how to integrate collaborative robots into manual assembly lines,"['Oberc, Henning', 'Prinz, Christopher', 'Glogowski, Paul', 'Lemmerz, Kai', 'Kuhlenkötter, Bernd']",Procedia Manufacturing,31,26,31,2019,2019/01/01/,"Research. Experience. Education. 9th Conference on Learning Factories 2019 (CLF 2019), Braunschweig, Germany",2351-9789,https://doi.org/10.1016/j.promfg.2019.03.005,['https://www.sciencedirect.com/science/article/pii/S2351978919303683'],"['Industrie 4.0', 'human machine collaboration', 'learning factory', 'HRC']","Human-Robot Collaboration (HRC) is one of the main challenges for companies today. Despite the trend on collaborative robots, use cases within manufacturing systems seem to be still rare. Although collaborative robots are promised to be one of the crucial innovations for ergonomically assistance for blue collar workers, the integration process into the production process and the preoccupation of workers against robot assistance alike, can be assumed as biggest challenges for companies. One of the reason might be the missing methodology and simulation tools for quick analysis of workplaces, in order to detect possible workloads for robots. The given article presents a developed learning factory seminar for students as well as industrial participants on how to integrate collaborative robots into manual assembly lines. This approach focuses on the problem based learning structure of the seminar and on the essential methods and developed concepts which are necessary to analyze workplaces, simulate robot integration with the possibility of analyzing the distributed workload between the worker and the robot. Tools as a “quick check” analysis for HRC and the simulation software Editor of manual work activities (ema) will be integrated during this concept. Besides the technological implementation and the different organization of work by implementing HRC in a production process, the participants will also discuss the affects and changes for the employees. This will cover the T-O-P (technology-organization-employee) approach [1] and will help to design an implementation project for HRC.",
JOUR,Optimisation of mixed-model assembly line balancing problem under uncertain demand,"['Liu, Xuemei', 'Yang, Xiaolang', 'Lei, Mingliang']",Journal of Manufacturing Systems,59,214,227,2021,2021/04/01/,,0278-6125,https://doi.org/10.1016/j.jmsy.2021.02.019,['https://www.sciencedirect.com/science/article/pii/S0278612521000558'],"['Mixed-model assembly line', 'Line balancing', 'Uncertain demand', 'Assembly station complexity']","Assembly lines play a crucial role in determining the profitability of a company. Market conditions have increased the importance of mixed-model assembly lines. Variations in the demand are frequent in real industrial environments and often leads to failure of the mixed-model assembly line balancing scheme. Decision makers have to take into account this uncertainty. In an assembly line balancing problem, there is a massive amount of research in the literature assuming deterministic environment, and many other works consider uncertain task times. This research utilises the uncertainty theory to model uncertain demand and introduces complexity theory to measure the uncertainty of assembly lines. Scenario probability and triangular fuzzy number are used to describe the uncertain demand. The station complexity was measured based on information entropy and fuzzy entropy to assist in balancing systems with robust performances, considering the influence of multi-model products in the station on the assembly line. Taking minimum station complexity, minimum workload difference within station, maximum productivity as objective functions, a new optimization model for mixed-model assembly line balancing under uncertain demand was established. Then an improved genetic algorithm was applied to solve the model. Finally, the effectiveness of the model was verified by several instances of mixed-model assembly line for automobile engine.",
JOUR,An Online Framework for Cognitive Load Assessment in Industrial Tasks,"['Lagomarsino, Marta', 'Lorenzini, Marta', 'De Momi, Elena', 'Ajoudani, Arash']",Robotics and Computer-Integrated Manufacturing,78,102380,,2022,2022/12/01/,,0736-5845,https://doi.org/10.1016/j.rcim.2022.102380,['https://www.sciencedirect.com/science/article/pii/S0736584522000679'],"['Cognitive ergonomics', 'Cognitive manufacturing', 'Assembly', 'Attention estimation', 'Stress detection']","The ongoing trend toward Industry 4.0 has revolutionised ordinary workplaces, profoundly changing the role played by humans in the production chain. Research on ergonomics in industrial settings mainly focuses on reducing the operator’s physical fatigue and discomfort to improve throughput and avoid safety hazards. However, as the production complexity increases, the cognitive resources demand and mental workload could compromise the operator’s performance and the efficiency of the shop floor workplace. State-of-the-art methods in cognitive science work offline and/or involve bulky equipment hardly deployable in industrial settings. This paper presents a novel method for online assessment of cognitive load in manufacturing, primarily assembly, by detecting patterns in human motion directly from the input images of a stereo camera. Head pose estimation and skeleton tracking are exploited to investigate the workers’ attention and assess hyperactivity and unforeseen movements. Pilot experiments suggest that our factor assessment tool provides significant insights into workers’ mental workload, even confirmed by correlations with physiological and performance measurements. According to data gathered in this study, a vision-based cognitive load assessment has the potential to be integrated into the development of mechatronic systems for improving cognitive ergonomics in manufacturing.",
JOUR,Using theta and alpha band power to assess cognitive workload in multitasking environments,"['Puma, Sébastien', 'Matton, Nadine', 'Paubel, Pierre-V.', 'Raufaste, Éric', 'El-Yagoubi, Radouane']",International Journal of Psychophysiology,123,111,120,2018,2018/01/01/,,0167-8760,https://doi.org/10.1016/j.ijpsycho.2017.10.004,['https://www.sciencedirect.com/science/article/pii/S0167876016307930'],"['Cognitive workload', 'Electroencephalography', 'Multitasking, spectral power']","Cognitive workload is of central importance in the fields of human factors and ergonomics. A reliable measurement of cognitive workload could allow for improvements in human machine interface designs and increase safety in several domains. At present, numerous studies have used electroencephalography (EEG) to assess cognitive workload, reporting the rise in cognitive workload to be associated with increases in theta band power and decreases in alpha band power. However, results have been inconsistent with some failing to reach the required level of significance. We hypothesized that the lack of consistency could be related to individual differences in task performance and/or to the small sample sizes in most EEG studies. In the present study we used EEG to assess the increase in cognitive workload occurring in a multitasking environment while taking into account differences in performance. Twenty participants completed a task commonly used in airline pilot recruitment, which included an increasing number of concurrent sub-tasks to be processed from one to four. Subjective ratings, performances scores, pupil size and EEG signals were recorded. Results showed that increases in EEG alpha and theta band power reflected increases in the involvement of cognitive resources for the completion of one to three subtasks in a multitasking environment. These values reached a ceiling when performances dropped. Consistent differences in levels of alpha and theta band power were associated to levels of task performance: highest performance was related to lowest band power.",
JOUR,Imperialist competitive algorithm for unrelated parallel machine scheduling with sequence-and-machine-dependent setups and compatibility and workload constraints,"['Elyasi, Milad', 'Selcuk, Yagmur Selenay', 'Özener, O. Örsan', 'Coban, Elvin']",Computers & Industrial Engineering,190,110086,,2024,2024/04/01/,,0360-8352,https://doi.org/10.1016/j.cie.2024.110086,['https://www.sciencedirect.com/science/article/pii/S0360835224002079'],"['Imperialist competitive algorithm', 'Unrelated parallel machine scheduling', 'Machine workload', 'Machine-job compatibility', 'Sequence-and-machine-dependent setup times']","In this paper, we present an in-depth analysis of the unrelated parallel machine scheduling problem (UPMSP) in the context of washing machine production at Vestel Electronics. Vestel Electronics is a leading producer of washing machines and holds a noteworthy market position in the European consumer electronics industry. The production process at Vestel Electronics is make-to-order (MTO) and requires 20 assembly lines to produce 200 different products. The decision maker must consider several important factors while forming the production schedule, including job-assembly line compatibility, the release times and due dates of the jobs, and a workload balance among the different assembly lines. This study aims to develop an algorithm to minimize the total earliness and tardiness while considering sequence-and-machine-dependent setups, unequal release times, machine-job compatibility restrictions, and workload balance requirements. To address this complex scheduling problem, we propose a novel algorithm, the imperialist competitive algorithm (ICA), which has a strong exploration–exploitation balance while mimicking real-world dynamics. Our numerical results show that the ICA significantly outperforms the current practice in Vestel by 39% and the best-performing algorithms in the literature by 23% and 12%.",
JOUR,Workload categorization for hazardous industries: The semantic modelling of multi-modal physiological data,"['König, Jemma L.', 'Hinze, Annika', 'Bowen, Judy']",Future Generation Computer Systems,141,369,381,2023,2023/04/01/,,0167-739X,https://doi.org/10.1016/j.future.2022.11.019,['https://www.sciencedirect.com/science/article/pii/S0167739X22003806'],"['Semantic modelling', 'Complex event processing', 'Parallel processing', 'Rule-based modelling', 'Multi-modal data', 'Physiological data']","The forestry industry is one of the most hazardous industries in New Zealand, and the physical and cognitive fatigue of forestry workers has been shown to contribute to this. Physical and cognitive fatigue can be exacerbated by prolonged physical and cognitive workload. As such, we propose that the identification and mitigation of fatigue factors could reduce the risk of incident and injury in hazardous work environments. This paper introduces a semantic model for workload categorization. The model takes as input, a set of multi-modal physiological measurements, and uses parallel processing, complex event processing, and rule-based modelling to categorize a series of workloads (resting, cognitive workload, and physical workload). The model has undergone a set of evaluations, including categorization accuracy, and performance. The model has been tested under three scenarios: when a participant is resting and refraining from any physically or mentally demanding tasks; when a participant is undertaking a cognitively intensive task; and when a participant is walking, jogging, and running. The study has been conducted with participants between the ages of 22 and 39 and has shown an average accuracy of 89% for resting workload, 76% for cognitive workload, and 97% for physical workload. Finally, in this paper we discuss the application and extension of this model to predict fatigue in hazardous industries. The work described in this paper contributes to a larger research project centered on investigating technology uses in hazardous work environments.",
JOUR,Managing Human Errors: Augmented Reality systems as a tool in the quality journey,"['Qeshmy, Danial Etemady', 'Makdisi, Jacob', 'Ribeiro da Silva, Elias Hans Dener', 'Angelis, Jannis']",Procedia Manufacturing,28,24,30,2019,2019/01/01/,"7th International conference on Changeable, Agile, Reconfigurable and Virtual Production (CARV2018)",2351-9789,https://doi.org/10.1016/j.promfg.2018.12.005,['https://www.sciencedirect.com/science/article/pii/S2351978918313477'],"['Industry 4.0', 'smart factory', 'Augmented Reality', 'human error', 'artificial intelligence']","The manufacturing industry is shifting, entering a new era with smart and connected devices. The fourth industrial revolution is promising increased growth and productivity by the Smart Factory and within the enabling technologies is Augmented Reality (AR). At the same time as the technology is introduced, errors in manufacturing are a problem which is affecting the productivity and the quality. This research aims to find the main causes of human errors in assembly lines and thereafter explores whether augmented reality is an appropriate tool to be used in order to address those issues. Based on a literature review that identified and characterized a preliminary set of root causes for human errors in assembly lines, these causes were empirically studied in an exercise that covered an in-depth case study in a multinational automotive company. Data in form of interviews and deviation- reports have been used to identify the causing factors and the result showed that the main causes of human errors are the amount of thinking, deciding and searching for information which affected the cognitive load of the operator and in result their performance. Several interviews with experts in augmented reality allowed to verify if AR technology would be feasible to solve or mitigate the found causes. Besides that, in repetitive manual assembly operations, AR is better used showing the process in order to train new operators. At the same time for experienced operators, AR should show information only when an error occurs and when there is a need of taking an active choice. Nevertheless, while theoretically able to managing human error when fully developed, the desired application makes the augmentation of visual objects redundant and increasingly complex for solving the identified causes of errors which questions the appropriateness of using AR systems. Furthermore, the empirical findings showed that for managing human errors, the main bottleneck of an AR system is the systems artificial intelligence capabilities.",
JOUR,A model for developing job rotation schedules that eliminate sequential high workloads and minimize between-worker variability in cumulative daily workloads: Application to automotive assembly lines,"['Yoon, Sang-Young', 'Ko, Jeonghan', 'Jung, Myung-Chul']",Applied Ergonomics,55,8,15,2016,2016/07/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2016.01.011,['https://www.sciencedirect.com/science/article/pii/S0003687016300114'],"['Job rotation', 'Musculoskeletal disorder', 'Cumulative workload', 'REBA', 'Assembly line']","The aim of study is to suggest a job rotation schedule by developing a mathematical model in order to reduce cumulative workload from the successive use of the same body region. Workload assessment using rapid entire body assessment (REBA) was performed for the model in three automotive assembly lines of chassis, trim, and finishing to identify which body part exposed to relatively high workloads at workstations. The workloads were incorporated to the model to develop a job rotation schedule. The proposed schedules prevent the exposure to high workloads successively on the same body region and minimized between-worker variance in cumulative daily workload. Whereas some of workers were successively assigned to high workload workstation under no job rotation and serial job rotation. This model would help to reduce the potential for work-related musculoskeletal disorders (WMSDs) without additional cost for engineering work, although it may need more computational time and relative complex job rotation sequences.",
JOUR,Augmented reality on industrial assembly line: Impact on effectiveness and mental workload,"['Drouot, Mathilde', 'Le Bigot, Nathalie', 'Bricard, Emmanuel', 'Bougrenet, Jean-Louis de', 'Nourrit, Vincent']",Applied Ergonomics,103,103793,,2022,2022/09/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2022.103793,['https://www.sciencedirect.com/science/article/pii/S0003687022001168'],"['Augmented reality', 'Industrial assembly', 'Mental workload']","Studies examining the potential of augmented reality (AR) to improve assembly tasks are often unrepresentative of real assembly line conditions and assess mental workload only through subjective measurements and leads to conflicting results. We proposed a study directly carried out in industrial settings, to compare the impact of AR-based instructions to computerized instructions, on assembly effectiveness (completion time and errors) and mental workload using objective (eye tracking), subjective (NASA-TLX) and behavioral measurements (dual task paradigm). According to our results, AR did not improve effectiveness (increased assembly times and no decrease in assembly errors). Two out of three measurements indicated that AR led to more mental workload for simple assembly workstation, but equated computer instructions for complex workstation. Our data also suggest that, AR users were less able to detect external events (danger, alert), which may play an important role in the occurrence of work accidents.",
JOUR,Comparison of concurrent cognitive load measures during n-back tasks,"['Pillai, Prarthana', 'Balasingam, Balakumar', 'Jaekel, Arunita', 'Biondi, Francesco N.']",Applied Ergonomics,117,104244,,2024,2024/05/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2024.104244,['https://www.sciencedirect.com/science/article/pii/S0003687024000218'],"['Cognitive load', 'Eye-tracking', 'Pupil diameter', 'Detection response task', 'Human-computer interface']","The cognitive load experienced by humans is an important factor affecting their performance. Cognitive overload or underload may result in suboptimal human performance and may compromise safety in emerging human-in-the-loop systems. In driving, cognitive overload, due to various secondary tasks, such as texting, results in driver distraction. On the other hand, cognitive underload may result in fatigue. In automated manufacturing systems, a distracted operator may be prone to muscle injuries. Similar outcomes are possible in many other fields of human performance such as aviation, healthcare, and learning environments. The challenge with such human-centred applications is that the cognitive load is not directly measurable. Only the change in cognitive load is measured indirectly through various physiological, behavioural, performance-based and subjective means. A method to objectively assess the performance of such diverse measures of cognitive load is lacking in the literature. In this paper, a performance metric for the comparison of different measures to determine the cognitive workload is proposed in terms of the signal-to-noise ratio. Using this performance metric, several measures of cognitive load, that fall under the four broad groups were compared on the same scale for their ability to measure changes in cognitive load. Using the proposed metrics, the cognitive load measures were compared based on data collected from 28 participants while they underwent n-back tasks of varying difficulty. The results show that the proposed performance evaluation method can be useful to individually assess different measures of cognitive load.",
JOUR,"Combining balancing, sequencing and buffer allocation decisions to improve the efficiency of mixed-model asynchronous assembly lines","['Tiacci, Lorenzo']",Computers & Industrial Engineering,194,110357,,2024,2024/08/01/,,0360-8352,https://doi.org/10.1016/j.cie.2024.110357,['https://www.sciencedirect.com/science/article/pii/S0360835224004789'],"['Buffer allocation problem', 'Sequencing optimization', 'Unpaced asynchronous lines', 'Discrete event simulation', 'Genetic algorithm']","When the production of a variety of models is considered in assembly lines, the more suitable control system is asynchronous: the pace of the line is not imposed but depends on the actual time needed in each work centre to complete a product. In asynchronous lines blocking and starvation phenomena are responsible of performances deterioration. Three popular techniques able to limit these phenomena are: balancing the workload among stations by tasks assignment, allocating buffers between stations, optimizing of the sequence of models entering the line. These three techniques correspond to the Mixed-model Assembly Line Balancing Problem (MALBP), the buffer allocation problem (BAP) and the sequencing problem (SP). The presented approach is able to simultaneously solve these three problems, which are strictly connected, and is based on a Genetic Algorithm procedure that uses discrete event simulation to evaluate the fitness function of individuals. Tests conducted on a set of benchmark instances allow quantifying the effect on line efficiency of sequencing and buffer allocation decisions separately, with the aim to assess which of the two techniques is more effective and to investigate whether if combining sequencing optimization and buffer allocation gives additional advantages in terms of increasing line efficiency.",
JOUR,A Decision Support System tailored to the Maintenance Activities of Industry 5.0 Operators,"['Oliveri, L.M.', 'Lo Iacono, N.', 'Chiacchio, F.', 'Facchini, F.', 'Mossa, G.']",IFAC-PapersOnLine,58,186,191,2024,2024/01/01/,"6th IFAC Workshop on Advanced Maintenance Engineering, Services and Technology AMEST 2024",2405-8963,https://doi.org/10.1016/j.ifacol.2024.08.118,['https://www.sciencedirect.com/science/article/pii/S2405896324008401'],"['Industry 5.0', 'Operator 5.0', 'Maintenance tasks', 'Human well-being', 'Cognitive workload', 'Mental workload']","Industry 5.0 addresses the human challenges of Industry 4.0 as a human-centric solution, placing the worker’s well-being at the centre of the production process. If, on the one hand, the last technologies support operator 5.0 to embrace the collaborative potential of human-machine cooperation, on the other hand, the complexity, as well as the rapid evolution of new technologies, could have the potential to produce immediate stress reaction leading to reduce the workers’ well-being. Recent studies have proved that the maintenance area is experiencing many innovations in terms of approaches and technologies. In this field, the rapid progress of technological equipment is leading to an increase in the human operators’ mental workload. This paper presents preliminary concepts and objectives of a Decision Support System (DSS) for the Diagnosis and Evaluation of Maintenance Operations. The DSS intends to assist industrial professionals and stakeholders in maintenance tasks characterised by significant cognitive demands. Considering variables such as task complexity and the mental and physical condition of operators involved in a maintenance task, the DSS will provide real-time recommendations for selecting the most suitable operators by promoting a gradual technology introduction, increasing industrial performance, and ensuring the well-being of the workers.",8
JOUR,Augmented reality for industrial quality inspection: An experiment assessing task performance and human factors,"['Seeliger, Arne', 'Cheng, Long', 'Netland, Torbjørn']",Computers in Industry,151,103985,,2023,2023/10/01/,,0166-3615,https://doi.org/10.1016/j.compind.2023.103985,['https://www.sciencedirect.com/science/article/pii/S0166361523001355'],"['Augmented reality', 'Quality inspection', 'Manufacturing', 'Experiment', 'Head-mounted display', 'Cognitive load']","Augmented reality (AR) technologies promise to increase the flexibility and productivity of the workforce by providing real-time information to workers right where it is needed. Following Cognitive Load Theory and Attention Theory, AR assistance can reduce the burden on workers’ mental capacity while performing a task, thereby improving task performance. The benefits of AR on industrial activities like assembly or maintenance have been investigated extensively, but the literature on AR-assisted quality control, specifically, quality inspection, is scarce. This stands in contrast to the importance of industrial quality inspection and highlights the need for research on the topic. In this work, we develop an AR-based system for head-mounted displays (HMDs) that visualizes product defects directly on physical products. We investigate its effect on task performance and human factors through an experiment. Participants performed multiple quality inspections using real manufacturing products and equipment with the help of an AR HMD, a screen, or no additional help. We find increased task performance using the AR HMD system. In comparison to screen-based assistance, a moderating effect of task difficulty was observed. Specifically, AR was more beneficial to task completion times given a difficult task. Furthermore, the AR HMD system reduced mental workload and received a positive rating regarding user experience. Our work contributes to the research in industrial AR usage through a novel AR HMD system for quality inspection and provides so far missing empirical and theoretically grounded evidence on its benefits with regard to task performance and human factors.",
JOUR,EOG metrics for cognitive workload detection,"['Belkhiria, Chama', 'Peysakhovich, Vsevolod']",Procedia Computer Science,192,1875,1884,2021,2021/01/01/,Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 25th International Conference KES2021,1877-0509,https://doi.org/10.1016/j.procs.2021.08.193,['https://www.sciencedirect.com/science/article/pii/S1877050921016896'],"['Cognitive workload', 'Saccades', 'Blinks', 'EEG', 'EOG']","Increasing workload is a central notion in human factors research that can decrease the performance and yield accidents. Thus, it is crucial to understand the impact of different internal operator’s factors including eye movements, memory and audio-visual integration. Here, we explored the relationship between cognitive workload (low vs. high) and eye movements (saccades, fixations and smooth pursuit). The task difficulty was induced by auditory noise, arithmetical count and working memory load. We estimated cognitive workload using EOG and EEG-based mental state monitoring. One novelty consists in recording the EOG around the ears (alternative EOG) and around the eyes (conventional EOG). The number of blinks and saccades amplitude increased along with the difficulty increase (p ≤ 0.05). We found significant correlations between EOG and EEG (theta/alpha ratio) and between conventional and alternative EOG signal. The increase in cognitive load may disturb the coding and maintenance of related visual information. Alternative EOG metrics could be a valuable tool for detecting workload.",
JOUR,A branch-and-bound approach to schedule a no-wait flow shop to minimize the CVaR of the residual work content,"['Urgo, M.']",Computers & Industrial Engineering,129,67,75,2019,2019/03/01/,,0360-8352,https://doi.org/10.1016/j.cie.2019.01.002,['https://www.sciencedirect.com/science/article/pii/S0360835219300063'],"['Stochastic scheduling', 'Robust scheduling', 'Conditional value at risk', 'Aircraft manufacturing']","The aerospace industry ranks among the largest manufacturing industries in the world facing a significant growing phase as well as an increased competition. This paper addresses the scheduling of a set of jobs in a paced assembly line in presence of uncertainty affecting the availability of production resources, stemming from the assembly process in the aircraft manufacturing industry. The production problem is modeled as a no-wait paced permutation flow shop and solved providing a robust scheduling solution minimizing the conditional value-at-risk (CVaR) of the residual work content, i.e., the amount of workload that cannot be completed during the cycle time in the stations, due to a lack of available resources. A branch-and-bound approach is developed and applied to randomly generated instances as well as to an industrial problem related to the production of aircrafts.",
JOUR,Maximizing production rate and workload balancing in a two-sided assembly line using Harmony Search,"['Purnomo, Hindriyanto Dwi', 'Wee, Hui-Ming']",Computers & Industrial Engineering,76,222,230,2014,2014/10/01/,,0360-8352,https://doi.org/10.1016/j.cie.2014.07.010,['https://www.sciencedirect.com/science/article/pii/S0360835214002186'],"['Harmony Search', 'Non-dominated sort', 'Two-sided assembly lines', 'NSGA-II']","Two-sided assembly lines are kind of assembly lines in which tasks operations can be performed in the two sides of the line. They are often used in manufacturing large sized products. In this paper, we proposed a bi-objective mathematical model to maximize the production rate and to distribute the workload of a two-sided assembly line with zone constraints. Harmony Search (HS) is proposed to solve and balance the problem. The HS uses the heuristic representation to encode the generated harmony element. Non-dominated sorting is implemented in the HS in order to obtain a set of diverse Pareto optimal solutions. Numerical examples are given to evaluate the proposed method. Comparison between the proposed HS and NSGA-II reveals that the proposed method has a better ratio and convergence for small and medium size problems, and has better solution spread for large size problems.",
JOUR,Considering physical workload and workforce diversity in a Collaborative Assembly Line Balancing (C-ALB) optimization model.,"['Keshvarparast, Ali', 'Battaia, Olga', 'Pirayesh, Amir', 'Battini, Daria']",IFAC-PapersOnLine,55,157,162,2022,2022/01/01/,"10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022",2405-8963,https://doi.org/10.1016/j.ifacol.2022.09.383,['https://www.sciencedirect.com/science/article/pii/S2405896322016561'],"['collaborative assembly line', 'ergonomic', 'workers diversity', 'industry 4.0']","In comparison to the traditional usage of robots, Cobotization (Human-Robot collaboration) can be considered as an effective way to increase the productivity of assembly lines while ensuring job security and flexibility. However, successful implementation of human-robot collaboration scenarios requires adapted decision support tools. Workforce diversity can be mentioned as one of the factors that should be included to study its impact on both the performance of the production system and on ergonomics. Accordingly, in this research, a new bi-objective optimization model for the collaborative assembly line with Cobots is proposed to simultaneously minimize the cycle time and the physical workload of human operators. The workforce diversity of human operators is modeled through experience level and physical ability. To analyze the benefits of the developed model, a comparison between the different solutions from the Pareto front is conducted. The results show that the utilization of Cobots can reduce both cycle time and physical workload in the assembly line.",10
JOUR,EEG-CogNet: A deep learning framework for cognitive state assessment using EEG brain connectivity,"['Panwar, Nikhil', 'Pandey, Vishal', 'Roy, Partha Pratim']",Biomedical Signal Processing and Control,98,106770,,2024,2024/12/01/,,1746-8094,https://doi.org/10.1016/j.bspc.2024.106770,['https://www.sciencedirect.com/science/article/pii/S1746809424008280'],"['EEG', 'Workload', 'Attention', 'Fatigue', 'Cognitive state classification']","The assessment of cognitive states such as workload, attention, and fatigue is crucial in cognitive science and human performance fields due to its significant impact on work efficiency and decision-making. This paper introduces a deep learning framework for cognitive state assessment using Electroencephalogram (EEG) brain connectivity. The framework was evaluated using EEG data from 26 participants through three computer-based tasks: the Dual N-Back Task, Visual Search Task, and Continuous Performance Task, each designed to induce varying levels of cognitive workload, attention, and fatigue, respectively. A comprehensive dataset was meticulously compiled, including physiological, behavioral, and subjective data to ensure robust analyses. The EEG data underwent rigorous pre-processing and feature extraction processes, focusing on brain connectivity metrics such as Coherence and Phase-Locking Value across multiple frequency bands and employing three neural network architectures: Convolutional Neural Networks (CNN), Graph Convolutional Networks (GCN), and Convolutional Long Short-Term Memory networks (ConvLSTM) for classification. The proposed work achieved classification accuracies of 96.53% for workload, 98.40% for attention, and 97.86% for fatigue in the combined frequency bands. The study’s findings underscore the potential of EEG-based methods for non-invasive cognitive state monitoring. By addressing existing limitations such as small sample sizes and task-specific models, this research enhances the generalizability and applicability of EEG-based cognitive assessments. The implications of these advancements are significant for fields requiring continuous cognitive monitoring, such as defense, healthcare, and high-risk operational environments.",
