Article Title,Abstract,Authors,Source Title,Publication Year,Document Type,DOI,"Times Cited, WoS Core",Research Areas,Keywords,combined_text,keyword_score,summary,Full Text Retrieved,Objective/Purpose,Cognitive Load Measurement Methods,Key Findings,Relevance to Manufacturing Context,Strengths/Limitations
Relationships Between Cognitive Workload and Physiological Response Under Reliable and Unreliable Automation,"Although reliable automation can reduce a lot of the mental workload from humans, unreliable automation can increase cognitive workload and physiological changes. The objective of this study is to quantify the relationships between cognitive workload and electrodermal activities (EDA) in reliable and unreliable auto-proofreading tasks. Nineteen native English speakers participated in sentence correction tasks under a reliable or unreliable auto-proofreading support. During the tasks, the participants' EDA signals were measured by using Empatica E4 wrist band and cognitive workload were evaluated by NASA-TLX indices including mental demand, effort, performance, and frustration level with 21-point scale. Overall, significant Pearson's correlation coefficients were observed between the slope of EDA signal and mental demand (r = 0.477, p = 0.039), effort (r = 0.428, p = 0.068), performance (r = -0.500, p = 0.029), and frustration (r = 0.474, p = 0.040). Detailed analysis results are described in the paper. To our best knowledge, the linear relationships between physiological responses and cognitive workload are quantified in reliable and unreliable automation for the first time. The findings of this study can be applied to guide future research to understand human behavior in unreliable automation.","Park, J; Jeong, H; Park, J; Lee, BC",ADVANCES IN HUMAN FACTORS AND SYSTEMS INTERACTION,2019,Proceedings Paper,10.1007/978-3-319-94334-3_1,5,Computer Science,Trust in automation; Cognitive workload; Physiological measurement; Human-automation interaction; ,"Relationships Between Cognitive Workload and Physiological Response Under Reliable and Unreliable Automation Although reliable automation can reduce a lot of the mental workload from humans, unreliable automation can increase cognitive workload and physiological changes. The objective of this study is to quantify the relationships between cognitive workload and electrodermal activities (EDA) in reliable and unreliable auto-proofreading tasks. Nineteen native English speakers participated in sentence correction tasks under a reliable or unreliable auto-proofreading support. During the tasks, the participants' EDA signals were measured by using Empatica E4 wrist band and cognitive workload were evaluated by NASA-TLX indices including mental demand, effort, performance, and frustration level with 21-point scale. Overall, significant Pearson's correlation coefficients were observed between the slope of EDA signal and mental demand (r = 0.477, p = 0.039), effort (r = 0.428, p = 0.068), performance (r = -0.500, p = 0.029), and frustration (r = 0.474, p = 0.040). Detailed analysis results are described in the paper. To our best knowledge, the linear relationships between physiological responses and cognitive workload are quantified in reliable and unreliable automation for the first time. The findings of this study can be applied to guide future research to understand human behavior in unreliable automation.",0.14860481252077085, The objective of this study is to quantify the relationships between cognitive workload and electrodermal activities (EDA) in reliable and unreliable auto-proofreading tasks . Nineteen native English speakers participated in sentence correction tasks under a reliable or unreliable,False,,,,,
The effect of cognitive workload on decision authority assignment in human-robot collaboration,"Human-robot collaboration in dynamic industrial environments warrants robot flexibility and shifting between tasks. Adaptive robot behavior unavoidably carries decision-making needs regarding task allocation and scheduling. Such decisions can be made either by the human team members or autonomously, by the robot's controlling algorithm. Human authority may help preserve situational awareness but increases mental demands due to increased responsibilities. Conversely, granting authority to the robot can offload the operator, at the cost of reduced intervention readiness. This paper aims to investigate the question of decision authority assignment in a human-robot team, in terms of performance, perceived workload and subjective preference. We hypothesized that the answer is influenced by the cognitive workload imposed on the human operator by the work process. An experiment with 21 participants was conducted, in which decision authority and induced workload through a secondary task were varied between trials. Results confirmed that operators can support the robot better when decision authority is allocated according to their workload. However, operator decision authority (a) may cause inferior performance at any secondary tasks performed in parallel with robot supervision and (b) increases perceived workload. Subjective preference was found to be evenly divided between the two levels of decision authority, and unaffected by task difficulty. In brief, if human-robot team performance is a priority, humans should be granted decision authority when their overall workload allows it. In high-workload conditions, system decision-making algorithms should be developed. Nonetheless, process designers should be mindful of the interpersonal differences between operators who are destined to collaborate with robots.","Karakikes, M; Nathanael, D",COGNITION TECHNOLOGY & WORK,2023,Article,10.1007/s10111-022-00719-x,9,Engineering,Human-robot collaboration; Decision authority; Task allocation; Adaptive automation; Secondary task; CONSTRUCT-VALIDITY; TRAIL,"The effect of cognitive workload on decision authority assignment in human-robot collaboration Human-robot collaboration in dynamic industrial environments warrants robot flexibility and shifting between tasks. Adaptive robot behavior unavoidably carries decision-making needs regarding task allocation and scheduling. Such decisions can be made either by the human team members or autonomously, by the robot's controlling algorithm. Human authority may help preserve situational awareness but increases mental demands due to increased responsibilities. Conversely, granting authority to the robot can offload the operator, at the cost of reduced intervention readiness. This paper aims to investigate the question of decision authority assignment in a human-robot team, in terms of performance, perceived workload and subjective preference. We hypothesized that the answer is influenced by the cognitive workload imposed on the human operator by the work process. An experiment with 21 participants was conducted, in which decision authority and induced workload through a secondary task were varied between trials. Results confirmed that operators can support the robot better when decision authority is allocated according to their workload. However, operator decision authority (a) may cause inferior performance at any secondary tasks performed in parallel with robot supervision and (b) increases perceived workload. Subjective preference was found to be evenly divided between the two levels of decision authority, and unaffected by task difficulty. In brief, if human-robot team performance is a priority, humans should be granted decision authority when their overall workload allows it. In high-workload conditions, system decision-making algorithms should be developed. Nonetheless, process designers should be mindful of the interpersonal differences between operators who are destined to collaborate with robots.",0.14843356988613843, Human-robot collaboration in dynamic industrial environments warrants robot flexibility and shifting between tasks . Adaptive robot behavior unavoidably carries decision-making needs regarding task allocation and scheduling . Human authority may preserve situational awareness but increases mental demands due to increased,False,,,,,
Evaluation of AI-Based Digital Assistants in Smart Manufacturing,"Industry 5.0 complements the Industry 4.0 paradigm by highlighting research and innovation as drivers for a transition to a sustainable, human-centric and resilient industry. In this context, new types of interactions between operators and machines are facilitated, that can be realized through artificial intelligence (AI) based and voice-enabled Digital Intelligent Assistants (DIA). Apart from the existing technological challenges, this direction requires new methodologies for the evaluation of such technological solutions that will be able to treat AI in manufacturing as a socio-technical system. In this paper, we propose a framework for the evaluation of voice-enabled AI solutions in Industry 5.0, which consists of four dimensions: the trustworthiness of the AI system; the usability of the DIA; the cognitive workload of individual users; and the overall business benefits for the corporation.","Bousdekis, A; Mentzas, G; Apostolou, D; Wellsandt, S","ADVANCES IN PRODUCTION MANAGEMENT SYSTEMS: SMART MANUFACTURING AND LOGISTICS SYSTEMS: TURNING IDEAS INTO ACTION, APMS 2022, PT II",2022,Proceedings Paper,10.1007/978-3-031-16411-8_58,6,Science & Technology - Other Topics; Engineering,Industry 5.0; Evaluation methodology; Trustworthy AI; Voice-enabled assistant; MENTAL WORKLOAD; COGNITIVE LOAD; NASA-TLX,"Evaluation of AI-Based Digital Assistants in Smart Manufacturing Industry 5.0 complements the Industry 4.0 paradigm by highlighting research and innovation as drivers for a transition to a sustainable, human-centric and resilient industry. In this context, new types of interactions between operators and machines are facilitated, that can be realized through artificial intelligence (AI) based and voice-enabled Digital Intelligent Assistants (DIA). Apart from the existing technological challenges, this direction requires new methodologies for the evaluation of such technological solutions that will be able to treat AI in manufacturing as a socio-technical system. In this paper, we propose a framework for the evaluation of voice-enabled AI solutions in Industry 5.0, which consists of four dimensions: the trustworthiness of the AI system; the usability of the DIA; the cognitive workload of individual users; and the overall business benefits for the corporation.",0.14756365161830887," Industry 5.0 complements the Industry 4.0 paradigm by highlighting research and innovation as drivers for a transition to a sustainable, human-centric and resilient industry . In this context, new types of interactions between operators and machines are facilitated",False,,,,,
"Effects of unreliable automation, non-driving related task, and takeover time budget on drivers' takeover performance and workload","The objective of this study was to assess the effects of unreliable automation, non-driving related tasks (NDRTs), and takeover time budget (TOTB) on drivers' takeover performance and cognitive workload when faced with critical incidents. Automated vehicles are expected to improve traffic safety. However, there are still some concerns about the effects of automation failures on driver performance and workload. Twenty-eight drivers participated in a driving simulation study. The findings suggested that drivers require at least 8 s of TOTB to safely take over the control of the vehicle. In addition, drivers exhibited safer takeover performance under the conditionally automated driving situation than negotiating the critical incident in the manual driving condition. The results of drivers' cognitive workload were inconclusive, which might be due to the individual and recall biases in subjective measures that could not capture subtle differences in workload during takeover requests. Practitioner Summary: A driving simulation study was conducted to assess the effect of unreliable automation, non-driving related tasks, and different takeover time budgets on drivers' performance and workload. The results can provide guidelines for vehicle manufacturers to improve the design of automated vehicles.","Shahini, F; Park, J; Welch, K; Zahabi, M",ERGONOMICS,2023,Article,10.1080/00140139.2022.2069868,9,Engineering; Psychology,Driving performance; automation; cognitive workload; takeover time budget; MENTAL WORKLOAD; COGNITIVE LOAD; DISTRACTION; RECOGNITION; TRANSITIONS; MODALITIES; REQUEST; IMPACT,"Effects of unreliable automation, non-driving related task, and takeover time budget on drivers' takeover performance and workload The objective of this study was to assess the effects of unreliable automation, non-driving related tasks (NDRTs), and takeover time budget (TOTB) on drivers' takeover performance and cognitive workload when faced with critical incidents. Automated vehicles are expected to improve traffic safety. However, there are still some concerns about the effects of automation failures on driver performance and workload. Twenty-eight drivers participated in a driving simulation study. The findings suggested that drivers require at least 8 s of TOTB to safely take over the control of the vehicle. In addition, drivers exhibited safer takeover performance under the conditionally automated driving situation than negotiating the critical incident in the manual driving condition. The results of drivers' cognitive workload were inconclusive, which might be due to the individual and recall biases in subjective measures that could not capture subtle differences in workload during takeover requests. Practitioner Summary: A driving simulation study was conducted to assess the effect of unreliable automation, non-driving related tasks, and different takeover time budgets on drivers' performance and workload. The results can provide guidelines for vehicle manufacturers to improve the design of automated vehicles.",0.14339219642256917," A driving simulation study was conducted to assess the effect of unreliable automation, non-driving related tasks (NDRTs), and different takeover time budgets on drivers' performance and workload . The findings suggested that drivers require at least 8 s of",False,,,,,
The impact of co-pilot displays use on driver workload and driving performance exploring the impact of co-pilot display on drivers' workload and driving performance,"New production vehicles equipped with multiple screens have various functions and technologies at the user's fingertips that create informative and immersive cockpits not only for the driver but also for the passenger. Despite the growing popularity of the co-pilot display, surprisingly little is known about the impact of its engagement on drivers. Engagement, in the context of this paper, is defined as visual, auditory, and mental involvement but no manual involvement. The present study sought to investigate the effects of co-pilot display engagement on drivers' visual workload, cognitive workload, and driving performance and offered a deeper insight into the design factors and task involvement of the co-pilot display. The study involved a driving simulator testing of 25 participants in five automobiles with a co-pilot display. Our analysis found increased driver visual workload and cognitive workload in the conditions of co-pilot display engagement. Participants exhibited more erratic driving behavior (standard deviation of speed and standard deviation of lane position) while the front passenger was watching a video. Furthermore, five linear mixed models were built to further analyze the effects of task type, screen size, screen layout, and task involvement on dependent measures. Potential applications of this research include refinements to the co-pilot display and workload estimation of copilot display engagement.","Ma, J; Li, JT; Wang, W; Huang, HW; Zhang, X; Zhao, JY",APPLIED ERGONOMICS,2024,Article,10.1016/j.apergo.2023.104138,5,Engineering; Psychology,Co -pilot display; Driving simulation; Workload; Eye-tracking; Driving performance; COGNITIVE LOAD; DISTRACTION; DEMAND; REAL,"The impact of co-pilot displays use on driver workload and driving performance exploring the impact of co-pilot display on drivers' workload and driving performance New production vehicles equipped with multiple screens have various functions and technologies at the user's fingertips that create informative and immersive cockpits not only for the driver but also for the passenger. Despite the growing popularity of the co-pilot display, surprisingly little is known about the impact of its engagement on drivers. Engagement, in the context of this paper, is defined as visual, auditory, and mental involvement but no manual involvement. The present study sought to investigate the effects of co-pilot display engagement on drivers' visual workload, cognitive workload, and driving performance and offered a deeper insight into the design factors and task involvement of the co-pilot display. The study involved a driving simulator testing of 25 participants in five automobiles with a co-pilot display. Our analysis found increased driver visual workload and cognitive workload in the conditions of co-pilot display engagement. Participants exhibited more erratic driving behavior (standard deviation of speed and standard deviation of lane position) while the front passenger was watching a video. Furthermore, five linear mixed models were built to further analyze the effects of task type, screen size, screen layout, and task involvement on dependent measures. Potential applications of this research include refinements to the co-pilot display and workload estimation of copilot display engagement.",0.14330928159853987," New production vehicles equipped with multiple screens have various functions and technologies at the user's fingertips that create informative and immersive cockpits . Despite the growing popularity of the co-pilot display, surprisingly little is known about the impact of its",False,,,,,
Investigation of Multiple Resource Theory Design Principles on Robot Teleoperation and Workload Management,"Robot interfaces often only use the visual channel. Inspired by Wickens' Multiple Resource Theory, we investigated if the addition of audio elements would reduce cognitive workload and improve performance. Specifically, we designed a search and threat-defusal task (primary) with a memory test task (secondary). Eleven participants - predominantly first responders - were recruited to control a robot to clear all threats in a combination of four conditions of primary and secondary tasks in visual and auditory channels. While we did not find any statistically significant differences in performance or workload across subjects, making it questionable that Multiple Resource Theory could shorten longer-term task completion time and reduce workload. Our results suggest that considering individual differences for splitting interface modalities across multiple channels requires further investigation.","Han, Z; Norton, A; McCann, E; Baraniecki, L; Ober, W; Shane, D; Skinner, A; Yanco, HA",2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),2021,Proceedings Paper,10.1109/ICRA48506.2021.9561182,0,Automation & Control Systems; Robotics,; AUTOMATION,"Investigation of Multiple Resource Theory Design Principles on Robot Teleoperation and Workload Management Robot interfaces often only use the visual channel. Inspired by Wickens' Multiple Resource Theory, we investigated if the addition of audio elements would reduce cognitive workload and improve performance. Specifically, we designed a search and threat-defusal task (primary) with a memory test task (secondary). Eleven participants - predominantly first responders - were recruited to control a robot to clear all threats in a combination of four conditions of primary and secondary tasks in visual and auditory channels. While we did not find any statistically significant differences in performance or workload across subjects, making it questionable that Multiple Resource Theory could shorten longer-term task completion time and reduce workload. Our results suggest that considering individual differences for splitting interface modalities across multiple channels requires further investigation.",0.14121436053388392," Inspired by Wickens' Multiple Resource Theory, we investigated if the addition of audio elements would reduce cognitive workload and improve performance . We designed a search and threat-defusal task (primary) with a memory test task (secondary) Eleven",False,,,,,
Modified pluralistic walkthrough for method evaluation in manufacturing,"This paper presents a mixed evaluation design including quantitative and qualitative datain order to validate the scope, validity, and reliability of a recently developed CLAM method and tool. A central part of the evaluation was the use of a modified pluralistic walkthroughthat was created to better suit the industrial domain. The evaluation of CLAM was performed in a demonstration factory focusing on manufacturing of street scooters and electric pedal cars. The modified walkthrough was conducted on the shop floor, during on-going assembly, which stresses the representativeness of a real-world setting of manufacturing. The modified pluralistic walkthrough functioned accurately as an evaluation method of CLAM and the exhaustive comments and data from the user representatives were very beneficial. The quantitative results show convicting evidence of CLAM's utility for assessing cognitive load while the qualitative results indicate that some modifications have to be made in order to enhance the actual tool in order to avoid misinterpretations resulting in misleading outcomes. (C) 2015 The Authors. Published by Elsevier B.V.","Thorvald, P; Lindblom, J; Schmitz, S","6TH INTERNATIONAL CONFERENCE ON APPLIED HUMAN FACTORS AND ERGONOMICS (AHFE 2015) AND THE AFFILIATED CONFERENCES, AHFE 2015",2015,Proceedings Paper,10.1016/j.promfg.2015.07.544,4,Behavioral Sciences; Engineering,CLAM; modified pluralistic method; cognitive workload; cognitive load method evaluation; manufacturing; assembly; ,"Modified pluralistic walkthrough for method evaluation in manufacturing This paper presents a mixed evaluation design including quantitative and qualitative datain order to validate the scope, validity, and reliability of a recently developed CLAM method and tool. A central part of the evaluation was the use of a modified pluralistic walkthroughthat was created to better suit the industrial domain. The evaluation of CLAM was performed in a demonstration factory focusing on manufacturing of street scooters and electric pedal cars. The modified walkthrough was conducted on the shop floor, during on-going assembly, which stresses the representativeness of a real-world setting of manufacturing. The modified pluralistic walkthrough functioned accurately as an evaluation method of CLAM and the exhaustive comments and data from the user representatives were very beneficial. The quantitative results show convicting evidence of CLAM's utility for assessing cognitive load while the qualitative results indicate that some modifications have to be made in order to enhance the actual tool in order to avoid misinterpretations resulting in misleading outcomes. (C) 2015 The Authors. Published by Elsevier B.V.",0.13974750968786412," This paper presents a mixed evaluation design including quantitative and qualitative datain to validate the scope, validity, and reliability of a recently developed CLAM method and tool . The evaluation of CLAM was performed in a demonstration factory focusing on manufacturing of",False,,,,,
Measuring workload effects of augmented reality head-up displays using detection response task,"Augmented reality (AR) technology could establish direct relationships between displayed information and objects in the real driving environment, e.g. by highlighting relevant objects in the traffic environment. However, it is unclear how these potential benefits of augmentation affect drivers' distraction from the driving task and their level of workload. Since gaze detection cannot separate glances at AR-elements from glances at the driving scene, new evaluation criteria are needed for measuring the distraction potential of AR-elements. The paper evaluates a methodology based on the Detection Response Task (DRT) for measuring the distraction and workload effects of three different display technologies: Head-Down Display (HDD), Head-Up Display (HUD), and Augmented-Reality HUD (AR-HUD). The DRT measures cognitive and visual workload based on a recognition-response task using the two parameters, reaction time and misses. Two experimental studies using driving simulation (N = 24) and production vehicles in real traffic (N = 24) are reported. As use cases, the subjects had to navigate through an urban traffic environment and pass different intersections. During that they were assisted by navigation systems based on the above mentioned display technologies. The resulting workload is compared to a baseline drive without the need to navigate and a reference drive in which the subjects had to work on a secondary task while driving. The results of the DRT are compared with subjective measures, gaze behaviour, and driving performance. In addition, drivers' preference and user experience regarding the three display technologies and their feedback concerning the DRT method were assessed. The results of both experimental studies show that drivers prefer the AR-HUD display technology. Reasons are mainly the hedonic aspects of the AR-HUD such as the novelty of the technology. Nevertheless, drivers report that AR-elements could obstruct important areas of the road and distract more from the driving task than HUDs. The subjective and visual-cognitive workload measured by the DRT do not differ between the HMI conditions. An analysis for each type of intersection yields most misses for the AR-HUD condition and fewest misses in the HDD condition. However, visual workload (i.e. eyes-off-road time) is higher for HDD compared to (AR-)HUD. Feedback by participants reveals that the DRT as a method for workload assessment is well accepted. All in all, the two DRT measures, misses and reaction time, allow a valid and objective workload measurement and could serve as a supplement or substitute for gaze analysis. The discussion gives indications for the measurement of workload effects caused by AR-HUD using DRT.","Maag, C; Schömig, N; Naujoks, F; Karl, I; Keinath, A; Neukum, A",TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2023,Article,10.1016/j.trf.2022.11.010,5,Psychology; Transportation,(Head-up display Augmented reality Workload measurement Distraction Human-machine interface); DRIVER; ATTENTION,"Measuring workload effects of augmented reality head-up displays using detection response task Augmented reality (AR) technology could establish direct relationships between displayed information and objects in the real driving environment, e.g. by highlighting relevant objects in the traffic environment. However, it is unclear how these potential benefits of augmentation affect drivers' distraction from the driving task and their level of workload. Since gaze detection cannot separate glances at AR-elements from glances at the driving scene, new evaluation criteria are needed for measuring the distraction potential of AR-elements. The paper evaluates a methodology based on the Detection Response Task (DRT) for measuring the distraction and workload effects of three different display technologies: Head-Down Display (HDD), Head-Up Display (HUD), and Augmented-Reality HUD (AR-HUD). The DRT measures cognitive and visual workload based on a recognition-response task using the two parameters, reaction time and misses. Two experimental studies using driving simulation (N = 24) and production vehicles in real traffic (N = 24) are reported. As use cases, the subjects had to navigate through an urban traffic environment and pass different intersections. During that they were assisted by navigation systems based on the above mentioned display technologies. The resulting workload is compared to a baseline drive without the need to navigate and a reference drive in which the subjects had to work on a secondary task while driving. The results of the DRT are compared with subjective measures, gaze behaviour, and driving performance. In addition, drivers' preference and user experience regarding the three display technologies and their feedback concerning the DRT method were assessed. The results of both experimental studies show that drivers prefer the AR-HUD display technology. Reasons are mainly the hedonic aspects of the AR-HUD such as the novelty of the technology. Nevertheless, drivers report that AR-elements could obstruct important areas of the road and distract more from the driving task than HUDs. The subjective and visual-cognitive workload measured by the DRT do not differ between the HMI conditions. An analysis for each type of intersection yields most misses for the AR-HUD condition and fewest misses in the HDD condition. However, visual workload (i.e. eyes-off-road time) is higher for HDD compared to (AR-)HUD. Feedback by participants reveals that the DRT as a method for workload assessment is well accepted. All in all, the two DRT measures, misses and reaction time, allow a valid and objective workload measurement and could serve as a supplement or substitute for gaze analysis. The discussion gives indications for the measurement of workload effects caused by AR-HUD using DRT.",0.13606890887959466," Augmented reality (AR) technology could establish direct relationships between displayed information and objects in the real driving environment . However, it is unclear how these potential benefits of augmentation affect drivers' distraction from the driving task and their level of workload",False,,,,,
Cognitive task analysis and workload classification,"A B S T R A C T Automation can be utilized to relieve humans of difficult and repetitive tasks in many domains, presenting the opportunity for safer and more efficient systems. This increase in automation has led to new supervisory roles for human operators where humans monitor feedback from autonomous systems and provide input when necessary. Optimizing these roles requires tools for evaluation of task complexity and resulting operator cognitive workload. Cognitive task analysis is a process for modeling the cognitive actions required of a human during a task. This work presents an enhanced version of this process: Cognitive Task Analysis and Workload Classification (CTAWC). The goal of developing CTAWC was to provide a standardized process to decompose cognitive tasks in enough depth to allow for precise identification of sources of cognitive workload. CTAWC has the following advantages over conventional CTA methodology: center dot Integrates standard terminology from existing taxonomies for task classification to describe expected operator cognitive workload during task performance. center dot Provides a framework to evaluate adequate cognitive depth when decomposing cognitive tasks. center dot Provides a standard model upon which to build an empirical study to evaluate task complexity. (c) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )","Knisely, BM; Joyner, JS; Vaughn-Cooke, M",METHODSX,2021,Article,10.1016/j.mex.2021.101235,10,Science & Technology - Other Topics,Human performance; Workstation; Autonomous; Pupillometry; Human-machine system; PERFORMANCE; ACCURACY; MOVEMENT; REMOVAL,"Cognitive task analysis and workload classification A B S T R A C T Automation can be utilized to relieve humans of difficult and repetitive tasks in many domains, presenting the opportunity for safer and more efficient systems. This increase in automation has led to new supervisory roles for human operators where humans monitor feedback from autonomous systems and provide input when necessary. Optimizing these roles requires tools for evaluation of task complexity and resulting operator cognitive workload. Cognitive task analysis is a process for modeling the cognitive actions required of a human during a task. This work presents an enhanced version of this process: Cognitive Task Analysis and Workload Classification (CTAWC). The goal of developing CTAWC was to provide a standardized process to decompose cognitive tasks in enough depth to allow for precise identification of sources of cognitive workload. CTAWC has the following advantages over conventional CTA methodology: center dot Integrates standard terminology from existing taxonomies for task classification to describe expected operator cognitive workload during task performance. center dot Provides a framework to evaluate adequate cognitive depth when decomposing cognitive tasks. center dot Provides a standard model upon which to build an empirical study to evaluate task complexity. (c) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )",0.13448562906647488, Cognitive task analysis is a process for modeling the cognitive actions required of a human during a task . The goal of developing CTAWC was to provide a standardized process to decompose cognitive tasks in enough depth to allow for precise identification of sources,False,,,,,
Asynchronous Manual Work in Mixed Reality Remote Collaboration,"Research in Collaborative Virtual Environments (CVEs) is becoming more and more significant with increasing accessibility of Virtual Reality (VR) and Augmented Reality (AR) technology, additionally reinforced by the increasing demand for remote collaboration groupware. While the research is focusing on methods for synchronous remote collaboration, asynchronous remote collaboration remains a niche. Nevertheless, future CVEs should support both paradigms of collaborative work, since asynchronous collaboration has as well its benefits, for instance a more flexible time-coordination. In this paper we present a concept of recording and later playback of highly interactive collaborative tasks in Mixed Reality (MR). Furthermore, we apply the concept in an assembly training scenario from the manufacturing industry and test it during pilot user experiments. The pilot study compared two modalities, the first one with a manufacturing manual, and another using our concept and featuring a ghost avatar. First results revealed no significant differences between both modalities in terms of time completion, hand movements, cognitive workload and usability. Some differences were not expected, however, these results and the feedback brought by the participants provide insights to further develop our concept.","Mayer, A; Combe, T; Chardonnet, JR; Ovtcharova, J","EXTENDED REALITY, XR SALENTO 2022, PT II",2022,Proceedings Paper,10.1007/978-3-031-15553-6_2,4,Computer Science,Asynchronous remote collaboration; Collaborative Virtual Environments; Mixed Reality; Asymmetric collaboration; ,"Asynchronous Manual Work in Mixed Reality Remote Collaboration Research in Collaborative Virtual Environments (CVEs) is becoming more and more significant with increasing accessibility of Virtual Reality (VR) and Augmented Reality (AR) technology, additionally reinforced by the increasing demand for remote collaboration groupware. While the research is focusing on methods for synchronous remote collaboration, asynchronous remote collaboration remains a niche. Nevertheless, future CVEs should support both paradigms of collaborative work, since asynchronous collaboration has as well its benefits, for instance a more flexible time-coordination. In this paper we present a concept of recording and later playback of highly interactive collaborative tasks in Mixed Reality (MR). Furthermore, we apply the concept in an assembly training scenario from the manufacturing industry and test it during pilot user experiments. The pilot study compared two modalities, the first one with a manufacturing manual, and another using our concept and featuring a ghost avatar. First results revealed no significant differences between both modalities in terms of time completion, hand movements, cognitive workload and usability. Some differences were not expected, however, these results and the feedback brought by the participants provide insights to further develop our concept.",0.12285195328120498, Research in Collaborative Virtual Environments (CVEs) is becoming more and more significant with increasing accessibility of Virtual Reality (VR) and Augmented Reality (AR) technology . Future CVEs should support both paradigms of collaborative work,False,,,,,
Advanced workstations and collaborative robots: exploiting eye-tracking and cardiac activity indices to unveil senior workers' mental workload in assembly tasks,"Introduction: As a result of Industry 5.0's technological advancements, collaborative robots (cobots) have emerged as pivotal enablers for refining manufacturing processes while re-focusing on humans. However, the successful integration of these cutting-edge tools hinges on a better understanding of human factors when interacting with such new technologies, eventually fostering workers' trust and acceptance and promoting low-fatigue work. This study thus delves into the intricate dynamics of human-cobot interactions by adopting a human-centric view.Methods: With this intent, we targeted senior workers, who often contend with diminishing work capabilities, and we explored the nexus between various human factors and task outcomes during a joint assembly operation with a cobot on an ergonomic workstation. Exploiting a dual-task manipulation to increase the task demand, we measured performance, subjective perceptions, eye-tracking indices and cardiac activity during the task. Firstly, we provided an overview of the senior workers' perceptions regarding their shared work with the cobot, by measuring technology acceptance, perceived wellbeing, work experience, and the estimated social impact of this technology in the industrial sector. Secondly, we asked whether the considered human factors varied significantly under dual-tasking, thus responding to a higher mental load while working alongside the cobot. Finally, we explored the predictive power of the collected measurements over the number of errors committed at the work task and the participants' perceived workload.Results: The present findings demonstrated how senior workers exhibited strong acceptance and positive experiences with our advanced workstation and the cobot, even under higher mental strain. Besides, their task performance suffered increased errors and duration during dual-tasking, while the eye behavior partially reflected the increased mental demand. Some interesting outcomes were also gained about the predictive power of some of the collected indices over the number of errors committed at the assembly task, even though the same did not apply to predicting perceived workload levels.Discussion: Overall, the paper discusses possible applications of these results in the 5.0 manufacturing sector, emphasizing the importance of adopting a holistic human-centered approach to understand the human-cobot complex better.","Pluchino, P; Pernice, GFA; Nenna, F; Mingardi, M; Bettelli, A; Bacchin, D; Spagnolli, A; Jacucci, G; Ragazzon, A; Miglioranzi, L; Pettenon, C; Gamberini, L",FRONTIERS IN ROBOTICS AND AI,2023,Article,10.3389/frobt.2023.1275572,1,Robotics,human factors; ergonomic workstations; collaborative robots; mental workload; psychophysiology; COGNITIVE WORKLOAD; NASA-TLX; DESIGN; ACCEPTANCE; MODEL; TRUST,"Advanced workstations and collaborative robots: exploiting eye-tracking and cardiac activity indices to unveil senior workers' mental workload in assembly tasks Introduction: As a result of Industry 5.0's technological advancements, collaborative robots (cobots) have emerged as pivotal enablers for refining manufacturing processes while re-focusing on humans. However, the successful integration of these cutting-edge tools hinges on a better understanding of human factors when interacting with such new technologies, eventually fostering workers' trust and acceptance and promoting low-fatigue work. This study thus delves into the intricate dynamics of human-cobot interactions by adopting a human-centric view.Methods: With this intent, we targeted senior workers, who often contend with diminishing work capabilities, and we explored the nexus between various human factors and task outcomes during a joint assembly operation with a cobot on an ergonomic workstation. Exploiting a dual-task manipulation to increase the task demand, we measured performance, subjective perceptions, eye-tracking indices and cardiac activity during the task. Firstly, we provided an overview of the senior workers' perceptions regarding their shared work with the cobot, by measuring technology acceptance, perceived wellbeing, work experience, and the estimated social impact of this technology in the industrial sector. Secondly, we asked whether the considered human factors varied significantly under dual-tasking, thus responding to a higher mental load while working alongside the cobot. Finally, we explored the predictive power of the collected measurements over the number of errors committed at the work task and the participants' perceived workload.Results: The present findings demonstrated how senior workers exhibited strong acceptance and positive experiences with our advanced workstation and the cobot, even under higher mental strain. Besides, their task performance suffered increased errors and duration during dual-tasking, while the eye behavior partially reflected the increased mental demand. Some interesting outcomes were also gained about the predictive power of some of the collected indices over the number of errors committed at the assembly task, even though the same did not apply to predicting perceived workload levels.Discussion: Overall, the paper discusses possible applications of these results in the 5.0 manufacturing sector, emphasizing the importance of adopting a holistic human-centered approach to understand the human-cobot complex better.",0.12158843179519113," Study delves into dynamics of human-cobot interactions by adopting a human-centric view . Senior workers exhibited strong acceptance and positive experiences with our advanced workstation and the cobot, even under higher mental strain .",False,,,,,
