,type_of_reference,primary_title,authors,journal_name,volume,number,start_page,end_page,year,date,secondary_title,issn,doi,urls,keywords,abstract
346,JOUR,Aiming for Industry 4.0 Maturity? The risk of higher digitalization levels in buyer-supplier relationships,"['Burger, Markus', 'Kessler, Melanie', 'Arlinghaus, Julia']",Procedia CIRP,104,,1529,1534,2021,2021/01/01/,54th CIRP CMS 2021 - Towards Digitalized Manufacturing 4.0,2212-8271,https://doi.org/10.1016/j.procir.2021.11.258,['https://www.sciencedirect.com/science/article/pii/S2212827121011562'],"['Industry 4.0', 'maturity', 'risk', 'congitive bias', 'buyer-supplier relationship']","Over the past years, supply chains have become more complex, widespread, and interlinked – in particular, due to increasing digitalization. Nevertheless, companies face substantial maturity differences regarding the implementation of digitalization technologies, which causes several risks for buyer-supplier relationships (BSRs). Managing these risks within BSRs requires human decision-making in various steps. However, research shows that human decisions are often biased which can negatively affect risk management. We contribute to this issue by combining a systematic literature review on I4.0 maturity in BSRs and cognitive biases with practice insights from discussions with experts to derive first guidelines for supplier risk management, considering I4.0 maturity differences."
347,JOUR,Beyond user experience of cloud service: Implication for value sensitive approach,"['Shin, Donghee']",Telematics and Informatics,32,1,33,44,2015,2015/02/01/,,0736-5853,https://doi.org/10.1016/j.tele.2014.02.002,['https://www.sciencedirect.com/science/article/pii/S0736585314000173'],"['Cloud computing', 'Value-sensitive approach', 'Cloud policy', 'User experience', 'User value']","With a value-sensitive approach in mind, a theoretical and empirical analysis was conducted and reported here to explain the factors that influence potential user adoption of cloud computing by integrating quality factors as well as cognitive motivations as primary determining factors. The factors are explored as human values and the methodology how designers should take these values into account is examined. The results show that user intentions and behaviors are largely influenced by the perceived values of cloud services, which include availability, access, security and reliability. These values were found to be the significant antecedents of usefulness and ease of use in cloud computing. Theoretically, the model proposed in this paper advances the existing technology acceptance models and can be used to predict the acceptance and diffusion of cloud computing. Practically, the findings should guide the government and industry promoting cloud services to increase user acceptance by enhancing user experience and ensuring security."
348,JOUR,Resolving complex research data management issues in biomedical laboratories: Qualitative study of an industry–academia collaboration,"['Myneni, Sahiti', 'Patel, Vimla L.', 'Bova, G. Steven', 'Wang, Jian', 'Ackerman, Christopher F.', 'Berlinicke, Cynthia A.', 'Chen, Steve H.', 'Lindvall, Mikael', 'Zack, Donald J.']",Computer Methods and Programs in Biomedicine,126,,160,170,2016,2016/04/01/,,0169-2607,https://doi.org/10.1016/j.cmpb.2015.11.001,['https://www.sciencedirect.com/science/article/pii/S0169260715002941'],"['Information management', 'Industry–academia collaboration', 'Cognition', 'Biomedical laboratory', 'Informatics implementation', 'Virtual research environment']","This paper describes a distributed collaborative effort between industry and academia to systematize data management in an academic biomedical laboratory. Heterogeneous and voluminous nature of research data created in biomedical laboratories make information management difficult and research unproductive. One such collaborative effort was evaluated over a period of four years using data collection methods including ethnographic observations, semi-structured interviews, web-based surveys, progress reports, conference call summaries, and face-to-face group discussions. Data were analyzed using qualitative methods of data analysis to (1) characterize specific problems faced by biomedical researchers with traditional information management practices, (2) identify intervention areas to introduce a new research information management system called Labmatrix, and finally to (3) evaluate and delineate important general collaboration (intervention) characteristics that can optimize outcomes of an implementation process in biomedical laboratories. Results emphasize the importance of end user perseverance, human-centric interoperability evaluation, and demonstration of return on investment of effort and time of laboratory members and industry personnel for success of implementation process. In addition, there is an intrinsic learning component associated with the implementation process of an information management system. Technology transfer experience in a complex environment such as the biomedical laboratory can be eased with use of information systems that support human and cognitive interoperability. Such informatics features can also contribute to successful collaboration and hopefully to scientific productivity."
349,JOUR,Computational modeling of human performance in multiple monitor environments with ACT-R cognitive architecture,"['Oh, Hyungseok', 'Jo, Seongsik', 'Myung, Rohae']",International Journal of Industrial Ergonomics,44,6,857,865,2014,2014/11/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2014.09.004,['https://www.sciencedirect.com/science/article/pii/S0169814114001334'],"['ACT-R', 'Cognitive architecture', 'Human performance', 'Gaze control model', 'Eye-head coordination', 'Multiple monitor environments']","Much research on modeling human performance associated with visual perception is formulated by schematic models based on neural mechanisms or cognitive architectures. But, these two modeling paradigms are limited in the domains of multiple monitor environments. Although the schematic model based on neural mechanisms can represent human visual systems in multiple monitor environments by providing a detailed account of eye and head movements, these models cannot easily be applied in complex cognitive interactions. On the other hand, the cognitive architectures can model the interaction of multiple aspects of cognition, but these architectures have not focused on modeling the visual orienting behavior of eye and head movements. Thus, in this study, a specific cognitive architecture, which is ACT-R, is extended by an existing schematic model of human visual systems based on neural mechanisms in order to model human performance in multiple monitor environments more accurately. And, this study proposes a method of modeling human performance using the extended ACT-R. The proposed method is validated by an experiment, confirming that the proposed method is able to predict human performance more accurately in multiple monitor environments. Relevance to industry Predicting human performance with a computational model can be used as an alternative method to implementing iterative user testing for developing a system interface. The computational model in this study can predict human performance in multiple monitor environments, so that the model can be applied early on in the design phase, to evaluate the system interface in multiple monitor environments."
350,JOUR,Neural and biomechanical tradeoffs associated with human-exoskeleton interactions,"['Zhu, Yibo', 'Weston, Eric B.', 'Mehta, Ranjana K.', 'Marras, William S.']",Applied Ergonomics,96,,103494,,2021,2021/10/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2021.103494,['https://www.sciencedirect.com/science/article/pii/S0003687021001411'],"['Spinal load', 'Brain activity', 'Human-robot interaction', 'Neuroergonomics', 'Manual handling']","Industrial passive low-back exoskeletons have gained recent attention as ergonomic interventions to manual handling tasks. This research utilized a two-armed experimental approach (single vs dual-task paradigms) to quantify neural and biomechanical tradeoffs associated with short-term human-exoskeleton interaction (HEI) during asymmetrical lifting in twelve healthy adults balanced by gender. A dynamic, electromyography-assisted spine model was employed that indicated statistical, but marginal, biomechanical benefits of the tested exoskeleton, which diminished with the introduction of the cognitive dual-task. Using Near Infrared Spectroscopy (fNIRS)-based brain connectivity analyses, we found that the tested exoskeleton imposed greater neurocognitive and motor adaptation efforts by engaging action monitoring and error processing brain networks. Collectively, these findings indicate that a wearer's biomechanical response to increased cognitive demands in the workplace may offset the mechanical advantages of exoskeletons. We also demonstrate the utility of ambulatory fNIRS to capture the neural cost of HEI without the need for elaborate dual-task manipulations."
351,JOUR,Aligning work analysis and modeling with the engineering goals of a Cyber-Physical-Social System for industrial inspection,"['Cabour, G.', 'Ledoux, É.', 'Bassetto, S.']",Applied Ergonomics,102,,103703,,2022,2022/07/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2022.103703,['https://www.sciencedirect.com/science/article/pii/S0003687022000266'],"['Visual inspection', 'Cyber-physical system', 'Work analysis']","Human inspectors rely on a significant number of macrocognitive functions, processes, and tacit knowledge to diagnose the condition of aircraft engine components. A deep understanding of inspectors' cognition and actions in the wild may establish the requirements to develop intelligent automation that truly enhances their perceptual, cognitive and social abilities. This paper takes a two-pronged approach to uncover and model the complexity of industrial inspection in a manner that aligns with the technical development stages of a Cyber-Physical-Social System. The findings offer thick descriptions accompanied by four descriptive empirical models that depict inspectors' meaning-making and decision-making processes. It includes how they gather, process, and apply domain-specific knowledge to diagnose a component's condition and how they deal with domain-related factors (norms, institution's rules, standard operating procedures). This study also highlights the support provided by empirical data/models in designers' work packages. It concludes by presenting the design implications of these findings to envision future human-automation work situations."
352,JOUR,Air traffic control: Ocular metrics reflect cognitive complexity,"['Marchitto, Mauro', 'Benedetto, Simone', 'Baccino, Thierry', 'Cañas, José Juan']",International Journal of Industrial Ergonomics,54,,120,130,2016,2016/07/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2016.05.010,['https://www.sciencedirect.com/science/article/pii/S0169814116300452'],"['Conflict detection', 'Traffic safety', 'Eye tracking', 'Mental workload', 'Cognitive strategy', 'Decision making']","The objective of the study was to evaluate effects of complexity on cognitive workload in a simulated air traffic control conflict detection task by means of eye movements recording. We manipulated two complexity factors, convergence angle and aircrafts minimum distance at closest approach, in a multidimensional workload assessment method based on psychophysiological, performance, and subjective measures. Conflict trials resulted more complex and time-consuming than no conflicts, requiring more frequent fixations and saccades. Moreover, large saccades showed reduced burst power with higher task complexity. A motion-based and a ratio-based strategy were suggested for conflicts and no conflicts on the basis of ocular metrics analysis: aircrafts differential speed and distance to convergence point at trial start were considered determinant for strategy adoption. Relevance to industry Eye metrics measurement for online workload assessment enhances better identification of workload-inducing scenarios and adopted strategy for traffic management. System design, as well as air traffic control operators training programs, might benefit from on line workload measurement."
353,JOUR,A functional reference architecture for autonomous driving,"['Behere, Sagar', 'Törngren, Martin']",Information and Software Technology,73,,136,150,2016,2016/05/01/,,0950-5849,https://doi.org/10.1016/j.infsof.2015.12.008,['https://www.sciencedirect.com/science/article/pii/S0950584915002177'],"['Autonomous driving', 'Functional architecture', 'E/E architecture', 'Reference architecture']","Context As autonomous driving technology matures toward series production, it is necessary to take a deeper look at various aspects of electrical/electronic (E/E) architectures for autonomous driving. Objective This paper describes a functional reference architecture for autonomous driving, along with various considerations that influence such an architecture. The functionality is described at the logical level, without dependence on specific implementation technologies. Method Engineering design has been used as the research method, which focuses on creating solutions intended for practical application. The architecture has been refined and applied over a 5 year period to the construction of prototype autonomous vehicles in three different categories, with both academic and industrial stakeholders. Results The architectural components are divided into categories pertaining to (i) perception, (ii) decision and control, and (iii) vehicle platform manipulation. The architecture itself is divided into two layers comprising the vehicle platform and a cognitive driving intelligence. The distribution of components among the architectural layers considers two extremes: one where the vehicle platform is as “dumb” as possible, and the other, where the vehicle platform can be treated as an autonomous system with limited intelligence. We recommend a clean split between the driving intelligence and the vehicle platform. The architecture description includes identification of stakeholder concerns, which are grouped under the business and engineering categories. A comparison with similar architectures is also made, wherein we claim that the presence of explicit components for world modeling, semantic understanding, and vehicle platform abstraction seem unique to our architecture. Conclusion The concluding discussion examines the influences of implementation technologies on functional architectures and how an architecture is affected when a human driver is replaced by a computer. The discussion also proposes that reduction and acceleration of testing, verification, and validation processes is the key to incorporating continuous deployment processes."
354,JOUR,A group decision-making approach to uncertain quality function deployment based on fuzzy preference relation and fuzzy majority,"['Yan, Hong-Bin', 'Ma, Tieju']",European Journal of Operational Research,241,3,815,829,2015,2015/03/16/,,0377-2217,https://doi.org/10.1016/j.ejor.2014.09.017,['https://www.sciencedirect.com/science/article/pii/S0377221714007383'],"['Quality management', 'Uncertain QFD', 'Group decision-making approach', 'Fuzzy preference relation', 'Fuzzy majority']","Quality function deployment (QFD) is one of the very effective customer-driven quality system tools typically applied to fulfill customer needs or requirements (CRs). It is a crucial step in QFD to derive the prioritization of design requirements (DRs) from CRs for a product. However, effective prioritization of DRs is seriously challenged due to two types of uncertainties: human subjective perception and customer heterogeneity. This paper tries to propose a novel two-stage group decision-making approach to simultaneously address the two types of uncertainties underlying QFD. The first stage is to determine the fuzzy preference relations of different DRs with respect to each customer based on the order-based semantics of linguistic information. The second stage is to determine the prioritization of DRs by synthesizing all customers’ fuzzy preference relations into an overall one by fuzzy majority. Two examples, a Chinese restaurant and a flexible manufacturing system, are used to illustrate the proposed approach. The restaurant example is also used to compare with three existing approaches. Implementation results show that the proposed approach can eliminate the burden of quantifying qualitative concepts and model customer heterogeneity and design team’s preference. Due to its easiness, our approach can reduce the cognitive burden of QFD planning team and give a practical convenience in QFD planning. Extensions to the proposed approach are also given to address application contexts involving a wider set of HOQ elements."
355,JOUR,Process Modelling and Creating Predictive Models of Sensory Networks Using Fuzzy Petri Nets,"['Fodor, Kristián', 'Balogh, Zoltán']",Procedia Computer Science,185,,28,36,2021,2021/01/01/,"Big Data, IoT, and AI for a Smarter Future",1877-0509,https://doi.org/10.1016/j.procs.2021.05.004,['https://www.sciencedirect.com/science/article/pii/S1877050921010826'],"['predictive modelling', 'sensory networks', 'Internet of Things (IoT)', 'emotional states', 'fuzzy Petri nets']","The current period is evidence of the massive replacement of human power with the results of the mental cognitive work of researchers. This mainly concerns the area of industrial production, where the aim is to apply new technologies on the principle of artificial intelligence, using the possibilities of a new direction in the use of a technology called the Internet of Things (IoT). With this idea, however, the question of the user disappears, who in this chaos of massive information can get into a state, where his activities will no longer be manageable. To cope with this situation, it is necessary to examine the impact of these technologies on the quality of life in the work and home environment. This paper investigates process modelling and the creation of predictive models to obtain the emotional state of users. The created predictive models will later allow the simulation of complex sensory systems, which will be able to predict the emotional states of users based on their physiological states. The aim is to also find connections between physiological states and basic emotions to be able to classify user emotions with the highest possible accuracy in the classification process."
356,JOUR,Experience-based Intelligence Augmentation with Decisional DNA: Upcoming Direction,"['Szczerbicki, Edward', 'Sanin, Cesar']",Procedia Computer Science,207,,522,531,2022,2022/01/01/,Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 26th International Conference KES2022,1877-0509,https://doi.org/10.1016/j.procs.2022.09.107,['https://www.sciencedirect.com/science/article/pii/S1877050922009887'],"['Decisional DNA', 'Knowledge Management', 'Decision Making', 'Intellignece Augmentation']","Intelligence amplification systems and technologies have gained significant interest from academia and industry during the past few decades. One of the main reasons behind this trend is the fact that most experts agree that truly intelligent artificial system is yet to be developed. The question increasing often asked is this: Is full replication of human intelligence desirable key aim in intelligence related technology and research? In this context, the concept of Augmented Intelligence, also known as Cognitive Augmentation or Intelligence Amplification (IA) comes into play. One of the main reasons behind this interest in this concept is the potential of such technologies to revolutionize human life as they intend to work under complex decision-making environments, adapting to a comprehensive range of unforeseen changes, and exhibiting prospective behavior. The combination of these properties aims to enhance human capabilities and create more intelligent and efficient human-centered environments. In this paper we discuss how Decisional DNA (DDNA), a multi-domain knowledge structure that has the Set of Experience Knowledge Structure (SOEKS) at its core can be utilized as an experience-based intelligence augmentation in a number of different domains."
357,JOUR,Manufacturing at double the speed,"['Allwood, Julian M.', 'Childs, Tom H.C.', 'Clare, Adam T.', 'De Silva, Anjali K.M.', 'Dhokia, Vimal', 'Hutchings, Ian M.', 'Leach, Richard K.', 'Leal-Ayala, David R.', 'Lowth, Stewart', 'Majewski, Candice E.', 'Marzano, Adelaide', 'Mehnen, Jörn', 'Nassehi, Aydin', 'Ozturk, Erdem', 'Raffles, Mark H.', 'Roy, Raj', 'Shyha, Islam', 'Turner, Sam']",Journal of Materials Processing Technology,229,,729,757,2016,2016/03/01/,,0924-0136,https://doi.org/10.1016/j.jmatprotec.2015.10.028,['https://www.sciencedirect.com/science/article/pii/S0924013615301801'],"['Manufacturing', 'Speed', 'Productivity', 'Constraints']","The speed of manufacturing processes today depends on a trade-off between the physical processes of production, the wider system that allows these processes to operate and the co-ordination of a supply chain in the pursuit of meeting customer needs. Could the speed of this activity be doubled? This paper explores this hypothetical question, starting with examination of a diverse set of case studies spanning the activities of manufacturing. This reveals that the constraints on increasing manufacturing speed have some common themes, and several of these are examined in more detail, to identify absolute limits to performance. The physical processes of production are constrained by factors such as machine stiffness, actuator acceleration, heat transfer and the delivery of fluids, and for each of these, a simplified model is used to analyse the gap between current and limiting performance. The wider systems of production require the co-ordination of resources and push at the limits of human biophysical and cognitive limits. Evidence about these is explored and related to current practice. Out of this discussion, five promising innovations are explored to show examples of how manufacturing speed is increasing—with line arrays of point actuators, parallel tools, tailored application of precision, hybridisation and task taxonomies. The paper addresses a broad question which could be pursued by a wider community and in greater depth, but even this first examination suggests the possibility of unanticipated innovations in current manufacturing practices."
358,JOUR,Fifth generation (5G)cellular and the network for tomorrow: cognitive and cooperative approach for energy savings,"['Soliman, Samir S.', 'Song, Bongyong']",Journal of Network and Computer Applications,85,,84,93,2017,2017/05/01/,Intelligent Systems for Heterogeneous Networks,1084-8045,https://doi.org/10.1016/j.jnca.2016.12.005,['https://www.sciencedirect.com/science/article/pii/S1084804516303125'],"['5G', 'New Radio', 'LTE', 'LTE-A', 'IoT', 'IIoT', 'Small cells', 'HetNet', 'M2M', 'Cognitive networks', 'Cooperative networks', 'Proxy devices', 'Device power savings', 'Network energy reduction']","Mobile computing and fast wireless connections are working in tandem to satisfy an inherent human and business continuous growing data demand. Moreover, machine-to-machine communications will further expand the demand to even higher levels. In addition, Internet of Things (IoT) and Industrial IoT (IIoT) created-data will contribute to increasing such demand by 100 and possibly 1000 folds. This increase in demand can be supported by densification and expansion of wireless networks. Such expansion poses new challenge on energy efficiency. This paper presents several techniques to enable energy savings for both devices and infrastructure. These techniques are based on cognitive and cooperative concepts to enable low power network acquisition, energy efficient paging, and dynamic/opportunistic network energy savings. A simulation analysis based on the information from a commercially deployed network presents a promising results on the possible infrastructure energy saving gains as well as a seamless location service offering."
359,JOUR,Robots and the origin of their labour-saving impact,"['Montobbio, Fabio', 'Staccioli, Jacopo', 'Virgillito, Maria Enrica', 'Vivarelli, Marco']",Technological Forecasting and Social Change,174,,121122,,2022,2022/01/01/,,0040-1625,https://doi.org/10.1016/j.techfore.2021.121122,['https://www.sciencedirect.com/science/article/pii/S0040162521005552'],"['Robotic patents', 'Labour-saving technology', 'Search heuristics', 'Probabilistic topic models']","This paper investigates the presence of explicit labour-saving heuristics within robotic patents. It analyses innovative actors engaged in robotic technology and their economic environment (identity, location, industry), and identifies the technological fields more exposed to labour-saving innovations. It exploits advanced natural language processing and probabilistic topic modelling techniques applied to the universe of USPTO patent applications between 2009 and 2018, matched with the ORBIS (Bureau van Dijk) firm-level dataset. The results show that labour-saving patent holders comprise not only robot producers, but mainly adopters. Consequently, labour-saving robotic patents appear along the entire supply chain. Additionally, labour-saving innovations are directed towards manual activities in services (e.g. in the logistics sector), activities entailing social intelligence (e.g. in the healthcare sector) and cognitive skills (e.g. learning and predicting)."
360,JOUR,Finding decision jumps in text classification,"['Liu, Xianggen', 'Mou, Lili', 'Cui, Haotian', 'Lu, Zhengdong', 'Song, Sen']",Neurocomputing,371,,177,187,2020,2020/01/02/,,0925-2312,https://doi.org/10.1016/j.neucom.2019.08.082,['https://www.sciencedirect.com/science/article/pii/S0925231219312263'],"['Text classification', 'Reinforcement learning', 'Weak supervision', 'Rationalizing neural prediction']","Text classification is one of the key problems in natural language processing (NLP), and in early years, it was usually accomplished by feature-based machine learning models. Recently, the deep neural network has become a powerful learning machine, making it possible to work with text itself as raw input for the classification problems. However, existing neural networks are typically end-to-end and lack explicit interpretation of the prediction. In this paper, we propose Jumper, a novel framework that models text classification as a sequential decision process. Generally, Jumper is a neural system that scans a piece of text sequentially and makes classification decisions at the time it wishes, which is inspired by the cognitive process of human text reading. In our framework, both the classification result and when to make the classification are part of the decision process, controlled by a policy network and trained with reinforcement learning. Experimental results of real-world applications demonstrate the following properties of a properly trained Jumper: (1) it tends to make decisions whenever the evidence is enough, therefore reducing total text reading by 30–40% and often finding the key rationale of the prediction; and (2) it achieves classification accuracy better than or comparable to state-of-the-art models in several benchmark and industrial datasets. We further conduct a simulation experiment with mock data, which confirms that Jumper is able to make a decision at the theoretically optimal decision position."
361,JOUR,Whole-body multi-contact motion in humans and humanoids: Advances of the CoDyCo European project,"['Padois, Vincent', 'Ivaldi, Serena', 'Babič, Jan', 'Mistry, Michael', 'Peters, Jan', 'Nori, Francesco']",Robotics and Autonomous Systems,90,,97,117,2017,2017/04/01/,Special Issue on New Research Frontiers for Intelligent Autonomous Systems,0921-8890,https://doi.org/10.1016/j.robot.2016.08.017,['https://www.sciencedirect.com/science/article/pii/S0921889016304845'],"['Whole-body', 'Control', 'Free-floating', 'Interaction', 'Contacts', 'Compliance']","Traditional industrial applications involve robots with limited mobility. Consequently, interaction (e.g. manipulation) was treated separately from whole-body posture (e.g. balancing), assuming the robot firmly connected to the ground. Foreseen applications involve robots with augmented autonomy and physical mobility. Within this novel context, physical interaction influences stability and balance. To allow robots to surpass barriers between interaction and posture control, forthcoming robotic research needs to investigate the principles governing whole-body motion and coordination with contact dynamics. There is a need to investigate the principles of motion and coordination of physical interaction, including the aspects related to unpredictability. Recent developments in compliant actuation and touch sensing allow safe and robust physical interaction from unexpected contact including humans. The next advancement for cognitive robots, however, is the ability not only to cope with unpredictable contact, but also to exploit predictable contact in ways that will assist in goal achievement. Last but not least, theoretical results needs to be validated in real-world scenarios with humanoid robots engaged in whole-body goal-directed tasks. Robots should be capable of exploiting rigid supportive contacts, learning to compensate for compliant contacts, and utilizing assistive physical interaction from humans. The work presented in this paper presents state-of-the-art in these domains as well as some recent advances made within the framework of the CoDyCo European project."
362,JOUR,Fuzzy Cognitive Maps analysis of Green Supply Chain Management: a case study approach,"['Bevilacqua, M.', 'Ciarapica, F.E.', 'Marcucci, G.', 'Mazzuto, G.']",IFAC-PapersOnLine,53,2,17481,17486,2020,2020/01/01/,21st IFAC World Congress,2405-8963,https://doi.org/10.1016/j.ifacol.2020.12.2124,['https://www.sciencedirect.com/science/article/pii/S2405896320327762'],"['Sustainability', 'Modelling Social', 'Environmental Change', 'Human-centered systems engineering']","The Green Supply Chain has proposed to innovate industrial production by implementing a radical perspective change: reconcile economy and ecology. This study aims to contribute to the realisation of a new idea of eco-sustainable industrialisation. Anyone making decisions within any dynamic system faces serious difficulties. For this reason, the proposed study analyses this system using Fuzzy Cognitive Maps arriving at the formation of a real map of the causal relationships between the concepts identified, then divided by areas of membership. In doing so, the most relevant factors affecting the Green Supply Chain decision-making process have been identified and analysed."
363,JOUR,Constraints on the exploitation of the functional properties of objects in expert tool-using chimpanzees (Pan troglodytes),"['Povinelli, Daniel J.', 'Frey, Scott H.']",Cortex,82,,11,23,2016,2016/09/01/,,0010-9452,https://doi.org/10.1016/j.cortex.2016.05.011,['https://www.sciencedirect.com/science/article/pii/S0010945216301289'],"['Chimpanzees', 'Tool use', 'Causal diagnostic reasoning', 'Action disorders']","Many species exploit immediately apparent dimensions of objects during tool use and manufacture and operate over internal perceptual representations of objects (they move and reorient objects in space, have rules of operation to deform or modify objects, etc). Humans, however, actively test for functionally relevant object properties before such operations begin, even when no previous percepts of a particular object's qualities in the domain have been established. We hypothesize that such prospective diagnostic interventions are a human specialization of cognitive function that has been entirely overlooked in the neuropsychological literature. We presented chimpanzees with visually identical rakes: one was functional for retrieving a food reward; the other was non-functional (its base was spring-loaded). Initially, they learned that only the functional tool could retrieve a distant reward. In test 1, we explored if they would manually test for the rakes' rigidity during tool selection, but before using it. We found no evidence of such behavior. In test 2, we obliged the apes to deform the non-functional tool's base before using it, in order to evaluate whether this would cause them to switch rakes. It did not. Tests 3–6 attempted to focus the apes' attention on the functionally relevant property (rigidity). Although one ape eventually learned to abandon the non-functional rake before using it, she still did not attempt to test the rakes for rigidity prior to use. While these results underscore the ability of chimpanzees to use novel tools, at the same time they point toward a fundamental (and heretofore unexplored) difference in causal reasoning between humans and apes. We propose that this behavioral difference reflects a human specialization in how object properties are represented, which could have contributed significantly to the evolution of our technological culture. We discuss developing a new line of evolutionarily motivated neuropsychological research on action disorders."
364,JOUR,Exploring the behavioral patterns transformation of learners in different 3D modeling teaching strategies,"['Huang, Tien-Chi', 'Chen, Mu-Yen', 'Lin, Chun-Yu']",Computers in Human Behavior,92,,670,678,2019,2019/03/01/,,0747-5632,https://doi.org/10.1016/j.chb.2017.08.028,['https://www.sciencedirect.com/science/article/pii/S074756321730496X'],"['3D modeling', 'Education technology', 'Human behavior analysis', 'Elearning']","3D modeling is the core technique and the basis of 3D printing which becomes popular in 2010s. To respond the growing needs of industrial community, this study apply the cognitive-apprenticeship strategy using various teaching materials, including three-view diagram and tangible 3D materials, in the 3D modeling course. The lag sequential analysis and interviews are adopted to explore the pattern transformation of the learners' meta-cognition behavior during the problem-solving tasks. The results show that different teaching methods and materials lead to differentiated metacognitive behaviors. Moreover, comparing to traditional instruction strategy, using 3D tangible object in cognitive-apprenticeship instruction stimulates more meta-cognition behaviors, further leads to successful problem-solving."
365,JOUR,A mixed perception-based human-robot collaborative maintenance approach driven by augmented reality and online deep reinforcement learning,"['Liu, Changchun', 'Zhang, Zequn', 'Tang, Dunbing', 'Nie, Qingwei', 'Zhang, Linqi', 'Song, Jiaye']",Robotics and Computer-Integrated Manufacturing,83,,102568,,2023,2023/10/01/,,0736-5845,https://doi.org/10.1016/j.rcim.2023.102568,['https://www.sciencedirect.com/science/article/pii/S0736584523000443'],"['Human-robot collaborative maintenance', 'Mixed perception', 'Decision-making', 'Online deep reinforcement learning', 'Augmented reality']","Owing to the fact that the number and complexity of machines is increasing in Industry 4.0, the maintenance process is more time-consuming and labor-intensive, which contains plenty of refined maintenance operations. Fortunately, human-robot collaboration (HRC) can integrate human intelligence into the collaborative robot (cobot), which can realize not merely the nimble and sapiential maintenance operations of personnel but also the reliable and repeated maintenance manipulation of cobots. However, the existing HRC maintenance lacks the precise understand of the maintenance intention, the efficient HRC decision-making for executing robotized maintenance tasks (e.g., repetitive manual tasks) and the convenient interaction interface for executing cognitive tasks (e.g., maintenance preparation and guidance job). Hence, a mixed perception-based human-robot collaborative maintenance approach consisting of three-hierarchy structures is proposed in this paper, which can help reduce the severity of the mentioned problems. In the first stage, a mixed perception module is proposed to help the cobot recognize human safety and maintenance request according to human actions and gestures separately. During the second stage, an improved online deep reinforcement learning (DRL)-enabled decision-making module with the asynchronous structure and the function of anti-disturbance is proposed in this paper, which can realize the execution of robotized maintenance tasks. In the third stage, an augmented reality-assisted (AR) user-friendly interaction interface is designed to help the personnel interact with the cobot and execute the auxiliary maintenance task without the limitation of spatial and human factors. In addition, the auxiliary of maintenance operation can also be supported by the AR-assisted visible guidance. Finally, comparative numerical experiments are implemented in a typical machining workshop, and the experimental results show a competitive performance of the proposed HRC maintenance approach compared with other state-of-the-art methods."
366,JOUR,Unifying traditional risk assessment approaches with attack trees,"['Paul, Stéphane', 'Vignon-Davillier, Raphaël']",Journal of Information Security and Applications,19,3,165,181,2014,2014/07/01/,,2214-2126,https://doi.org/10.1016/j.jisa.2014.03.006,['https://www.sciencedirect.com/science/article/pii/S2214212614000180'],"['Security', 'Risk assessment', 'Risk management', 'Cognitive scalability', 'Attack trees', 'Model driven engineering']","As software-intensive systems become more and more complex, so does the assessment of the risks that these systems may have on people's businesses, privacy, livelihoods, and very lives. For very large long-lived industrial programmes, such as the Galileo programme of the European Space Agency (ESA), or the French Pentagon programme for the Ministry of Defence, traditional risk management approaches are now reaching their limit. This is true for tooling, but even more so for humans. This paper proposes novel techniques to deal with cognitive scalability issues in risk assessment studies, amongst which graphical extensions to traditional risk management approaches, such as chain diagrams, and the seamless integration of attack trees. Feedback and results were collected from security experts and other stakeholders, in a large industrial context (namely, the Galileo risk assessment programme) and through dedicated research and development demonstrations. The feedback and results show effective improvements with respect to standard practices, even though fine tuning is still needed to reach an adequate and financially acceptable equilibrium between: (i) dealing with a large number of small independent problems; and (ii) maintaining an overall understanding of the system’s risks and risks treatment."
367,JOUR,Can cued recall by means of gaze guiding replace refresher training? An experimental study addressing complex cognitive skill retrieval,"['Frank, Barbara', 'Kluge, Annette']",International Journal of Industrial Ergonomics,67,,123,134,2018,2018/09/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2018.05.007,['https://www.sciencedirect.com/science/article/pii/S0169814116300968'],"['Refresher training', 'Visual cueing', 'Attention guidance', 'Complex task', 'Retrieval']","Skills required for non-routine situations are learned in initial training but are rarely applied during work. Such skills decay if they are not rehearsed repeatedly, e.g. in refresher interventions. A promising concept to counteract skill decay is gaze guiding, which has the potential to reduce the consequences of skill decay by means of cued recall. The present study explores whether gaze guiding can be used as an alternative to refresher interventions. Fifty-five participants learned a complex cognitive skill required for a production task. After two weeks, they recalled the initially learned skill either with support of the gaze-guiding tool (Gaze-Guiding group) or without support (Practice-refresher intervention group or Control group). The participants of the Practice-refresher intervention group repeated the initially learned skill in week 2. The results show that gaze guiding supports the precise execution of a task and is a promising technical tool for cued recall and retrieval support. Relevance to industry Refresher interventions are popular methods for skill retention. A resource-saving alternative is an adaptive computer-based job aid which supports the operator's skill retrieval in the recall situation. It is a further development of step-by-step guidance with computer-based procedures and appears only when the operator fails to remember the task operation."
