,Keyword,Count
3070,"['cognitive robotics', 'handling', 'skill-based control', 'brownfield automation', 'perception']",1
3071,"['human-centered design', 'usability', 'augmented reality (ar)', 'product lifecycle', 'cognitive assistance system', 'wind turbine maintenance']",1
3072,"['individualization', 'field assembly', 'physical', 'cognitive assistance', 'work design']",1
3073,"['heat stress', 'thermal tolerance', 'electrocardiogram', 'functional near-infrared spectroscopy', 'neuroergonomics']",1
3074,"['mental model', 'complex system', 'visual interface', 'human-computer interaction']",1
3075,"['', '', '', '', '']",1
3076,"['wearable robotics', 'workplace ergonomy', 'exoskeletons', 'digital twinning']",1
3077,"['manufacturing systems', 'human factors', 'assembly', 'fuzzy extent analysis', 'ageing']",1
3078,"['cognitive architecture', 'optimized plant treatments', 'automatic gardening', 'human-robot interaction', 'learning planning operators']",1
3079,"['cyber-physical-human systems', 'human-in-the-loop', 'decision-making', 'real-time control', 'human-computer interaction']",1
3080,"['human–robot collaboration', 'collaborative robots', 'safety', 'user interfaces', 'intuitive robot programming', 'industrial applications']",1
3081,"['manufacturing', 'flexibility', 'ict', 'cognitive automation', 'information sharing']",1
3082,"['digital assistance system', 'industrie 4.0', 'work 4.0', 'user study', 'performance support', 'five moments of need']",1
3083,"['industry 4.0', 'operator 4.0', 'cognitive solutions', 'human cyber-physical production systems']",1
3084,"['connected factory', 'intelligent manufacturing systems', 'cognitive systems', 'operator assignment', 'industry 4.0']",1
3085,"['industry 4.0', 'collaborative robotics', 'trajectory planning', 'assembly', 'safety', 'ergonomics']",1
3086,"['augmented reality, ar', 'ar-guided repair', 'immersive interface', '3d printing', '3d printer repair', 'right to repair']",1
3087,"['human-robot interaction', 'collaborative robotics', 'cognitive ergonomics', 'industry 4.0', 'human-centered design']",1
3088,"['industry 4.0', 'process industry', 'smart manufacturing', 'reference architecture', 'cloud', 'edge computing', 'cognitive computing', 'artificial intelligence', 'big data analytics']",1
3089,"['cognitive engine', 'dynamic ontology', 'augmented decision-making', 'process control', 'smart manufacturing', 'cyber-physical system']",1
3090,"['industrial knowledge graph', 'graph embedding', 'cognitive manufacturing', 'graph neural network', 'reinforcement learning']",1
3091,"['virtual training', 'mixed-model assembly', 'operator', 'virtual reality', 'benchmark']",1
3092,"['fuzzy cognitive maps', 'knowledge representation', 'hazardous industrial operations', 'occupational health', 'safety', 'confined space']",1
3093,"['digital twin', 'human-robot collaboration', 'human cyber-physical system', '5g communication network', 'edge-cloud collaboration']",1
3094,"['integrative lighting', 'shift workers', 'sleep', 'cognition']",1
3095,"['process safety', 'human error', 'cognitive workload', 'eeg', 'theta power spectral density']",1
3096,"['reconfigurable manufacturing systems', 'planning', 'dexterous manipulation', 'machine learning', 'intelligent workpiece hanlding']",1
3097,"['collaborative robots', 'life cycle', 'dematerialisation', 'cognitive safety', 'dfes', 'industry 5.0', 'environment']",1
3098,"['manufacturing systems', 'sustainable development', 'cognitive adaptability']",1
3099,"['physical demand analysis', 'ergonomic risk assessment', 'modified work', ""workers' compensation board"", 'manufacturing industry']",1
3100,"['full-duplex', 'industry 5.0', 'in phase and quadrature phase imbalance', 'non-orthogonal multiple access', 'overlay cognitive radio']",1
3101,"['teleoperation', 'mixed reality', 'vision and motion mapping', 'robotic manipulation']",1
3102,"['cognitive ergonomics', 'repetitive tasks', 'mental workload', 'multiple resource theory', 'human performance modeling']",1
3103,"['stochastic learning', 'heterogeneous learning rates', 'two-workstation system', 'throughput time', 'buffer']",1
3104,"['safety zoning', 'collaborative robots', 'dynamic separation distance', 'lidar sensor']",1
3105,"['virtual reality/augmented reality', 'mixed virtual and physical reality', 'remote collaboration', 'virtual commissioning', 'future internet', 'cognitive infocommunications']",1
3106,"['maintenance training', 'learning', 'forgetting curves', 'smart factory', 'human-centered']",1
3107,"['assembly', 'assembly assistance systems', 'cognitive support', 'knowledge management', 'human-machine interaction']",1
3108,"['digital twin', 'human', 'robot', 'automotive assembly', 'tecnomatix']",1
3109,"['behavioural operations management', 'decision types', 'cognitive biases', 'production planning and control', 'smart manufacturing', 'decision support systems']",1
3110,"['deliberative control', 'human-robot collaboration', 'human safety']",1
3111,"['cognitive work', 'knowledge work', 'lean manufacturing', 'six sigma', 'productivity']",1
3112,"['industrial metaverse', 'virtual reality', 'avatar', 'design review']",1
3113,"['cognitive platform', 'predictive maintenance', 'failure prediction', 'decision making', 'advanced visualization techniques', 'industry 4.0']",1
3114,"['asphalt compaction', 'operator support system', 'compaction path planning', 'guidance system']",1
3115,"['human factor engineering', 'oil', 'gas industry', 'bibliometric analysis', 'industry 4.0', 'ergonomics']",1
3116,"['mental models', 'operator training', 'learning', 'hidden markov model', 'eye-tracking']",1
3117,"['human-robot interaction', 'cognitive technologies', 'safety', 'efficiency', 'accuracy', 'robotic manufacturing systems']",1
3118,"['human–robot collaboration', 'deep learning', 'industry 4.0', 'human action recognition']",1
3119,"['augmented reality', 'human-computer interaction', 'interaction design', 'industrial assembly', 'manufacturing', 'hololens 2']",1
3120,"['bica', 'perception', 'human-in-loop', 'perception-action']",1
3121,"['reconfiguration', 'human robot collaboration', 'digital twin', 'augmented reality']",1
3122,"['industry 4.0', 'industry 5.0', 'human-machine system', 'synchronization', 'ergonomics', 'assembly workstation 4.0']",1
3123,"['digital lean manufacturing', 'augmented reality', 'problem-solving', 'learning']",1
3124,"['industry 4.0', 'industry 5.0', 'digital clones', 'collective intelligence', 'resilience']",1
3125,"['human-machine cooperation', 'cognitive work analysis', 'decision ladder', 'picking']",1
3126,"['design for serviceability', 'digital manufacturing (dm)', 'virtual simulation', 'ergonomics', 'human-centred design (hcd)', 'sustainability']",1
3127,"['decisional dna', 'set of experience knowledge structure', 'knowledge engineering', 'image representation', 'cognitive systems', 'cognitive cyber physical systems']",1
3128,"['artificial intelligence', 'skill', 'innovation', 'local labor market', 'displacement effect']",1
3129,"['composable graphic', 'human machine interface hmi', 'human centered', 'adaptive design']",1
3130,"['robotisation', 'manual manufacturing tasks', 'structured decision making', 'manufacturing cell layout', 'agent-based simulation', 'safety']",1
3131,"['smart manufacturing', 'assistance systems', 'cognitive constraints']",1
3132,"['measurement', 'ocular motor behaviour', 'repetitive task', 'force', 'blink rate', 'cognitive load', 'ergonomics', 'injury', 'eye-tracking', 'workers', 'industry', 'muscle', 'emg']",1
3133,"['abnormal operation', 'chemical process industry', 'decision support', 'complex causality', 'design evaluation', 'process supervision']",1
3134,"['human–robot collaboration', 'human–robot interaction fluency', 'cobot', 'cognitive ergonomics', 'job performance', 'work engagement']",1
3135,"['visual anomaly detection', 'industrial inspection robot', 'latent space representations', 'cognitive computing']",1
3136,"['robot', 'cognitive robotics', 'robot cooperation']",1
3137,"['mental load classification', 'fnirs', 'ensemble modeling', 'machine learning (ml)', 'time pressure', 'cognitive demand']",1
3138,"['intelligent manufacturing', 'cognitive manufacturing', 'cognitive framework', 'computable digital twin', 'multi-dimensional', 'oar model']",1
3139,"['adaptive concepts', 'cognitive technologies', 'e-powertrain assembly', 'human-machine interaction']",1
3140,"['human aspect', 'complexity', 'man-machine system']",1
3141,"['techno-centered design', 'human-machine cooperation', 'human-centered design', 'levels of automation', 'intelligent manufacturing systems', 'industry 4.0']",1
3142,"['additive manufacturing', 'cognitive hacking', 'cybersecurity', 'eeg', 'eye-tracking', 'inspection']",1
3143,"['human-centred design (hcd)', 'manufacturing ergonomics', 'digital human models (dhm)', 'virtual reality', 'workstation design']",1
3144,"['augmented reality', 'cognitive ergonomics', 'construction assembly task', 'kinaesthetic performance']",1
3145,"['engineering document', 'table modeling', 'knowledge graph', 'graph embedding', 'causality analysis']",1
3146,"['industry 4.0', 'pi-mind', 'decision-making', 'cyber-physical system', 'cognitive models', 'collective intelligence', 'value system', 'preference', 'clone', 'patented intelligence', 'smart decision', 'ontology']",1
3147,scenario based design,1
3148,personas,1
3149,ucd for training,1
3150,inconsistency management,1
3151,lts,1
3152,logistic target achievement,1
3153,lead time syndrome,1
3154,speed,1
3155,constraints,1
3156,neurosciences,1
3157,general mental ability,1
3158,pfmea,1
3159,human error classification,1
3160,comprehensive evaluation index,1
3161,remote assistance,1
3162,mobile projector,1
3163,substance use disorders,1
3164,prescribed stimulant drugs,1
3165,methylphenidate,1
3166,attention deficit/hyperactivity disorder,1
3167,underwater welding,1
3168,underwater manipulator,1
3169,rov,1
3170,production structure,1
3171,oil spill,1
3172,computers,1
3173,is development,1
3174,wicked problem,1
3175,method adoption,1
3176,verification/validation of model transformations,1
3177,open questions of model transformations verification/validation,1
3178,multimodal application development,1
3179,model transformations,1
3180,neurotoxicity,1
3181,neurobehavioral disorder,1
3182,arsenic,1
3183,tangible stock-flow task,1
3184,paper-based test,1
3185,naturalistic decision making,1
3186,manufacturing task,1
3187,hypothesis testing,1
3188,dynamic decision making,1
3189,computerized simulations,1
3190,interworking cognitive entities,1
3191,material handling system,1
3192,manufacturing flexibility,1
3193,tablet computer,1
3194,fine-grained,1
3195,noise annoyance,1
3196,light,1
3197,auv,1
3198,migrant worker,1
3199,cognitive analysis,1
3200,brain games,1
3201,cmm,1
3202,self-driving cars,1
3203,quantified self,1
3204,connected devices,1
3205,connected car,1
3206,cognitive relief,1
3207,the basic method,1
3208,matlab,1
3209,bp neural network,1
3210,symbol recognition,1
3211,product packaging,1
3212,poisoning,1
3213,household safety,1
3214,wavlet,1
3215,respiration signal,1
3216,k-means classifier,1
3217,driver fatigue,1
3218,uncertain,1
3219,qfd,1
3220,group decision-making approach,1
3221,fuzzy preference relation-,1
3222,defect severity,1
3223,process consistency,1
3224,residual defect,1
3225,intelligent knowledge-based systems,1
3226,network operation,1
3227,capacity planning,1
3228,therapeutic adaptation,1
3229,counselor education,1
3230,chinese culture,1
3231,cbt,1
3232,team cognitive,1
3233,creative design,1
3234,working situation,1
3235,context modelling,1
3236,software process improvement,1
3237,activity theory,1
3238,mixed-model assembly,1
3239,benchmark,1
3240,operators' training,1
3241,error taxonomy,1
3242,abnormal situations,1
3243,psychiatric disorder,1
3244,methyl iodide,1
3245,manganese,1
3246,cognitive workload analysis,1
3247,human-machine-interaction,1
3248,operator workload evaluation,1
3249,tables,1
3250,thyroid hormone,1
3251,pbdes,1
3252,apolipoprotein e,1
3253,procurement regulation,1
3254,information system procurement and acquisition,1
3255,humancentered design,1
3256,government systems,1
3257,wifi,1
3258,tail energy,1
3259,socio-cognitive capabilities,1
3260,nfc,1
3261,mobile energy efficiency,1
3262,markov chain,1
3263,collective behavior-aware technologies,1
3264,3g,1
3265,type-i fuzzy set,1
3266,kinect sensor,1
3267,gait cycle,1
3268,fuzzy reasoning,1
3269,defuzzification,1
3270,user diversity,1
3271,dynamic scheduling,1
3272,application,1
3273,foreign workers,1
3274,behaviour-based control,1
3275,enviorment,1
3276,analysis of the task,1
3277,container port,1
3278,cognitive solution,1
3279,spaceflight,1
3280,nasa,1
3281,man/machine interaction,1
3282,fuzzy control,1
3283,etho-robotics,1
3284,autonomous mobile robots,1
3285,learning theories,1
3286,ship bridge,1
3287,model-based design,1
3288,underwater egress,1
3289,survival,1
3290,fidelity,1
3291,contextual interference,1
3292,the integrated human event analysis system (idheas),1
3293,nuclear power plant (npp),1
3294,safety course,1
3295,usability for industrial internet,1
3296,information complexity,1
3297,task execution time prediction,1
3298,enterprise resource planning system (erp),1
3299,societal transformation,1
3300,business transformation,1
3301,single-family timber house,1
3302,physical and cognitive levels of automation,1
3303,off-site assembly,1
3304,hierarchical task analysis,1
3305,exterior wall,1
3306,aviation maintenance,1
3307,neuromorphic system,1
3308,magnetic memories,1
3309,magnetic devices,1
3310,social dynamics,1
3311,information and communications technology,1
3312,game-playing,1
3313,game-mediated communication,1
3314,computer-mediated communication,1
3315,object-oriented methods,1
3316,errors,1
3317,micro manufacturing process,1
3318,job-shop floor,1
3319,data processing,1
3320,in-pipe inspection robots,1
3321,oil and gas exploration,1
3322,tank inspection robots,1
3323,gnss,1
3324,alphanumeric displays,1
3325,usability analysis,1
3326,enterprise resource planning,1
3327,wireless positioning,1
3328,positioning,1
3329,marie curie,1
3330,location based services,1
3331,localization,1
3332,itn,1
3333,multiple object tracking,1
3334,uav,1
3335,intervention feedback,1
3336,spectrum management,1
3337,spectrum access system,1
3338,lisensed shared access,1
3339,dynamic spectrum sharing,1
3340,business model,1
3341,value-sensitive approach,1
3342,user value,1
3343,cloud policy,1
3344,fuzzy majority,1
3345,water supply,1
3346,recruitment process,1
3347,subjective evaluation,1
3348,efficiency prediction,1
3349,projection-based augmented reality,1
3350,industrial augmented reality,1
3351,assistive system,1
3352,error feedback,1
3353,cognitively impaired workers,1
3354,empirical,1
3355,tangible and embodied interaction,1
3356,mobile robot,1
3357,inter-cognitive communication,1
3358,latency control,1
3359,human computation,1
3360,cost control,1
3361,history,1
3362,meat,1
3363,dissociation,1
3364,disgust,1
3365,denial of mind,1
3366,animals,1
3367,violence,1
3368,shame,1
3369,image quality,1
3370,c5.0 algorithm,1
3371,risk allocation,1
3372,ecological modern,1
3373,socially assistive robots,1
3374,self-organization,1
3375,public policy,1
3376,long-term care,1
3377,aging families,1
3378,group trust,1
3379,group performance,1
3380,group efficacy,1
3381,medicine,1
3382,healt-care,1
3383,critical systems,1
3384,teaching information security,1
3385,information security program,1
3386,neurobehavioral effects,1
3387,environmental exposure,1
3388,biomarkers,1
3389,zigbee,1
3390,wi-fi,1
3391,ambient assisted living,1
3392,recognition of willingness,1
3393,enterprise,1
3394,psychoanalysis,1
3395,preventive medicine,1
3396,morality,1
3397,extinction,1
3398,weaving,1
3399,setup time,1
3400,soft power,1
3401,security engineer,1
3402,personnel insecurities,1
3403,narrative expertise,1
3404,euergetics,1
3405,cultural capital,1
3406,structured text,1
3407,source code metrics,1
3408,software size metrics,1
3409,software complexity metrics,1
3410,programmable logic controller (plc) programming languages,1
3411,ladder diagram (ld),1
3412,halstead metrics,1
3413,cyclomatic complexity,1
3414,human factors & ergonomics,1
3415,topsis,1
3416,multiple attribute decision making,1
3417,hesitant triangular fuzzy sets,1
3418,process control systems,1
3419,e/e architecture,1
3420,functional architecture,1
3421,biomedical laboratory,1
3422,software business,1
3423,robotic fabrication,1
3424,cyber- physical construction,1
3425,neurofeedback training,1
3426,neurofeedback game,1
3427,urban underground space,1
3428,stigma,1
3429,smart factory and team of teams,1
3430,executive decision-making,1
3431,connected cognitive entity,1
3432,japan,1
3433,industry-academia collaboration,1
3434,expatriate,1
3435,cognitive schemata,1
3436,acculturation,1
3437,unethical pro-organizational behavior,1
3438,social identity theory,1
3439,organizational identification,1
3440,interorganizational competition,1
3441,virtual research environment,1
3442,informatics implementation,1
3443,software engineering for robotics,1
3444,led manufacturing systems,1
3445,burning state recognition,1
3446,mind attribution,1
3447,health risks,1
3448,agricultural workers,1
3449,digitally enhanced reality,1
3450,cognitive middleware,1
3451,proactive personality,1
3452,innovative cognition,1
3453,environment condition,1
3454,positive organizational behaviour,1
3455,optimism,1
3456,hope,1
3457,context-aware instructions,1
3458,ideation,1
3459,deliberation system,1
3460,argumentation,1
3461,learning interfaces,1
3462,three-dimensional displays,1
3463,time and motion study,1
3464,scientific management,1
3465,lillian gilbreth,1
3466,frank gilbreth,1
3467,social cognition,1
3468,business improvement,1
3469,macroergonomics,1
3470,participatory ergonomics,1
3471,bayes,1
3472,public-private partnership,1
3473,fuzzy set theory,1
3474,information sharing,1
3475,zeta function,1
3476,watson,1
3477,universal exchange language,1
3478,public health reporting,1
3479,probability theory,1
3480,dirac notation,1
3481,social contract,1
3482,brain sensing,1
3483,low carbon development,1
3484,great transformation towards sustainability,1
3485,digital annotations,1
3486,retrospective analysis,1
3487,navigational watchkeeping,1
3488,marine accidents,1
3489,quantified mind,1
3490,knowledge log,1
3491,eye gaze,1
3492,slot machines,1
3493,gambling,1
3494,cognitive error,1
3495,operands,1
3496,nett warrior,1
3497,user experience research,1
3498,usability engineering,1
3499,enterprise software,1
3500,cogtool,1
3501,telepresence,1
3502,shared presence,1
3503,interfaces,1
3504,human-robot interactions,1
3505,knowledge-based,1
3506,ergonomic,1
3507,danieli,1
3508,3q,1
3509,intervention management,1
3510,hiv/aids,1
3511,fear of testing,1
3512,sound localization,1
3513,item locator system,1
3514,co-design,1
3515,variable granularity,1
3516,simulated feedback,1
3517,sagat,1
3518,simulation integration,1
3519,tsat,1
3520,quality control checking,1
3521,cognitive weight,1
3522,basic control structure,1
3523,retrieval cues,1
3524,procedural errors,1
3525,errors of omission,1
3526,applied cognition,1
3527,strategic risk analysis,1
3528,master planning,1
3529,interdependent risks,1
3530,relationships,1
3531,human workload balancing,1
3532,people,1
3533,organizations,1
3534,information systems (is),1
3535,energy equilibrium model,1
3536,embodied energy,1
3537,behavior,1
3538,ul-wmsds,1
3539,mathematical programming,1
3540,job rotation,1
3541,task control,1
3542,factor modification method,1
3543,factor modification strategy,1
3544,tasks,1
3545,a technique for human error analysis,1
3546,cognitive reliability and error analysis method,1
3547,justified human error data information,1
3548,simplified plant analysis risk-human (spar-h) reliability assessment,1
3549,human cognitive reliability/operator reliability experiments,1
3550,cause-based decision tree method,1
3551,accident sequence evaluation program,1
3552,technique for human error rate prediction,1
3553,probabilistic risk assessment,1
3554,nuclear engineering,1
3555,two-loop,1
3556,suitability for learning,1
3557,context-sensitive information,1
3558,see-through smart glasses,1
3559,rtlx,1
3560,human-robot communication,1
3561,robotics welding,1
3562,sleep deprived,1
3563,alcohol-use,1
3564,operator's performance index,1
3565,training curriculum,1
3566,nuclear action reliability assessment,1
3567,hazardous plants,1
3568,modifying factor,1
3569,industrial automation and control systems,1
3570,ergovsm,1
3571,subjective mental workload,1
3572,digital human model,1
3573,sustainable manufacturing,1
3574,smart decision making,1
3575,self-x cognition,1
3576,behavior change,1
3577,mental strain,1
3578,mental stress,1
3579,p300,1
3580,kinect,1
3581,wireless eeg,1
3582,hierarchical hidden markov model,1
3583,shaping factors,1
3584,risk boundary,1
3585,autonomous transport vehicles,1
3586,human-machine systems,1
3587,deviations,1
3588,alarms,1
3589,requirements quality,1
3590,requirements engineering,1
3591,human behaviour modeling,1
3592,industrial accidents,1
3593,virtual operator,1
3594,self-organized production system,1
3595,trustworthy ai,1
3596,evaluation methodology,1
3597,humanoid robotics,1
3598,manual assembly assistance,1
3599,collaborative robot safety zone awareness,1
3600,ergonomic notifications,1
3601,scheme,1
3602,human performance measurement,1
3603,worker allocation,1
3604,cognitive strategies,1
3605,dicot,1
3606,mediated interruptions,1
3607,human centered design,1
3608,human-worker,1
3609,human centred,1
3610,real-time support,1
3611,human-robot cognitive interface,1
3612,multi-modal feedback channel,1
3613,robot teleoperation,1
3614,sift,1
3615,visualisation,1
3616,field evaluation,1
3617,criteria,1
3618,use-case selection,1
3619,repetitive tasks,1
3620,intelligent manufacturing system,1
3621,techno-centred design,1
3622,measuring techniques,1
3623,signal acquisition,1
3624,human physical and cognitive states,1
3625,biochemistry,1
3626,nervous system,1
3627,fifth industrial revolution,1
3628,multiple resource theory,1
3629,human action perception,1
3630,aeronautic,1
3631,mental effort,1
3632,mental load,1
3633,business process modeling notations,1
3634,resilient,1
3635,enabling technologies,1
3636,cognitive cyber-physical production systems,1
3637,task-analytic models,1
3638,formal verification,1
3639,deploy,1
3640,normative ethics,1
3641,social embodiment.cognition,1
3642,human based manufacturing.ergonomics,1
3643,rotated bounding box encoding,1
3644,pvt,1
3645,actigraphy,1
3646,algeria,1
3647,the disabled,1
3648,wheelchairs,1
3649,structure equation model,1
3650,mediation,1
3651,human-product interaction,1
3652,affective design,1
3653,semantic parsing,1
3654,intention translation,1
3655,recycling plant,1
3656,symbiotic autonomous systems,1
3657,consciousness,1
3658,reception studies,1
3659,avt,1
3660,new media,1
3661,audiovisual translation,1
3662,principles to practice,1
3663,translation quality assessment,1
3664,human-robot-interaction,1
3665,cloud incidents,1
3666,cloud change tasks,1
3667,operators' errors,1
3668,worker guidance systems,1
3669,multimodal communication,1
3670,adaptive industrial robotics,1
3671,ai copilot,1
3672,domain-specific languages,1
3673,joint cognitive work,1
3674,human/ai teaming,1
3675,human agent teaming,1
3676,robot adaptation,1
3677,pps,1
3678,support systems,1
3679,taxonomy of user-adaptive design,1
3680,u-shaped lean cell,1
3681,job rotation scheduling,1
3682,human cognitive effect,1
3683,heuristic algorithm,1
3684,response surface methodology,1
3685,adaptive workplace,1
3686,individualizable workstations,1
3687,humansystems interaction,1
3688,site assembly,1
3689,enhanced growth optimizer,1
3690,efficientnetb7,1
3691,virtual assistants,1
3692,human robot collaborative,1
3693,typology,1
3694,competences and skills,1
3695,human capital 4,1
3696,semiconductor production,1
3697,eye tracking glasses,1
3698,wearability,1
3699,external validity,1
3700,complex electronics manufacturing systems,1
3701,cognitive issues,1
3702,computeraided training,1
3703,towers of hanoi,1
3704,vocational training,1
3705,human capability augmentation,1
3706,natural human behavior,1
3707,knowledge retention,1
3708,assembly training,1
3709,hierarchy of industrial or technical systems,1
3710,theory of control,1
3711,panet,1
3712,defect inspection,1
3713,resilient operator 5.0,1
3714,workforce architecture,1
3715,0-enabled interaction,1
3716,brain signal processing,1
3717,hazard,1
3718,operational control,1
3719,man process interface,1
3720,public perceptions,1
3721,contravision technique,1
3722,cognitive elderly,1
3723,unconscious behavior,1
3724,cyber production management,1
3725,operator training program,1
3726,behavioural video coding,1
3727,production complexity,1
3728,brain computer interfaces,1
3729,real-time data,1
3730,operator emotion,1
3731,cultural consensus,1
3732,free listings,1
3733,error analysis,1
3734,harnesses industry,1
3735,hololens 2,1
3736,wire harness assembly,1
3737,dss,1
3738,optimisation,1
3739,safety consequences,1
3740,occupational cognitive failure,1
3741,task analyisis,1
3742,humans-robots interaction,1
3743,communication atmosphere,1
3744,behavior adaptation,1
3745,zoophilia,1
3746,sexual practices,1
3747,sexbots,1
3748,sex work,1
3749,paraphilias,1
3750,legal rights of robots,1
3751,ethical design of robots,1
3752,bestiality,1
3753,analysis of variance,1
3754,aeronautical factory,1
3755,sport and recreation,1
3756,healthy lifestyle habit,1
3757,ergonomics/human factors and prevention,1
3758,corporate engagement,1
3759,vascular dementia,1
3760,qena/egypt,1
3761,prevalence,1
3762,non-alzheimer's dementia,1
3763,moc,1
3764,transient flow,1
3765,operational experimentation,1
3766,cognitive measurement,1
3767,steel production,1
3768,labor organization,1
3769,ergonomic work analysis,1
3770,ergonomic risk,1
3771,real-time remote monitoring,1
3772,firefighter,1
3773,fire suit,1
3774,environment and situation monitoring,1
3775,daq,1
3776,cognitive decline,1
3777,video intelligence,1
3778,alzheimer disease,1
3779,virtual reality/augmented reality,1
3780,virtual commissioning,1
3781,mixed virtual and physical reality,1
3782,reflection cost,1
3783,awareness,1
3784,software inspection,1
3785,occupation safety,1
3786,hazard awareness,1
3787,alzheimer's dementia,1
3788,reba method,1
3789,mill,1
3790,ergonomic risk evaluation,1
3791,smart service systems,1
3792,digital service innovation,1
3793,psychomotor vigilance test (pvt),1
3794,permutation,1
3795,partial directed coherence (pdc),1
3796,multivariate pattern analysis (mvpa),1
3797,human-robot cooperation,1
3798,manufacturing process knowledge management system,1
3799,experience knowledge,1
3800,cognitive apprenticeship,1
3801,personal resources,1
3802,perceived work ability,1
3803,older workers,1
3804,job demands-resources model,1
3805,health and retirement study,1
3806,systems-thinking,1
3807,non-technical skills (nts),1
3808,deepwater horizon (dh),1
3809,psychiatric medications,1
3810,drug marketing,1
3811,brain shrinking,1
3812,applied force,1
3813,cnc-environment,1
3814,load cell,1
3815,natural and abnormal variability,1
3816,amt,1
3817,operational decision,1
3818,learning environment.,1
3819,emergency,1
3820,virtual customer environments,1
3821,uses and gratifications theory,1
3822,customer engagement,1
3823,construction workforce,1
3824,simulation model,1
3825,translating,1
3826,motor action time,1
3827,technical cybernetics,1
3828,mechatronics,1
3829,kind of energy,1
3830,information and cognitive technologies,1
3831,digital equivalent of displacement,1
3832,converting,1
3833,management. fuzzy cognitive maps,1
3834,search time,1
3835,multi-performance,1
3836,complex process,1
3837,setup manual,1
3838,industrial workplace,1
3839,domain,1
3840,trl,1
3841,strategy,1
3842,manage,1
3843,network rippling of emotions,1
3844,network resistance,1
3845,network intention model,1
3846,dynamic network systems,1
3847,constructive resistance,1
3848,health care,1
3849,computer systems,1
3850,workplace safety,1
3851,transport and storage,1
3852,accimap,1
3853,jitir,1
3854,factory planning,1
3855,digital factory,1
3856,sensory fusion,1
3857,health game,1
3858,food and nutrition education,1
3859,overview drawing,1
3860,objective,1
3861,variety,1
3862,institutional theory,1
3863,remediation,1
3864,network structures,1
3865,accident involvement,1
3866,trail making test,1
3867,driver,1
3868,crash risk prediction,1
3869,causality,1
3870,agency,1
3871,africa,1
3872,line of code,1
3873,cognitive functional size,1
3874,construction project team,1
3875,stakeholder,1
3876,self-rated performance,1
3877,personal and job resources,1
3878,human multi-robot interaction,1
3879,complex tasks,1
3880,pathological internet use,1
3881,internet gaming disorder,1
3882,internet addiction,1
3883,group program,1
3884,structural equation modelling,1
3885,learning activity,1
3886,theory and practice of psychotherapy,1
3887,student paper,1
3888,single orientation approach,1
3889,redundancy,1
3890,petrochemical plant,1
3891,fuzzy cognitive maps (fcms),1
3892,transplantation,1
3893,radiation,1
3894,novel place recognition,1
3895,human fetal-derived neural stem cells,1
3896,hippocampus,1
3897,motion control,1
3898,animation,1
3899,content,1
3900,carrier,1
3901,smart phone,1
3902,medication adherence,1
3903,health & self-esteem,1
3904,e-mobile,1
3905,cognitive prosthetic,1
3906,prioritization,1
3907,power looms,1
3908,factors and subfactors,1
3909,experts from the field,1
3910,complexity management,1
3911,decision attributes,1
3912,decision description,1
3913,emergency operating procedure,1
3914,psychotherapy integration,1
3915,psychotherapy,1
3916,history of psychotherapy,1
3917,risk analysis,1
3918,offshore oil and gas industry,1
3919,cold regions,1
3920,task complexity measure,1
3921,predictive validity,1
3922,human error rate,1
3923,convergent validity,1
3924,human attributes,1
3925,strategies analysis,1
3926,education & training,1
3927,contracting,1
3928,owa operator,1
3929,enterprise modeling,1
3930,enterprise architecture,1
3931,model driven engineering,1
3932,cognitive scalability,1
3933,attack trees,1
3934,robotic picking,1
3935,intelligent automation,1
3936,enabling technology,1
3937,energy sector,1
3938,restaurant service optimization,1
3939,food and beverage industry education,1
3940,cognitive learning methods,1
3941,workforce 4.0,1
3942,task classification,1
3943,job-task analysis,1
3944,job profile(s),1
3945,kw,1
3946,information task,1
3947,cognitive tool,1
3948,process planning and control,1
3949,psychological distance,1
3950,digital heritage,1
3951,affordance,1
3952,worker,1
3953,shipyard,1
3954,robot safety,1
3955,zero touch network management,1
3956,property characterization,1
3957,sustainable training,1
3958,ai-related technologies,1
3959,irpa,1
3960,executive function (ef),1
3961,neurose,1
3962,code complexity metric,1
3963,event and condition assessment,1
3964,squamous intraepithelial lesion (sil),1
3965,cervical intraepithelial neoplasia cancer (cin-c),1
3966,case based reasoning (cbr),1
3967,nasa tlx questionnaire,1
3968,work-to-family facilitation,1
3969,network crafting,1
3970,information exchange,1
3971,goal attainment,1
3972,manufacturing safety,1
3973,workplace automation,1
3974,user expectations,1
3975,robotic systems,1
3976,osh risks and benefits,1
3977,working memory (wm),1
3978,interlingual respeaking (irsp),1
3979,human-ai interaction (haii),1
3980,friction stir welding,1
3981,robot cooperation,1
3982,human robot communication,1
3983,framework,1
3984,knowledge hiding,1
3985,idiosyncratic deals,1
3986,effort–reward imbalance,1
3987,newton’s method,1
3988,moving head spot,1
3989,light projector,1
3990,industrial assistance system,1
3991,aircraft manufacturing,1
3992,settings,1
3993,sense of presence,1
3994,omnidirectional photography,1
3995,360° panoramic visualizations,1
3996,kinaesthetic performance,1
3997,construction assembly task,1
3998,bi-directional gated networks,1
3999,rational agency,1
4000,holonicity,1
4001,chainsaw,1
4002,visual momentum,1
4003,the bystander perspective,1
4004,process planning,1
4005,user centric design,1
4006,ohs,1
4007,data acquisition,1
4008,dashboard,1
4009,service quality assurance,1
