,Publication Type,Article Title,Authors,Source Title,Volume,Start Page,End Page,Publication Year,Publication Date,ISSN,DOI,DOI Link,Author Keywords,Abstract,Issue,Conference Title
84,JOUR,AR/VR assisted integrated framework of autonomous disassembly system for industrial products,"['M., Eswaran', 'Bahubalendruni, M.V.A. Raju']",Computers & Industrial Engineering,196,110522,,2024,2024/10/01/,0360-8352,https://doi.org/10.1016/j.cie.2024.110522,['https://www.sciencedirect.com/science/article/pii/S0360835224006430'],"['Augmented reality', 'AR object mapping', 'Disassembly sequence', 'Virtual reality', 'Automated AR scene extraction']","An immersive Augmented Reality (AR) technology enhances productivity and flexibility in manufacturing by providing real-time instructions within workers’ field of view, aiding in complex tasks. According to cognitive load and attention-based theories, AR guidance can reduce cognitive strain, enhancing task performance. The affordance of AR in industrial processes like assembly or disassembly for repair/maintenance has been exploited broadly. However, the prevailing studies on automated user interfaces for AR instruction development, specifically virtual scene creation and target generation for object mapping rendering, still need to be explored. Notably, production industries currently rely on outsourcing skilled professionals to create AR overlaying instructions using manufacturer input. However, the exactness of the disassembly repository is substantial to avoid defects in AR guidance particulars. This underscores the significance of generalized automated AR instruction development and emphasizes the demands for further research. In this work, the autonomous AR-integrated framework is developed for the disassembly context, empowering manufacturers to acquire desired outcomes across various modules. These modules include the validation of the manual user disassembly sequence repository during the prefatory phase of AR instruction creation and the provision of Disassembly Sequence Planning (DSP) input. Additionally, the framework supports the simulation/rendering of disassembly efforts in a virtual platform and the generation of rendering virtual display scenes for appropriate AR-guided object mapping. Furthermore, it enables the generation of essential model targets for registering the AR scenes. Subsequently, the extracted repositories (virtual scenes and model targets) are input into the Unity AR tool to create AR mapping guidance for disassembly operations. The performance of the autonomous disassembly module is evaluated through three case studies with different AR visualizations. Furthermore, the potential of the proposed framework is exploited by extracting feedback from experts regarding flexibility, compatibility, completion time, and cognitive level.",,
85,JOUR,Mobile pupillometry in manual assembly: A pilot study exploring the wearability and external validity of a renowned mental workload lab measure,"['Van Acker, Bram B.', 'Bombeke, Klaas', 'Durnez, Wouter', 'Parmentier, Davy D.', 'Mateus, João Costa', 'Biondi, Alessandro', 'Saldien, Jelle', 'Vlerick, Peter']",International Journal of Industrial Ergonomics,75,102891,,2020,2020/01/01/,0169-8141,https://doi.org/10.1016/j.ergon.2019.102891,['https://www.sciencedirect.com/science/article/pii/S0169814119300514'],"['Mental workload', 'Pupillometry', 'Assembly', 'External validity', 'Wearability', 'Eye tracking glasses']","Human operators in the upcoming Industry 4.0 workplace will face accelerating job demands such as elevated cognitive complexity. Unobtrusive objective measures of mental workload (MWL) are therefore in high demand as indicated by both theory and practice. This pilot study explored the wearability and external validity of pupillometry, a MWL measure robustly validated in laboratory settings and now deployable in work settings demanding operator mobility. In an ecologically valid work environment, 21 participants performed two manual assemblies - one of low and one of high complexity - while wearing eye-tracking glasses for pupil size measurement. Results revealed that the device was perceived as fairly wearable in terms of physical and mental comfort. In terms of validity, no significant differences in mean pupil size were found between the assemblies even though subjective mental workload differed significantly. Exploratory analyses on the pupil size when attending to the assembly instructions only, were inconclusive. The present work suggests that current lab-based procedures might not be adequate yet for in-the-field mobile pupillometry. From a broader perspective, these findings also invite a more nuanced view on the current validity of lab-validated physiological MWL-measures when applied in real-life settings. We therefore conclude with some key insights for future development of mobile pupillometry.",,
86,JOUR,A model for developing job rotation schedules that eliminate sequential high workloads and minimize between-worker variability in cumulative daily workloads: Application to automotive assembly lines,"['Yoon, Sang-Young', 'Ko, Jeonghan', 'Jung, Myung-Chul']",Applied Ergonomics,55,8,15,2016,2016/07/01/,0003-6870,https://doi.org/10.1016/j.apergo.2016.01.011,['https://www.sciencedirect.com/science/article/pii/S0003687016300114'],"['Job rotation', 'Musculoskeletal disorder', 'Cumulative workload', 'REBA', 'Assembly line']","The aim of study is to suggest a job rotation schedule by developing a mathematical model in order to reduce cumulative workload from the successive use of the same body region. Workload assessment using rapid entire body assessment (REBA) was performed for the model in three automotive assembly lines of chassis, trim, and finishing to identify which body part exposed to relatively high workloads at workstations. The workloads were incorporated to the model to develop a job rotation schedule. The proposed schedules prevent the exposure to high workloads successively on the same body region and minimized between-worker variance in cumulative daily workload. Whereas some of workers were successively assigned to high workload workstation under no job rotation and serial job rotation. This model would help to reduce the potential for work-related musculoskeletal disorders (WMSDs) without additional cost for engineering work, although it may need more computational time and relative complex job rotation sequences.",,
87,JOUR,Evaluation of mental stress in human-robot interaction: an explorative study,"['Rinaldi, Marta', 'Natale, Ciro', 'Fera, Marcello', 'Macchiaroli, Roberto', 'Monaco, Maria Grazia Lourdes', 'Grosse, Eric H.']",Procedia Computer Science,232,726,735,2024,2024/01/01/,1877-0509,https://doi.org/10.1016/j.procs.2024.01.072,['https://www.sciencedirect.com/science/article/pii/S1877050924000723'],"['human centricity', 'human-robot coexistence', 'experimental study', 'mental stress', 'heart rare variability', 'workload', 'performance']","The emerging concept of Industry 5.0 has led industries to design industrial environments integrating robots to support human work. The impact of implementing human-robot interaction (HRI) on humans and the work-related stress linked to it is still an open issue. In this context, measuring mental stress is crucial for designing effective HRI environments. This study aims to experimentally test the influence of the robot's presence on mental stress by measuring humans' performance, physiological data, and workload perception. Sixty participants were asked to perform an assembly task while coexisting with a robot. Three scenarios were tested, changing the kind of task performed by the robot and the distance from the participants' working area. Statistical analyses were performed to capture the differences between scenarios. Results show that the robot's presence does not significantly affect the participants' stress levels. However, when the distance to the robot decreases, human performance is affected, concluding that the robot's proximity could cause more distraction to human workers.",,5th International Conference on Industry 4.0 and Smart Manufacturing (ISM 2023)
88,JOUR,The moderating role of end-tidal CO2 on upper trapezius muscle activity in response to sustained attention,"['Wixted, Fiona', 'O’ Sullivan, Leonard']",International Journal of Industrial Ergonomics,61,1,12,2017,2017/09/01/,0169-8141,https://doi.org/10.1016/j.ergon.2017.04.003,['https://www.sciencedirect.com/science/article/pii/S0169814117301907'],"['Sustained attention', 'Mental workload', 'Muscle activity', 'Work related musculoskeletal disorders']","With higher levels of automation in modern manufacturing, there is increased monitoring of the process by the human operator. Prolonged monitoring or sustained attention has been found to be stressful for human operators. Plant and process operators have also been found to have one of the highest level of work demands (work speed, pace) in a recent European survey (Eurofound, 2015). Along with this, the incidence of Work Related Musculoskeletal Disorders (WRMSDs) remains at a high level in the manufacturing sector. This research endeavoured to determine if end-tidal CO2 levels decreased and upper trapezius muscle activity increased concurrently with increased levels of attention. We then developed a model to investigate if end-tidal CO2 moderated the relationship between mental workload due to sustained attention and upper trapezius muscle activity. The resulting interactional model found that end-tidal CO2 moderated the relationship (p = 0.004) when end-tidal CO2 reached the hypocapnic range (>35 mm Hg). This model indicates the possibility that a high level of sustained attention is a risk factor in the development of WRMSDs and should therefore be included in workplace risk assessments.",,
89,JOUR,"Multi-manned assembly line synchronization with compatible mounting positions, equipment sharing and workers cooperation","['Ferrari, Emilio', 'Faccio, Maurizio', 'Gamberi, Mauro', 'Margelli, Silvia', 'Pilati, Francesco']",IFAC-PapersOnLine,52,1502,1507,2019,2019/01/01/,2405-8963,https://doi.org/10.1016/j.ifacol.2019.11.412,['https://www.sciencedirect.com/science/article/pii/S240589631931393X'],"['Multi-manned assembly line', 'Synchronization', 'Equipment sharing', 'Mounting position', 'Automotive', 'Balancing']","The assembly of large and complex products as cars typically involves a huge amount of production resources as workers, pieces of equipment and layout areas. Multi-manned workstations commonly characterize these assembly lines along with some additional features such as compatibility/incompatibility between the different mounting positions, equipment sharing and worker cooperation. The simultaneous management of all such aspects significantly increases the balancing problem complexity. This paper proposes a new mixed integer programming model for such multi-manned assembly line synchronization problem to simultaneously optimize the line efficiency, the line length and the workload smoothness. A customized procedure based on a simulated annealing algorithm is developed to effectively solve this problem. The aforementioned procedure is validated through an industrial case study of an Italian sports car manufacturer distinguished by 665 tasks and numerous synchronization constraints typical of real assembly lines.",13,"9th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2019"
90,JOUR,Antecedents of turnover intentions and organizational commitment of workers in the apparel industry: The moderating effect of creative behavior and instrumental readiness,"['Senayah, William Kwesi', 'Biney-Aidoo, Vivian']",Social Sciences & Humanities Open,10,101119,,2024,2024/01/01/,2590-2911,https://doi.org/10.1016/j.ssaho.2024.101119,['https://www.sciencedirect.com/science/article/pii/S2590291124003164'],"['Turnover', 'Organizational commitment', 'Fairness and reward', 'Skills obsolescence', 'Work overload', 'Entrepreneurship intentions', 'Creative behavior', 'Instrumental readiness']","The study aimed to investigate the antecedents of organizational commitment and turnover intentions among apparel manufacturing workers, specifically focusing on the moderating effects of creative behavior and instrumental readiness. Employing the Expectancy– Confirmation Theory, this study conveniently sampled 393 apparel workers from four free zone exporting firms to gather data. The collected data was analyzed using regression in STATA 14. The study revealed that, although workers were not overburdened with workload, factors such as skills obsolescence, entrepreneurship intention, fairness and rewards had predictive effects on their organizational commitment and turnover intentions. Additionally, the study found that creative behavior and instrumental readiness moderated the relationship between entrepreneurship intention and turnover intention. Given the recent adverse impact of inflation on the economic value of workers' wages and the uncertainty stemming from operational changes regarding skills obsolescence, the study provides valuable insights into how these factors may influence workers’ organizational commitment and turnover intentions. The study contributes important insights into contextualizing and examining turnover and organizational commitment within the apparel manufacturing industry using the hypothesized model developed in the context of the Expectancy-Confirmation Theory.",,
91,JOUR,Collaborative human-centered design of manufacturing tasks: a multi-user immersive VR experience,"['Arkouli, Zoi', 'Tompoulidis, Ilias', 'Kontos, Miltiadis', 'Michalos, George', 'Makris, Sotiris']",Procedia CIRP,128,597,602,2024,2024/01/01/,2212-8271,https://doi.org/10.1016/j.procir.2024.07.056,['https://www.sciencedirect.com/science/article/pii/S2212827124007467'],"['Human-centric design', 'VR-assisted ergonomics evaluation', 'Participatory design', 'Operator 4.0', 'Physical workload evaluation', 'human in the loop']","Work-related musculoskeletal disorders are among the top factors impacting the individual’s performance and the overall company’s productivity. Virtual Reality (VR) has enabled proactive consideration of human factors. However, there are still barriers impeding the broader adoption of human-in-the-loop approaches, including the number and roles of people involved in simulation stages and the complexity of modelling lengthy task sequences. This paper presents a multi-user immersive VR simulation framework for collaborative human-centered task evaluation involving engineers and operators. The software architecture enabling multi-user VR sessions is discussed, together with a hierarchical approach for modelling complex manufacturing tasks in VR applications and collecting structured data from the simulations. Metrics such as heatmap and Rapid Upper Limb Assessment are integrated for informed decision-making about task redesign. The proposed approach was tested in a case study inspired by large parts manufacturing, where operators need to work in teams. The server-client network enabled the engineer to comprehensively assess the design of the task having two operators executing virtual actions in parallel as they would in the actual workstation. The collection of data from the team of operators and their intuitive visualization enhanced the effectiveness in identifying aspects introducing discomfort and assessing the overall suitability of the design for human operators.",,34th CIRP Design Conference
92,JOUR,Neurobehavioral assessment of force feedback simulation in industrial robotic teleoperation,"['Zhu, Qi', 'Du, Jing', 'Shi, Yangming', 'Wei, Paul']",Automation in Construction,126,103674,,2021,2021/06/01/,0926-5805,https://doi.org/10.1016/j.autcon.2021.103674,['https://www.sciencedirect.com/science/article/pii/S0926580521001254'],"['Human-robot collaboration', 'Teleoperation', 'Force feedback', 'Virtual reality', 'fNIRS', 'Neurophysiological analysis']","Telerobotic operation, i.e., a human operator to manipulate remote robotic systems at a distance, has started to gain its popularity in the construction industry. It is expected to help tackle operational challenges in dynamic construction workplaces. The success of telerobotic operation builds on the effective design of the human-robot interface to provide human operators with necessary senses about the remote workplaces, involving multimodal sensory cues, such as visual, audio and haptic feedback. Especially the force feedback design in telerobotic control interface is of central interest and is becoming the main feature of the bilateral control system for teleoperation, as it helps provide feedback about heavy physical interactions and processes in typical construction operations. Nonetheless, how force feedback simulation solutions affect the human operator's perceptional and behavioral reactions is less understood. This paper investigates the neurobehavioral performance of operators with a bilateral control system in a typical industrial valve operation experiment (n = 21). The experiment tested two force feedback conditions: Realistic (the system replicates the exact same feeling of the torque in valve manipulation operations) and Mediated (the simulation reduces the force on the human operator end by 50% to enable more flexible controls). The performance of the participants was evaluated via various metrics, including task performance, human performance and operational velocity uniformity. Data was collected with eye-tracking, neuroimaging (functional near-infrared spectroscopy, fNIRS), motion analysis, and NASA TLX surveys. The results indicated that the mediated force feedback in bilateral telerobotic operation helped more accurate operation, increased dual tasking, reduced cognitive load and more efficient neural functions; yet it encouraged participants to engage in more irregular actions, showing as dramatic changes in valve rotating speeds. The findings suggest that the force feedback design of telerobotic systems should be more carefully thought through to balance the advantages and disadvantages.",,
93,JOUR,A Decision Support System tailored to the Maintenance Activities of Industry 5.0 Operators,"['Oliveri, L.M.', 'Lo Iacono, N.', 'Chiacchio, F.', 'Facchini, F.', 'Mossa, G.']",IFAC-PapersOnLine,58,186,191,2024,2024/01/01/,2405-8963,https://doi.org/10.1016/j.ifacol.2024.08.118,['https://www.sciencedirect.com/science/article/pii/S2405896324008401'],"['Industry 5.0', 'Operator 5.0', 'Maintenance tasks', 'Human well-being', 'Cognitive workload', 'Mental workload']","Industry 5.0 addresses the human challenges of Industry 4.0 as a human-centric solution, placing the worker’s well-being at the centre of the production process. If, on the one hand, the last technologies support operator 5.0 to embrace the collaborative potential of human-machine cooperation, on the other hand, the complexity, as well as the rapid evolution of new technologies, could have the potential to produce immediate stress reaction leading to reduce the workers’ well-being. Recent studies have proved that the maintenance area is experiencing many innovations in terms of approaches and technologies. In this field, the rapid progress of technological equipment is leading to an increase in the human operators’ mental workload. This paper presents preliminary concepts and objectives of a Decision Support System (DSS) for the Diagnosis and Evaluation of Maintenance Operations. The DSS intends to assist industrial professionals and stakeholders in maintenance tasks characterised by significant cognitive demands. Considering variables such as task complexity and the mental and physical condition of operators involved in a maintenance task, the DSS will provide real-time recommendations for selecting the most suitable operators by promoting a gradual technology introduction, increasing industrial performance, and ensuring the well-being of the workers.",8,"6th IFAC Workshop on Advanced Maintenance Engineering, Services and Technology AMEST 2024"
94,JOUR,Augmented reality for industrial quality inspection: An experiment assessing task performance and human factors,"['Seeliger, Arne', 'Cheng, Long', 'Netland, Torbjørn']",Computers in Industry,151,103985,,2023,2023/10/01/,0166-3615,https://doi.org/10.1016/j.compind.2023.103985,['https://www.sciencedirect.com/science/article/pii/S0166361523001355'],"['Augmented reality', 'Quality inspection', 'Manufacturing', 'Experiment', 'Head-mounted display', 'Cognitive load']","Augmented reality (AR) technologies promise to increase the flexibility and productivity of the workforce by providing real-time information to workers right where it is needed. Following Cognitive Load Theory and Attention Theory, AR assistance can reduce the burden on workers’ mental capacity while performing a task, thereby improving task performance. The benefits of AR on industrial activities like assembly or maintenance have been investigated extensively, but the literature on AR-assisted quality control, specifically, quality inspection, is scarce. This stands in contrast to the importance of industrial quality inspection and highlights the need for research on the topic. In this work, we develop an AR-based system for head-mounted displays (HMDs) that visualizes product defects directly on physical products. We investigate its effect on task performance and human factors through an experiment. Participants performed multiple quality inspections using real manufacturing products and equipment with the help of an AR HMD, a screen, or no additional help. We find increased task performance using the AR HMD system. In comparison to screen-based assistance, a moderating effect of task difficulty was observed. Specifically, AR was more beneficial to task completion times given a difficult task. Furthermore, the AR HMD system reduced mental workload and received a positive rating regarding user experience. Our work contributes to the research in industrial AR usage through a novel AR HMD system for quality inspection and provides so far missing empirical and theoretically grounded evidence on its benefits with regard to task performance and human factors.",,
95,JOUR,Considering physical workload and workforce diversity in a Collaborative Assembly Line Balancing (C-ALB) optimization model.,"['Keshvarparast, Ali', 'Battaia, Olga', 'Pirayesh, Amir', 'Battini, Daria']",IFAC-PapersOnLine,55,157,162,2022,2022/01/01/,2405-8963,https://doi.org/10.1016/j.ifacol.2022.09.383,['https://www.sciencedirect.com/science/article/pii/S2405896322016561'],"['collaborative assembly line', 'ergonomic', 'workers diversity', 'industry 4.0']","In comparison to the traditional usage of robots, Cobotization (Human-Robot collaboration) can be considered as an effective way to increase the productivity of assembly lines while ensuring job security and flexibility. However, successful implementation of human-robot collaboration scenarios requires adapted decision support tools. Workforce diversity can be mentioned as one of the factors that should be included to study its impact on both the performance of the production system and on ergonomics. Accordingly, in this research, a new bi-objective optimization model for the collaborative assembly line with Cobots is proposed to simultaneously minimize the cycle time and the physical workload of human operators. The workforce diversity of human operators is modeled through experience level and physical ability. To analyze the benefits of the developed model, a comparison between the different solutions from the Pareto front is conducted. The results show that the utilization of Cobots can reduce both cycle time and physical workload in the assembly line.",10,"10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022"
96,JOUR,Robust production planning and capacity control for flexible assembly lines,"['Gyulai, Dávid', 'Kádár, Botond', 'Monosotori, László']",IFAC-PapersOnLine,48,2312,2317,2015,2015/01/01/,2405-8963,https://doi.org/10.1016/j.ifacol.2015.06.432,['https://www.sciencedirect.com/science/article/pii/S2405896315006710'],"['assembly', 'planning', 'production control', 'mathematical programming', 'simulation']","The frequently changing order stream and high product variety require robust planning and control approaches, as well as a flexible system structure in order to fulfill the highest possible customer service level and to keep the production costs on a reasonable level. In the paper, a combined production planning and capacity control method for assembly lines is proposed aiming at balancing the workload of the human operators and decreasing the overall production costs on a given time horizon. Instead of using the idealistic cycle times and simple manufacturing control rules, the proposed planning and control methodology is based on adaptive calculations taken from continuously updated historical production data. The manufacturing execution-level data is applied for building regression models predicting the capacity requirements of the future production scenarios. Besides, the historical data is also used as direct input of discrete-event simulations, to determine the proper control policies of human operator allocations for the different scenarios mentioned above. In order to calculate reliable and feasible production plans, the regression models and control policies are integrated in a mathematical programming model that minimizes a cost function representing the total production costs.",3,15th IFAC Symposium onInformation Control Problems inManufacturing
97,JOUR,Game theory-oriented approach for disassembly line worker assignment and balancing problem with multi-manned workstations,"['Kose, Yildiz', 'Cevikcan, Emre', 'Ertemel, Sinan', 'Murat, Mirac']",Computers & Industrial Engineering,181,109294,,2023,2023/07/01/,0360-8352,https://doi.org/10.1016/j.cie.2023.109294,['https://www.sciencedirect.com/science/article/pii/S0360835223003182'],"['Disassembly line balancing', 'Multi-manned workstations', 'Optimization', 'Game theory', 'Worker satisfaction', 'WEEE']","Multi-manned workstations, where a worker team synchronously executes different operations on the same product, have the potential to increase disassembly line performance. Despite focusing on main objectives such as workload imbalance and worker performance, existing disassembly line balancing studies have not addressed worker satisfaction. This study addresses the disassembly line worker assignment and balancing problem by considering not only multi-manned workstations with heterogeneous workers, but also workers' preference and performance. A novel multi-objective mixed integer linear programming model is formulated with the following objectives: minimizing the number of workers, the number of workstations, workload imbalance, maximizing worker satisfaction, and worker performance. Moreover, this study is proposing heuristics to utilize game theory-oriented approaches in the context of the addressed problem. Some comparative studies were carried out to compare the performance of the proposed heuristics. The effects of the factors were revealed by the statistical analysis conducted on the solutions for newly generated test problems. After the superiority of the proposed heuristics was indicated through comparative studies, they were applied to a washing machine disassembly system in the waste electrical and electronic equipment (WEEE) industry. The application indicated the performance improvement for the disassembly lead time (65%) and the space requirement (64%) compared to a classical disassembly system design.",,
98,JOUR,Optimal workforce assignment to operations of a paced assembly line,"['Dolgui, Alexandre', 'Kovalev, Sergey', 'Kovalyov, Mikhail Y.', 'Malyutin, Sergey', 'Soukhal, Ameur']",European Journal of Operational Research,264,200,211,2018,2018/01/01/,0377-2217,https://doi.org/10.1016/j.ejor.2017.06.017,['https://www.sciencedirect.com/science/article/pii/S0377221717305350'],"['Workforce assignment', 'Scheduling', 'Complexity analysis', 'Mixed integer linear programming', 'Heuristics']","We study a paced assembly line intended for manufacturing different products. Workers with identical skills perform non-preemptable operations whose assignment to stations is known. Operations assigned to the same station are executed sequentially, and they should follow the given precedence relations. Operations assigned to different stations can be performed in parallel. The operation’s processing time depends on the number of workers performing this operation. The problem consists in assigning workers to operations such that the maximal number of workers employed simultaneously in the assembly line is minimized, the line cycle time is not exceeded and the box constraints specifying the possible number of workers for each operation are not violated. We show that the general problem is NP-hard in the strong sense, develop conventional and randomized heuristics, propose a reduction to a series of feasibility problems, present a MILP model for the feasibility problem, show relation of the feasibility problem to multi-mode project scheduling and multiprocessor scheduling, establish computational complexity of several special cases based on this relation and provide computer experiments with real and simulated data.",1,
99,JOUR,Classification of mental workload in Human-robot collaboration using machine learning based on physiological feedback,"['Lin, Chiuhsiang Joe', 'Lukodono, Rio Prasetyo']",Journal of Manufacturing Systems,65,673,685,2022,2022/10/01/,0278-6125,https://doi.org/10.1016/j.jmsy.2022.10.017,['https://www.sciencedirect.com/science/article/pii/S0278612522001881'],"['Industry 5.0', 'Mental workload', 'Physiological parameter', 'Human–robot collaboration', 'Machine learning', 'Human-centric approach']","The development of the industry phase from 4.0 into 5.0 is shifting the focus from technology-driven to value-driven to empower and engage humans in the work environment with greater influence and responsibility. This means that it is necessary to know how humans perceive collaborative work, which resulted from a shift from traditional work. Capturing the physiological conditions of humans in support of device development has shown promise in terms of the flexibility and broader scope of data in the wearable device system. In this study, the human mental workload is evaluated via physiological feedback using wearable sensors in a quantitative approach to recognize the human workload perception in the Human–robot collaboration (HRC). The physiological feedback is used to evaluate the mental workload with a classification approach utilizing supervised machine learning algorithms. The results show that, by using a random forest algorithm which selects features according to information gain, the accuracy of classifying the mental workload can be as high as 94% in the testing phase. Thus, the mental workload perceived by the operator can be estimated from physiological parameters. This finding can support Industry 5.0 applications in human–robot collaboration with a human-centric approach.",,
100,JOUR,The influence of task design on upper limb muscles fatigue during low-load repetitive work: A systematic review,"['Santos, Joana', 'Baptista, João Santos', 'Monteiro, Pedro Ribeiro Rocha', 'Miguel, Alberto Sérgio', 'Santos, Rubim', 'Vaz, Mário A.P.']",International Journal of Industrial Ergonomics,52,78,91,2016,2016/03/01/,0169-8141,https://doi.org/10.1016/j.ergon.2015.09.010,['https://www.sciencedirect.com/science/article/pii/S0169814115300287'],"['Fatigue', 'Repetitive work', 'Low-load work', 'Upper limbs']","Ergonomic interventions such as increased scheduled breaks or job rotation have been proposed to reduce upper limb muscle fatigue in repetitive low-load work. This review was performed to summarize and analyze the studies investigating the effect of job rotation and work-rest schemes, as well as, work pace, cycle time and duty cycle, on upper limb muscle fatigue. The effects of these work organization factors on subjective fatigue or discomfort were also analyzed. This review was based on relevant articles published in PubMed, Scopus and Web of Science. The studies included in this review were performed in humans and assessed muscle fatigue in upper limbs. 14 articles were included in the systematic review. Few studies were performed in a real work environment and the most common methods used to assess muscle fatigue were surface electromyography (EMG). No consistent results were found related to the effects of job rotation on muscle activity and subjective measurements of fatigue. Rest breaks had some positive effects, particularly in perceived discomfort. The increase in work pace reveals a higher muscular load in specific muscles. The duration of experiments and characteristics of participants appear to be the factors that most have influenced the results. Future research should be focused on the improvement of the experimental protocols and instrumentation, in order to the outcomes represent adequately the actual working conditions. Relevance to industry Introducing more physical workload variation in low-load repetitive work is considered an effective ergonomic intervention against muscle fatigue and musculoskeletal disorders in industry. Results will be useful to identify the need of future research, which will eventually lead to the adoption of best industrial work practices according to the workers capabilities.",,New Approaches and Interventions to Prevent Work Related Musculoskeletal Disorders
101,JOUR,Improving and Modifying the Design of Workstations within a Manufacturing Environment,"['Khan, Mustafa', 'Pope-Ford, Regina']",Procedia Manufacturing,3,4927,4934,2015,2015/01/01/,2351-9789,https://doi.org/10.1016/j.promfg.2015.07.631,['https://www.sciencedirect.com/science/article/pii/S2351978915006320'],"['Work-related musculoskeletal disorders', 'Ergonomic injuries', 'Workstation']","Manual assembly tasks are widespread in many production facilities. However, the manual tasks are often linked to workstations that are not ergonomically designed, which can lead to work-related musculoskeletal disorders (WRMDs). These may result in low productivity, deterioration of worker performance, and issues affecting quality. The first aim of this research project is to analyze the various work postures associated with manual assembly work, within a plastics manufacturing company. The analysis of these work postures will help in understanding the ergonomic conditions of different workstations within the company. The second aim of this project is to study the OSHA incident reports and determine whether correlation exists between a specific workstation and specific body parts. The ultimate objective of this research is to find solutions and to recommend changes that improve the workstations. One way this can be accomplished is by taking ergonomic measures that can be used to evaluate working postures and physical workloads for manual assembly tasks to prevent ergonomic injuries which may lead to WRMDs. This is expected to result in improved productivity, better product quality, and lower medical costs.",,"6th International Conference on Applied Human Factors and Ergonomics (AHFE 2015) and the Affiliated Conferences, AHFE 2015"
102,JOUR,A Novel Kernel-based Extreme Learning Machine with Incremental Hidden Layer Nodes,"['Min, Mengcan', 'Chen, Xiaofang', 'Lei, Yongxiang', 'Chen, Zhiwen', 'Xie, Yongfang']",IFAC-PapersOnLine,53,11836,11841,2020,2020/01/01/,2405-8963,https://doi.org/10.1016/j.ifacol.2020.12.695,['https://www.sciencedirect.com/science/article/pii/S2405896320310089'],"['ELM', 'I-ELM', 'Kernel function', 'SD classification']","Extreme learning machine (ELM) is widely used in various fields because of its advantages such as short training time and good generalization performance. The input weights and bias of hidden layer of traditional ELM are generated randomly, and the number of hidden layer nodes is determined by artificial experience. Only by adjusting parameters manually can an appropriate network structure be found. This training method is complex and time-consuming, which increases the workload of workers. To solve this problem, the incremental extreme learning machine (I-ELM) is used to determine the appropriate number of hidden layer nodes and construct a compact network structure in this paper. At the same time, a new hidden layer activation function STR is proposed, which avoids the disadvantages of incomplete output information of hidden layer due to uneven distribution of sample data. The proposed algorithm is evaluated by public data sets and applied to the classification of superheat degree (SD) in aluminum electrolysis industry. The experimental results show that STR activation function has a good learning speed, and the proposed algorithm is superior to the existing SD identification algorithm in terms of accuracy and robustness.",2,21st IFAC World Congress
103,JOUR,On the potential of pupil size as a metric of physical fatigue during a repeated handle push/pull task,"['Biondi, Francesco N.', 'Graf, Frida', 'Cort, Joel']",Applied Ergonomics,110,104025,,2023,2023/07/01/,0003-6870,https://doi.org/10.1016/j.apergo.2023.104025,['https://www.sciencedirect.com/science/article/pii/S0003687023000637'],"['Measurement', 'Ocular motor behaviour', 'Repetitive task', 'Force', 'Blink rate', 'Cognitive load', 'Ergonomics', 'Injury', 'Eye-tracking', 'Workers', 'Industry', 'Muscle', 'EMG']","Force output and muscle activity represent the gold standards for measuring physical fatigue. This study explores using ocular metrics for tracking changes in physical fatigue during the completion of a repeated handle push/pull task. Participants completed this task over three trials, and pupil size was recorded by means of a head-mounted eye-tracker. Blink frequency was also measured. Force impulse and maximum peak force were used as ground-truth measures of physical fatigue. As expected, a reduction in peak force and impulse was observed over time as participants became more fatigued. More interestingly, pupil size was also found to decrease from trial 1 through trial 3. No changes in blink rate were found with increasing physical fatigue. While exploratory in nature, these findings add to the sparse literature exploring the use of ocular metrics in Ergonomics. They also advance the use of pupil size as a possible future alternative for physical fatigue detection.",,
104,JOUR,Methodology for augmented reality-based adaptive assistance in industry,"['Mompeu, Grégoire', 'Danglade, Florence', 'Mérienne, Frédéric', 'Guillet, Christophe']",Computers in Industry,154,104021,,2024,2024/01/01/,0166-3615,https://doi.org/10.1016/j.compind.2023.104021,['https://www.sciencedirect.com/science/article/pii/S0166361523001719'],"['Augmented reality', 'Maintenance', 'Adaptive assistance', 'Cognitive workload', 'Industry']","Industry 4.0 technologies are key elements for companies’ competitiveness. Among these technologies, Augmented Reality (AR) already shows great potential and results to assist workers through a large panel of industrial processes. Latest research suggests that AR systems should meet the user’s needs to deliver a personalized experience and therefore improve the adoption of the technology. Nevertheless, there is still a lack of theoretical guidance to design AR-based assistance capable of delivering both the right level of details of information and the best information design, based on the user’s needs. To address this problematic, we developed a methodology describing the principle of adaptive assistance as well as standard characteristics and criteria to design Augmented Reality-based Adaptive Assistance Systems (ARAAS). We applied this methodology on an industrial maintenance use case in the context of landing gears’ overhaul operation. The feedbacks from different profiles of inspectors underline the usefulness of such system and its capacity to deliver an assistance adapted to their needs.",,
