,Publication Type,Article Title,Authors,Source Title,Volume,Start Page,End Page,Publication Year,Publication Date,Conference Title,ISSN,DOI,DOI Link,Author Keywords,Abstract,Issue
716,JOUR,Uncertainty quantification of squeal instability via surrogate modelling,"['Nobari, Amir', 'Ouyang, Huajiang', 'Bannister, Paul']",Mechanical Systems and Signal Processing,60-61,887,908,2015,2015/08/01/,,0888-3270,https://doi.org/10.1016/j.ymssp.2015.01.022,['https://www.sciencedirect.com/science/article/pii/S0888327015000333'],"['Brake squeal instability', 'Complex eigenvalue analysis (CEA)', 'Uncertainty quantification', 'Surrogate modelling', 'Kriging predictor', 'Reliability']","One of the major issues that car manufacturers are facing is the noise and vibration of brake systems. Of the different sorts of noise and vibration, which a brake system may generate, squeal as an irritating high-frequency noise costs the manufacturers significantly. Despite considerable research that has been conducted on brake squeal, the root cause of squeal is still not fully understood. The most common assumption, however, is mode-coupling. Complex eigenvalue analysis is the most widely used approach to the analysis of brake squeal problems. One of the major drawbacks of this technique, nevertheless, is that the effects of variability and uncertainty are not included in the results. Apparently, uncertainty and variability are two inseparable parts of any brake system. Uncertainty is mainly caused by friction, contact, wear and thermal effects while variability mostly stems from the manufacturing process, material properties and component geometries. Evaluating the effects of uncertainty and variability in the complex eigenvalue analysis improves the predictability of noise propensity and helps produce a more robust design. The biggest hurdle in the uncertainty analysis of brake systems is the computational cost and time. Most uncertainty analysis techniques rely on the results of many deterministic analyses. A full finite element model of a brake system typically consists of millions of degrees-of-freedom and many load cases. Running time of such models is so long that automotive industry is reluctant to do many deterministic analyses. This paper, instead, proposes an efficient method of uncertainty propagation via surrogate modelling. A surrogate model of a brake system is constructed in order to reproduce the outputs of the large-scale finite element model and overcome the issue of computational workloads. The probability distribution of the real part of an unstable mode can then be obtained by using the surrogate model with a massive saving of computational time and cost. The established model can be used subsequently for design, reliability analysis and optimisation.",
717,JOUR,How to design finger input of Chinese characters: A literature review,"['Chen, Zhe', 'Patrick Rau, Pei-Luen', 'Chen, Cuiling']",International Journal of Industrial Ergonomics,44,428,435,2014,2014/05/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2013.11.009,['https://www.sciencedirect.com/science/article/pii/S016981411300139X'],"['Finger input', 'Chinese character', 'Human–computer interaction']","A comprehensive literature review is conducted on the considerations of the human finger and Chinese character in finger interaction for Chinese input. The results of this study indicate the importance and influences of characteristics of the human finger and Chinese characters on Chinese handwriting. Moreover, fifteen design guidelines are developed based on the literature review to improve the Chinese handwriting performance (i.e. input time, accuracy, error rate, mental workload, satisfaction and physical fatigue) and subjective ratings. Seven guidelines are developed regarding properties of the human finger (i.e. finger size, contact area, motor skill, texture perception and input position). Another eight guidelines are related to characteristics of Chinese characters (i.e. direction, structure, script style, complexity and semantics). These results are in great help of improving the Chinese handwriting performance and user experience. The guidelines are going to help product designers develop a user-friendly Chinese handwriting system. Relevance to industry The literature review results give the theoretical support on developing a user-friendly Chinese handwriting system. Fifteen practical design guidelines based on the literature review are beneficial to improving handwriting performance and subjective ratings and consequently product design.",3
718,JOUR,Using agent transparency to support situation awareness of the Autonomous Squad Member,"['Selkowitz, Anthony R.', 'Lakhmani, Shan G.', 'Chen, Jessie Y.C.']",Cognitive Systems Research,46,13,25,2017,2017/12/01/,Situation Awareness in Human-Machine Interactive Systems,1389-0417,https://doi.org/10.1016/j.cogsys.2017.02.003,['https://www.sciencedirect.com/science/article/pii/S1389041716301772'],"['Transparency', 'Human-Robot interaction', 'Situation awareness', 'Trust']","Agent transparency has been proposed as a solution to the problem of facilitating operators’ situation awareness in human-robot teams. Sixty participants performed a dual monitoring task, monitoring both an intelligent, autonomous robot teammate and performing threat detection in a virtual environment. The robot displayed four different interfaces, corresponding to information from the Situation awareness-based Agent Transparency (SAT) model. Participants’ situation awareness of the robot, confidence in their situation awareness, trust in the robot, workload, cognitive processing, and perceived usability of the robot displays were assessed. Results indicate that participants using interfaces corresponding to higher SAT level had greater situation awareness, cognitive processing, and trust in the robot than when they viewed lower level SAT interfaces. No differences in workload or perceived usability of the display were detected. Based on these findings, we observed that transparency has a significant effect on situation awareness, trust, and cognitive processing.",
719,JOUR,"Proneness for exercise, cognitive and psychophysiological consequences of action observation","['Oliveira, P.A.', 'Araújo, D.', 'Abreu, A.M.']",Psychology of Sport and Exercise,15,39,47,2014,2014/01/01/,,1469-0292,https://doi.org/10.1016/j.psychsport.2013.09.008,['https://www.sciencedirect.com/science/article/pii/S1469029213000939'],"['Action-Observation Network', 'Motor performance', 'Cognitive performance', 'Proneness for exercise', 'Psychophysiological correlates of action observation']","Objectives Physical exercise has benefits that go beyond health and well-being, namely in cognitive, motor and psychophysiological areas. The discovery of a shared neural network between action observation and execution (Action-Observation Network) led us to hypothesize that watching human motor action might improve cognitive and motor aspects of performance and proneness for exercise. Design/Methods Sixty participants viewed a Motor (M) (n = 30) or a Non-Motor (NM) (n = 30) movie with strong or weak content of motoric features of human action, respectively. Performance in d2 Attention test, Fitts' Motor task, and a Proneness for Exercise Visual Analog Scale was assessed before and after movie visualization, in a cross-sectional study. Psychophysiological measures were recorded throughout the experiment. Results Our results demonstrate an increase in proneness for exercise, and greater improvement in attention-related cognitive aspects in the M group. The aforementioned benefits of action observation did not modulate motor performance. A mental effort deployment was associated to the decrease in heart rate variability after visualization of the NM movie. This was not conducive to attention channeling on task performance. Conversely, M movie observation seemed to be associated to a cognitive load release, affording attention deployment for the resolution of the subsequent tasks. Conclusions It seems that some benefits associated to physical practice can result from the mere visualization of movies with human motor action content. These are the improvement in attention-related cognitive skills associated to psychophysiological changes that support a disengagement from mental effort. Crucially, the observation of exercise behavior seems to be a key factor for exercise adherence.",1
720,JOUR,Visual scan patterns reflect to human-computer interactions on processing different types of messages in the flight deck,"['Li, Wen-Chin', 'Zhang, Jingyi', 'Le Minh, Tam', 'Cao, Jiaqi', 'Wang, Lei']",International Journal of Industrial Ergonomics,72,54,60,2019,2019/07/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2019.04.003,['https://www.sciencedirect.com/science/article/pii/S0169814118304414'],"['Eye scan patterns', 'Flight deck design', 'Human-computer interaction', 'Situation awareness', 'Visual attention']","The flight deck of commercial aircraft is sophisticated and searching for the necessary information at the right time is sometimes challenging. This research investigates pilot's visual parameters while interacted with two different designs of crew alerting system by eye tracking technology. There are 24 aviation professionals that participated in this experiment including commercial pilots, private pilots and avionic engineers. Compared with traditional design, the new integrated design applied proximity compatibility principles to assist pilots in searching necessary information to deal with urgent situations. The results demonstrated that the integrated design is superior to traditional design in providing accurate instructions as determined by visual behaviors. However, the integrated design increases pilot's situation awareness by redirecting attention from current task to the most critical task with the cost of a longer total fixation duration time. Pilot's visual parameters demonstrated significant differences while interacting with PFD mainly numeric, ND mostly by symbols and EICAS with presented text messages. Therefore, flight deck design has to adopt a holistic approach as pilot's visual attentions is shifting among all types of different displays to gain situation awareness rather than focus on only one display. The design of integrated EICAS can provide detailed instructions to deal with urgent situations which induced higher cognitive loads as pilot's pupil dilation is significant bigger than interacted with traditional design. By eye tracking technology, it is applicable to design human-centred flight decks to improve safety and human performance in aviation.",
721,JOUR,Eco-driving for the first time: The implications of advanced assisting technologies in supporting pro-environmental changes,"['Ruscio, Daniele', 'Caruso, Giandomenico', 'Mussone, Lorenzo', 'Bordegoni, Monica']",International Journal of Industrial Ergonomics,64,134,142,2018,2018/03/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2018.01.009,['https://www.sciencedirect.com/science/article/pii/S0169814117300471'],"['Assistance technologies', 'CO2 emissions', 'Pro-environmental behavior', 'Human-machine interaction', 'Acceptance', 'Workload']","Eco-driving assistance devices are being introduced to reduce CO2 emissions, but the overall changes in the user behavior have not been sufficiently explored. While in-vehicle driver advanced systems are designed to support a single driving task (e.g. reducing emissions), they also imply the adoption of a different driving behavior and different driving attitudes in order to be efficient. Adopting for the first time a new driving style could affect driver's acceptance and undermine new technologies' efficacy. Purpose of the present research is to measure and evaluate the user's responses to first-time use of eco-driving assisting technology. Driver's performances in a virtual simulator were compared between experimental and a control group. The actual driving parameters and CO2 emissions were recorded and compared to the optimal eco-driving style calculated by CarMaker software. The cognitive costs of the new driving style were measured by changes in the modulation of autonomic nervous system and NASA-TLX workload scale. Acceptance of the assisted driving style and general eco-friendly attitudes were analyzed by self-reported measures. Results show that being exposed for the first time to eco-driving technology produces a reduction of cumulate fuel consumption only due to speed reduction, and not to changes in the driving style parameters, as recommended by the assisting software. Overall CO2 emissions of eco-driving group were not different from the control group. Rather, the first time use of the eco-driving assistance increases perceived fatigue and the physiological cardiac autonomic balance related to increased workload over time. These difficulties show that eco-driving style cannot be simply adopted by following the assistance device indications. It seems rather a process, which requires specific support during in the first driving-interaction with eco-driving technology. The design of assistance device that aims to change the driving style, could benefit from the measurement of the user's workload to avoid primacy effect that potentially undermine technology efficacy in supporting user-sustainable behaviors.",
722,JOUR,Upper-body haptic system for snake robot teleoperation in pipelines,"['Zhu, Qi', 'Zhou, Tianyu', 'Du, Jing']",Advanced Engineering Informatics,51,101532,,2022,2022/01/01/,,1474-0346,https://doi.org/10.1016/j.aei.2022.101532,['https://www.sciencedirect.com/science/article/pii/S1474034622000088'],"['Snake robot', 'Virtual reality', 'Haptic feedback', 'In-pipe inspection']","Snake robots have shown a great potential for operations in confined workplaces that are less accessible or dangerous to human workers, such as the in-pipe inspection. However, the snake robot teleoperation remains a nontrivial task due to the unique locomotion mechanism (e.g., helical motion) and the constraints of the workplaces including the low visibility and indistinguishable features. Most snake robot feedback systems are based on the live camera view only. It is hard for the human operator to develop a correct spatial understanding of the remote workplace, leading to problems such as disorientation and motion sickness in snake robot teleoperation. This study designs and evaluates an innovative haptic assistant system for snake robot teleoperation in the in-pipe inspection. An upper-body haptic suit with 40 vibrators on both the front and back sides of the human operator was developed to generate haptic feedback corresponding to the bottom and up sides of the snake robot, transferring the egocentric sensation of the snake robot to the human operator. A human-subject experiment (n = 31) was performed to evaluate the efficacy of the developed system. The results indicate that the proposed haptic assistant system outperformed other feedback systems in terms of both task performance and subjective workload and motion sickness evaluations. It inspires new control and feedback designs for the future snake robot in industrial operations.",
723,JOUR,Enhancing deforestation monitoring in the Brazilian Amazon: A semi-automatic approach leveraging uncertainty estimation,"['Martinez, Jorge Andres Chamorro', 'da Costa, Gilson A. Ostwald Pedro', 'Messias, Cassiano Gustavo', 'Soler, Luciana de Souza', 'de Almeida, Claudio A.', 'Feitosa, Raul Queiroz']",ISPRS Journal of Photogrammetry and Remote Sensing,210,110,127,2024,2024/04/01/,,0924-2716,https://doi.org/10.1016/j.isprsjprs.2024.03.004,['https://www.sciencedirect.com/science/article/pii/S0924271624000765'],"['Uncertainty estimation', 'Deforestation detection', 'Fully convolutional networks', 'Brazilian Amazon', 'Deep learning', 'Remote sensing']","Official governmental monitoring of deforestation in the Brazilian Amazon relies on human experts conducting visual analyzes of remote sensing images, an approach that is very expensive and time-consuming due to the enormous geographic extent to be inspected. The main obstacle to the adoption of fully automatic methods is the requirement for the highest possible deforestation detection accuracy, which arises from the official nature of the deforestation reports, used as a basis for deforestation prevention policies and international treaties. This work addresses such a high accuracy constraint by introducing a semi-automatic method that aims at limiting visual analysis to areas where automatic classification is characterized by high uncertainty. We hypothesize that classification uncertainty is correlated with classification error. Therefore, by trusting automatic detections with low uncertainty and subjecting areas of high uncertainty to visual audit, the amount of human intervention in the whole process could be limited to a small fraction of the forest area, while very high accuracies would be achieved. In this work we investigate various uncertainty estimation strategies, including multiple and single inference approaches, and evaluate different uncertainty metrics. Additionally, we conducted a comprehensive analysis to identify the natural factors and deforestation practices that contribute to high uncertainty in automatic classification. We draw interesting conclusions from the analysis of selected regions of two distinct target sites, which exemplify common causes of uncertainty and indicate how uncertainty may be related with ongoing forest degradation processes. Through experimental evaluation at those sites, we demonstrate that the proposed semi-automatic methodology can achieve impressive accuracies in terms of F1-score values, exceeding 97%, while reducing the total human audit workload to just 3% of the target area.",
724,JOUR,A micro-analytic approach to understanding electronic health record navigation paths,"['Duncan, Benjamin J.', 'Kaufman, David R.', 'Zheng, Lu', 'Grando, Adela', 'Furniss, Stephanie K.', 'Poterack, Karl A.', 'Miksch, Timothy A.', 'Helmers, Richard A.', 'Doebbeling, Bradley N.']",Journal of Biomedical Informatics,110,103566,,2020,2020/10/01/,,1532-0464,https://doi.org/10.1016/j.jbi.2020.103566,['https://www.sciencedirect.com/science/article/pii/S1532046420301957'],"['EHR navigation', 'Clinical workflow', 'Usability assessment', 'Cognitive engineering', 'Cognitive load', 'Interface complexity']","Clinician task performance is significantly impacted by the navigational efficiency of the system interface. Here we propose and evaluate a navigational complexity framework useful for examining differences in electronic health record (EHR) interface systems and their impact on task performance. The methodological approach includes 1) expert-based methods—specifically, representational analysis (focused on interface elements), keystroke level modeling (KLM), and cognitive walkthrough; and 2) quantitative analysis of interactive behaviors based on video-captured observations. Medication administration record (MAR) tasks completed by nurses during preoperative (PreOp) patient assessment were studied across three Mayo Clinic regional campuses and three different EHR systems. By analyzing the steps executed within the interfaces involved to complete the MAR tasks, we characterized complexities in EHR navigation. These complexities were reflected in time spent on task, click counts, and screen transitions, and were found to potentially influence nurses’ performance. Two of the EHR systems, employing a single screen format, required less time to complete (mean 101.5, range 106–97 s), respectively, compared to one system employing multiple screens (176 s, 73% increase). These complexities surfaced through trade-offs in cognitive processes that could potentially influence nurses’ performance. Factors such as perceptual-motor activity, visual search, and memory load impacted navigational complexity. An implication of this work is that small tractable changes in interface design can substantially improve EHR navigation, overall usability, and workflow.",
725,JOUR,Improving and Modifying the Design of Workstations within a Manufacturing Environment,"['Khan, Mustafa', 'Pope-Ford, Regina']",Procedia Manufacturing,3,4927,4934,2015,2015/01/01/,"6th International Conference on Applied Human Factors and Ergonomics (AHFE 2015) and the Affiliated Conferences, AHFE 2015",2351-9789,https://doi.org/10.1016/j.promfg.2015.07.631,['https://www.sciencedirect.com/science/article/pii/S2351978915006320'],"['Work-related musculoskeletal disorders', 'Ergonomic injuries', 'Workstation']","Manual assembly tasks are widespread in many production facilities. However, the manual tasks are often linked to workstations that are not ergonomically designed, which can lead to work-related musculoskeletal disorders (WRMDs). These may result in low productivity, deterioration of worker performance, and issues affecting quality. The first aim of this research project is to analyze the various work postures associated with manual assembly work, within a plastics manufacturing company. The analysis of these work postures will help in understanding the ergonomic conditions of different workstations within the company. The second aim of this project is to study the OSHA incident reports and determine whether correlation exists between a specific workstation and specific body parts. The ultimate objective of this research is to find solutions and to recommend changes that improve the workstations. One way this can be accomplished is by taking ergonomic measures that can be used to evaluate working postures and physical workloads for manual assembly tasks to prevent ergonomic injuries which may lead to WRMDs. This is expected to result in improved productivity, better product quality, and lower medical costs.",
726,JOUR,Simultaneous Workload Allocation and Capacity Dimensioning for Distributed Production Control,"['Blunck, Henning', 'Armbruster, Dieter', 'Bendul, Julia']",Procedia CIRP,41,460,465,2016,2016/01/01/,Research and Innovation in Manufacturing: Key Enabling Technologies for the Factories of the Future - Proceedings of the 48th CIRP Conference on Manufacturing Systems,2212-8271,https://doi.org/10.1016/j.procir.2015.12.117,['https://www.sciencedirect.com/science/article/pii/S2212827115011968'],"['Agent Based Manufacturing Control', 'Capacity Dimensioning', 'Resource Requirements Problem', 'Algorithmic Game Theory']","Capacity dimensioning in production systems is an important task within strategic and tactical production planning which impacts system cost and performance. Traditionally capacity demand at each worksystem is determined from standard operating processes and estimated production flow rates, accounting for a desired level of utilization or required throughput times. However, for distributed production control systems, the flows across multiple possible production paths are not known a priori. In this contribution, we use methods from algorithmic game-theory and traffic-modeling to predict the flows, and hence capacity demand across worksystems, based on the available production paths and desired output rates, assuming non-cooperative agents with global information. We propose an iterative algorithm that converges simultaneously to a feasible capacity distribution and a flow distribution over multiple paths that satisfies Wardrop's first principle. We demonstrate our method on models of real-world production networks.",
727,JOUR,Targeting the lateral hypothalamus with short hairpin RNAs reduces habitual behaviour following extended instrumental training in rats,"['Bingul, Asena', 'Merlin, Sam', 'Carrive, Pascal', 'Killcross, Simon', 'Furlong, Teri M.']",Neurobiology of Learning and Memory,193,107657,,2022,2022/09/01/,,1074-7427,https://doi.org/10.1016/j.nlm.2022.107657,['https://www.sciencedirect.com/science/article/pii/S1074742722000818'],"['Habitual learning', 'Goal-directed learning', 'Lateral hypothalamus', 'Orexin', 'Hypocretin', 'Associative learning']","Instrumental actions are initially goal-directed but with repeated performance can become habitual. Habitual actions are adaptive, learned behaviours that are automated in order to reduce cognitive load and to allow for efficient interaction with the environment. Goal-directed and habitual actions are mediated by distinct neurocircuits which centre on the dorsal striatum and involve different cortical and limbic inputs. The lateral hypothalamus (LH) has yet to be considered in this neurocircuitry despite its anatomical connections with these neurocircuits and its established role in motivated behaviour. The aim of the current study was to determine whether the LH has a role in the development of habitual actions in rats by knocking down protein expression in the LH with short hairpin RNAs (shRNA). Two shRNAs were utilised, both of which were shown to reduce the expression of two neuropeptides within the LH, orexin and melanin-concentrating hormone, compared to a saline-vehicle control. This was unexpected given that one shRNA was a control vector (i.e, scrambled sequence), and the other shRNA was supposed to selectively target orexin’s precursor protein. Given this lack of specificity and that shRNA’s are known to be neurotoxic, the current study examined the impact of non-selective dysfunction of the LH on habitual actions. Adult male Long-Evans rats were trained to press a lever for a food outcome and were tested for goal directed and habitual behaviour following devaluation of the food. The shRNA groups displayed goal-directed actions following moderate instrumental training, but did not develop habitual actions following extended training. That is, control rats developed the expected habitual behaviour where lever-response rates were insensitive to outcome value when tested, whilst the shRNA groups reduced rates of responding on the lever under devalued conditioned and hence remained goal-directed. This failure to demonstrate habitual actions was unlikely to be secondary to changes in motivation or arousal as the shRNA groups did not show altered food consumption, body weight, lever response rates, or motor performance on a rota rod or tapered balance beam. However, locomotor activity was reduced in an open field test, consistent with the proposed role of the LH in spontaneous locomotor activity. Therefore, this study implicates the LH in habitual learning, and adds to the emerging evidence that the LH has a role in associative learning processes. This finding has implications for human conditions where there is dysfunction or neurodegeneration in the LH, as well as altered habitual actions, such as in Parkinson’s disease and drug addiction.",
728,JOUR,Human Factors and Ergonomics (HFE) applications in responses to the COVID-19 pandemic: Lessons learned and considerations for methods,"['Wooldridge, Abigail R.', 'Carman, Eva-Maria', 'Xie, Anping']",Applied Ergonomics,102,103733,,2022,2022/07/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2022.103733,['https://www.sciencedirect.com/science/article/pii/S0003687022000564'],"['1. COVID-19', '2. HFE in Public health crises', '3. SEIPS']","Human Factors and Ergonomics (HFE), with the goal to support humans through system design, can contribute to responses to emergencies and crises, like the COVID-19 pandemic. In this paper, we describe three cases presented at the 21st Triennial Congress of the International Ergonomics Association to demonstrate how HFE has been applied during the COVID-19 pandemic, namely to (1) develop a mobile diagnostic testing system, (2) understand the changes within physiotherapy services, and (3) guide the transition of a perioperative pain program to telemedicine. We reflect on methodological choices and lessons learned from each case and discuss opportunities to expand the impact of HFE in responses to future emergencies. The HFE discipline should develop faster, less resource intensive but still rigorous, methods, increase available HFE expertise by growing the field, and proactively enhance individual and public perception of the importance of HFE in crisis response.",
729,JOUR,Design and Implementation of Medical Searching System Based on Microservices and Serverless Architectures,"['Sadek, Jawad', 'Craig, Dawn', 'Trenell, Michael']",Procedia Computer Science,196,615,622,2022,2022/01/01/,International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies 2021,1877-0509,https://doi.org/10.1016/j.procs.2021.12.056,['https://www.sciencedirect.com/science/article/pii/S1877050921022791'],"['Microservices', 'Serverless', 'Cloud Computing', 'AWS', 'Clinical Trials', 'Medical Devices']","Microservices and Serverless computing are promising cloud-based architectural models in the software development industry that have many advantages over previous technology models. The benefit of adopting these more novel models, however, is dependent on the volume of the application workload and the execution behavior. ScanMedicine is a new searching system dedicated to providing health care professionals, patients and researchers with easy access to intelligence underpinning health technology innovations. We present the design and implementation of ScanMedicine’s framework using AWS lambda functions and microservices. We incorporated a layered architectural style where each layer run on separate hardware and adopt different architectural technique.",
730,JOUR,3D Printer Scheduling for Shortest Time Production of Weapon Parts,"['Kim, Soo Chan', 'Kim, Minsu', 'Ahn, Namsu']",Procedia Manufacturing,39,439,446,2019,2019/01/01/,"25th International Conference on Production Research Manufacturing Innovation: Cyber Physical Manufacturing August 9-14, 2019 | Chicago, Illinois (USA)",2351-9789,https://doi.org/10.1016/j.promfg.2020.01.451,['https://www.sciencedirect.com/science/article/pii/S2351978920305230'],"['Parallel Machine Scheduling', 'Wartime Weapon Parts Production', '3D Printing', 'Subpart-split Manufacturing']","In this study, we propose a mathematical model for optimizing the production of weapon parts with 3D printer through parallel machine scheduling. At the end of the battle with the enemy, many weapons are destroyed. Damaged weapons are classified as complete, medium, or minor destruction. Among them, a minor destruction-weapon can be reused immediately after repair by simply replacing a damaged or lost part. However, it is almost impossible to carry thousands of weapon parts due to the nature of troops that constantly move to different places in the battlefield. In order to improve this situation, it is possible to carry the 3D printer at a specific unit and produce necessary parts in the field to repair the minor destruction-weapon. For this purpose, this study proposes a scheduling model to produce the necessary parts in the shortest time after the end of each battle. The set of 3D printers is a parallel machine and can produce all sorts of parts, and it can have different ability to produce. 3D printers can produce finished product for each part at a time, or can produce two subparts separately for each part, but if they separately manufacture subparts, it increases the workload for that part because of additional production of attachment for assembly. That is, the total production time for that part in the case of manufacturing subparts separately is longer than that in the case of producing the finished product at once. Nevertheless, this study confirms that it is possible to shorten the makespan when planning the production schedule of 3D printer by introducing the subpart-split manufacturing concept for weapon parts.",
731,JOUR,Effect of ATC Automation Transparency on Acceptance of Resolution Advisories,"['Jans, M.', 'Borst, C.', 'van Paassen, M.M.', 'Mulder, Max']",IFAC-PapersOnLine,52,353,358,2019,2019/01/01/,"14th IFAC Symposium on Analysis, Design, and Evaluation of Human Machine Systems HMS 2019",2405-8963,https://doi.org/10.1016/j.ifacol.2019.12.087,['https://www.sciencedirect.com/science/article/pii/S2405896319319226'],"['Automation', 'human-machine interface', 'air traffic control', 'supervisory control']","Air traffic controller workload is a bottleneck on air traffic growth, warranting automation solutions. This paper discusses the effect of transparency on the acceptance of resolution advisories generated by an adaptive automation tool. Two transparency types were tested in a between-subjects experiment (n = 16). The first group worked with a display which explicitly presented the variables which the automation uses in its reasoning, while the second group worked with a display which allowed subjects to infer these variables, i.e., they were implicitly presented. Both incorporated a preview functionality, which allowed for a comparison of the automation resolution advisory and the controller solution. Results show no significant differences in acceptance of advisories, workload or frustration ratings between the transparency levels. Overall, the acceptance of automation advisories reduced (not significant). The group using the explicit transparency received more short-term collision alerts, and their automation was longer active. Neither group used the available preview functionality to its full extent.",19
732,JOUR,Human-in-the-loop evaluation of an augmented reality based interface for the airport control tower,"['Bagassi, Sara', 'De Crescenzio, Francesca', 'Piastra, Sergio', 'Persiani, Carlo A.', 'Ellejmi, Mohamed', 'Groskreutz, Alan R.', 'Higuera, Jorge']",Computers in Industry,123,103291,,2020,2020/12/01/,,0166-3615,https://doi.org/10.1016/j.compind.2020.103291,['https://www.sciencedirect.com/science/article/pii/S016636152030525X'],,"An innovative airport control tower concept based on the use of modern augmented reality technologies has been developed and validated by means of human-in-the-loop experiments in a simulated environment. An optical-based augmented reality interface underpins the proposed concept that consists in providing air traffic control operators in the airport control tower with complete head-up information, as opposed to the current mix of information retrieval through both head-up real view and head-down interfaces. Specific measurement of the time spent by the operator working in either head-up or head-down position, show that the proposal has a clear effect in stimulating the air traffic control operator to work in a head-up position more than in a head-down position, with positive effects on his/her situational awareness and perceived workload, especially when dealing with low visibility conditions operational scenarios.",
733,JOUR,Impact of military type footwear and workload on heel contact dynamics during slip events,"['Chander, Harish', 'Knight, Adam C.', 'Garner, John C.', 'Wade, Chip', 'Carruth, Daniel W.', 'DeBusk, Hunter', 'Hill, Christopher M.']",International Journal of Industrial Ergonomics,66,18,25,2018,2018/07/01/,,0169-8141,https://doi.org/10.1016/j.ergon.2018.02.008,['https://www.sciencedirect.com/science/article/pii/S0169814117300203'],"['Slip outcomes', 'Unexpected and expected slips', 'Military boots', 'Military workload']","Introduction Slips, trips and falls due to an induced loss balance have been identified as the leading cause of occupational injuries. This study aimed to analyze the impact of two military boots, standard boot (STD) and minimalist boot (MIN) on slip events, before (PRE) and after (POST) a military type load carrying task. Methods Sixteen male participants (age: 27 ± 3.9 years; height: 178 ± 6.2 cm, mass: 87 ± 12.4 kg) were tested for heel kinematics using motion capture, during unexpected (US) and expected slips (ES) both before and after the task. Slip parameters of heel slip distance (HSD) and mean heel slip velocity (MHSV) were analyzed with a 2 (STD × MIN) × 2 (PRE × POST) × 2 (US × ES) repeated measures ANOVA. Results Significantly greater HSD (p = 0.002) and MHSV (p = 0.001) were demonstrated in STD compared to MIN, regardless of the load carrying workload and the type of slip. No significant interactions between boots, workload and slip type were found. MIN exhibited a greater percent of non-hazardous slips compared to STD. Conclusions Greater HSD and MHSV seen in STD, suggests that MIN performed better under slippery conditions. The military type workload and the type of slip did not appear to influence slip parameters, with boot differences seen as the major influence on these slip outcomes. MIN boot's better performance could be attributed to the minimalist sole, tread and groove pattern, lighter mass and flexible shaft aiding in better maneuvering under slippery conditions. Relevance to industry Slip outcomes in two different military boots, before and after a military type load carrying workload are addressed. The lighter minimalist tactical boot outperformed the standard tactical boot, under slippery conditions. Findings from this study will help offer suggestions for footwear design in the military, especially for maneuvering slippery environment.",
734,JOUR,Improving Hadoop MapReduce performance on heterogeneous single board computer clusters,"['Lim, Sooyoung', 'Park, Dongchul']",Future Generation Computer Systems,160,752,766,2024,2024/11/01/,,0167-739X,https://doi.org/10.1016/j.future.2024.06.025,['https://www.sciencedirect.com/science/article/pii/S0167739X2400325X'],"['Big data', 'Hadoop', 'MapReduce', 'YARN', 'Heterogeneous cluster', 'Raspberry Pi', 'Single board computer (SBC)']","Over the past decade, Apache Hadoop has become a leading framework for big data processing. Single board computer (SBC) clusters, predominantly adopting Raspberry Pi (RPi), have been employed to explore the potential of MapReduce processing in terms of low power and cost because, capital costs aside, power consumption has also become a primary concern in many industries. After building SBC clusters, it is prevalent to consider adding more nodes, particularly newer generation SBCs, to the existing clusters or replacing old (or inactive) nodes with new ones to improve performance, inevitably causing heterogeneous SBC clusters. The Hadoop framework on these heterogeneous SBC clusters creates challenging new problems due to computing resource discrepancies in each node. Native Hadoop does not carefully consider the heterogeneity of the cluster nodes. Consequently, heterogeneous SBC Hadoop clusters result in significant performance variation or, more critically, persistent node failures. This paper proposes a new Hadoop Yet Another Resource Negotiator (YARN) architecture design to improve MapReduce performance on heterogeneous SBC Hadoop clusters with tight computing resources. We newly implement two main scheduling policies on Hadoop YARN based on the correct computing resource information that each SBC node provides: (1) two (master-driven vs. slave-driven) MapReduce task scheduling frameworks to determine more effective processing modes and (2) ApplicationMaster (AM) and reduce task distribution mechanisms to provide the best Hadoop performance by minimizing performance variation. Thus, the proposed Hadoop framework makes the best use of the performance-frugal SBC Hadoop cluster by intelligently distributing MapReduce tasks to each node. To our knowledge, the proposed framework is the first redesigned Hadoop YARN architecture to address various challenging problems particularly on heterogeneous SBC Hadoop clusters for big data processing. The extensive experiments with Hadoop benchmarks demonstrate that the redesigned framework performs better performance than the native Hadoop by an average of 2.55× and 1.55× under I/O intensive and CPU-intensive workloads, respectively.",
