PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29075171","Factors Affecting Quality of Laboratory Services in Public and Private Health Facilities in Addis Ababa, Ethiopia","Mesfin EA, Taye B, Belay G, Ashenafi A, Girma V.","EJIFCC. 2017 Oct 10;28(3):205-223. eCollection 2017 Oct.","Mesfin EA","EJIFCC","2017","2017/10/28","PMC5655637","",""
"28328679","Results of a multicenter prospective pivotal trial of the first inline continuous glucose monitor in critically ill patients","Bochicchio GV, Nasraway S, Moore L, Furnary A, Nohra E, Bochicchio K.","J Trauma Acute Care Surg. 2017 Jun;82(6):1049-1054. doi: 10.1097/TA.0000000000001444.","Bochicchio GV","J Trauma Acute Care Surg","2017","2017/03/23","","","10.1097/TA.0000000000001444"
"39334393","A custom tailored, evidence-based, theory-informed intervention for healthcare professionals to prevent burnout (LAGOM): study protocol for a pragmatic randomized controlled trial","Koch AK, Schröter M, Berschick J, Schiele JK, Bogdanski M, Steinmetz M, Stritter W, Voss A, Seifert G, Kessler CS.","Trials. 2024 Sep 27;25(1):628. doi: 10.1186/s13063-024-08491-1.","Koch AK","Trials","2024","2024/09/28","PMC11429380","","10.1186/s13063-024-08491-1"
"38727534","Barriers and facilitators to health professionals' engagement in quality improvement initiatives: a mixed-methods systematic review","Elizalde J, Lumibao J, Lizarondo L.","Int J Qual Health Care. 2024 May 21;36(2):mzae041. doi: 10.1093/intqhc/mzae041.","Elizalde J","Int J Qual Health Care","2024","2024/05/10","","","10.1093/intqhc/mzae041"
"38697765","Examining the quality of care across the continuum of maternal care (antenatal, perinatal and postnatal care) under the expanded free maternity policy (Linda Mama Policy) in Kenya: a mixed-methods study","Oyugi B, Audi-Poquillon Z, Kendall S, Peckham S.","BMJ Open. 2024 May 2;14(5):e082011. doi: 10.1136/bmjopen-2023-082011.","Oyugi B","BMJ Open","2024","2024/05/02","PMC11086406","","10.1136/bmjopen-2023-082011"
"38569681","Inpatient midwifery staffing levels and postpartum readmissions: a retrospective multicentre longitudinal study","Turner LY, Saville C, Ball J, Culliford D, Dall'Ora C, Jones J, Kitson-Reynolds E, Meredith P, Griffiths P.","BMJ Open. 2024 Apr 3;14(4):e077710. doi: 10.1136/bmjopen-2023-077710.","Turner LY","BMJ Open","2024","2024/04/03","PMC11146407","","10.1136/bmjopen-2023-077710"
"38541371","The Wellbeing of Healthcare Workers during COVID-19 Era in Public Primary Health Facilities in Johannesburg, South Africa","Makhado G, Ntuli B, Zungu L, Thovhogi N, Mphekgwana PM, Lebelo SL, Madiba S, Modjadji P.","Int J Environ Res Public Health. 2024 Mar 20;21(3):372. doi: 10.3390/ijerph21030372.","Makhado G","Int J Environ Res Public Health","2024","2024/03/28","PMC10970337","","10.3390/ijerph21030372"
"38448832","Lessons learned from implementation of four HIV self-testing (HIVST) distribution models in Zambia: applying the Consolidated Framework for Implementation Research to understand impact of contextual factors on implementation","Simwinga M, Gwanu L, Hensen B, Sigande L, Mainga M, Phiri T, Mwanza E, Kabumbu M, Mulubwa C, Mwenge L, Bwalya C, Kumwenda M, Mubanga E, Mee P, Johnson CC, Corbett EL, Hatzold K, Neuman M, Ayles H, Taegtmeyer M.","BMC Infect Dis. 2024 Mar 6;22(Suppl 1):977. doi: 10.1186/s12879-024-09168-5.","Simwinga M","BMC Infect Dis","2024","2024/03/06","PMC10916003","","10.1186/s12879-024-09168-5"
"38376037","Factors contributing to the burnout of the faculties of a medical university in Iran: A cross-sectional study","Ghahramani S, Moghadami M, Omidifar N, Tabatabaei SMM, Sayari M, Bagheri Lankarani K.","Brain Behav. 2024 Jan;14(1):e3384. doi: 10.1002/brb3.3384.","Ghahramani S","Brain Behav","2024","2024/02/20","PMC10794124","","10.1002/brb3.3384"
"33938592","Optimizing bat bioacoustic surveys in human-modified Neotropical landscapes","López-Baucells A, Yoh N, Rocha R, Bobrowiec PED, Palmeirim JM, Meyer CFJ.","Ecol Appl. 2021 Sep;31(6):e02366. doi: 10.1002/eap.2366. Epub 2021 Jun 14.","López-Baucells A","Ecol Appl","2021","2021/05/03","","","10.1002/eap.2366"
"31874901","Safety and cost analysis of selective histopathological examination following appendicectomy and cholecystectomy (FANCY study): protocol and statistical analysis plan of a prospective observational multicentre study","Bastiaenen VP, Corten BJ, de Savornin Lohman EA, de Jonge J, Kraima AC, Swank HA, van Vliet JL, van Acker GJ, van Geloven AA, In 't Hof KH, Koens L, de Reuver PR, van Rossem CC, Slooter GD, Tanis PJ, Terpstra V, Dijkgraaf MG, Bemelman WA.","BMJ Open. 2019 Dec 23;9(12):e035912. doi: 10.1136/bmjopen-2019-035912.","Bastiaenen VP","BMJ Open","2019","2019/12/26","PMC7008446","","10.1136/bmjopen-2019-035912"
"27313412","Effect of Tinospora cordifolia on physical and cardiovascular performance induced by physical stress in healthy human volunteers","Salve BA, Tripathi RK, Petare AU, Raut AA, Rege NN.","Ayu. 2015 Jul-Sep;36(3):265-70. doi: 10.4103/0974-8520.182751.","Salve BA","Ayu","2015","2016/06/18","PMC4895752","","10.4103/0974-8520.182751"
"26290887","Improving Clinical Workflow in Ambulatory Care: Implemented Recommendations in an Innovation Prototype for the Veteran's Health Administration","Patterson ES, Lowry SZ, Ramaiah M, Gibbons MC, Brick D, Calco R, Matton G, Miller A, Makar E, Ferrer JA.","EGEMS (Wash DC). 2015 Jul 9;3(2):1149. doi: 10.13063/2327-9214.1149. eCollection 2015.","Patterson ES","EGEMS (Wash DC)","2015","2015/08/21","PMC4537152","","10.13063/2327-9214.1149"
"25928538","Mapping barriers and intervention activities to behaviour change theory for Mobilization of Vulnerable Elders in Ontario (MOVE ON), a multi-site implementation intervention in acute care hospitals","Moore JE, Mascarenhas A, Marquez C, Almaawiy U, Chan WH, D'Souza J, Liu B, Straus SE; MOVE ON Team.","Implement Sci. 2014 Oct 30;9:160. doi: 10.1186/s13012-014-0160-6.","Moore JE","Implement Sci","2014","2015/05/01","PMC4225038","","10.1186/s13012-014-0160-6"
"38774820","Novel multi-cluster workflow system to support real-time HPC-enabled epidemic science: Investigating the impact of vaccine acceptance on COVID-19 spread","Bhattacharya P, Machi D, Chen J, Hoops S, Lewis B, Mortveit H, Venkatramanan S, Wilson ML, Marathe A, Porebski P, Klahn B, Outten J, Vullikanti A, Xie D, Adiga A, Brown S, Barrett C, Marathe M.","J Parallel Distrib Comput. 2024 Sep;191:104899. doi: 10.1016/j.jpdc.2024.104899. Epub 2024 May 4.","Bhattacharya P","J Parallel Distrib Comput","2024","2024/05/22","PMC11105799","NIHMS1991379","10.1016/j.jpdc.2024.104899"
"35925698","Burnout following moral injury and dehumanization: A study of distress among Italian medical staff during the first COVID-19 pandemic period","Testoni I, Brondolo E, Ronconi L, Petrini F, Navalesi P, Antonellini M, Biancalani G, Crupi R, Capozza D.","Psychol Trauma. 2023 Sep;15(Suppl 2):S357-S370. doi: 10.1037/tra0001346. Epub 2022 Aug 4.","Testoni I","Psychol Trauma","2023","2022/08/04","","","10.1037/tra0001346"
"35903805","Attentional and Behavioral Disengagement as Coping Responses to Technostress and Financial Stress: An Experiment Based on Psychophysiological, Perceptual, and Behavioral Data","Korosec-Serfaty M, Riedl R, Sénécal S, Léger PM.","Front Neurosci. 2022 Jul 12;16:883431. doi: 10.3389/fnins.2022.883431. eCollection 2022.","Korosec-Serfaty M","Front Neurosci","2022","2022/07/29","PMC9314858","","10.3389/fnins.2022.883431"
"35440930","Opportunities for Using Health Information Technology for Elderly Care in the Emergency Departments: A Qualitative Study","Shagerdi G, Ayatollahi H, Hemmat M.","Perspect Health Inf Manag. 2022 Jan 1;19(1):1h. eCollection 2022 Winter.","Shagerdi G","Perspect Health Inf Manag","2022","2022/04/20","PMC9013223","",""
"39141002","Generalizability of electroencephalographic interpretation using artificial intelligence: An external validation study","Mansilla D, Tveit J, Aurlien H, Avigdor T, Ros-Castello V, Ho A, Abdallah C, Gotman J, Beniczky S, Frauscher B.","Epilepsia. 2024 Oct;65(10):3028-3037. doi: 10.1111/epi.18082. Epub 2024 Aug 14.","Mansilla D","Epilepsia","2024","2024/08/14","","","10.1111/epi.18082"
"38585442","Understanding Health Care Provider Burnout When Caring for Patients With Refractory Epilepsy in the United States","Lu M, Speri E, Lauks A, Leibson C, Rao SC.","Neurol Clin Pract. 2024 Apr;14(2):e200260. doi: 10.1212/CPJ.0000000000200260. Epub 2024 Feb 13.","Lu M","Neurol Clin Pract","2024","2024/04/08","PMC10996904","","10.1212/CPJ.0000000000200260"
"37754085","Post-Vaccination Detection of SARS-CoV-2 Antibody Response with Magnetic Nanoparticle-Based Electrochemical Biosensor System","Harmanci D, Balaban Hanoglu S, Akkus Kayali G, Durgunlu E, Ucar N, Cicek C, Timur S.","Biosensors (Basel). 2023 Aug 26;13(9):851. doi: 10.3390/bios13090851.","Harmanci D","Biosensors (Basel)","2023","2023/09/27","PMC10526319","","10.3390/bios13090851"
"37596532","Anticipated benefits and challenges of implementing group care in Suriname's maternity and child care sector: a contextual analysis","Martens N, Hindori-Mohangoo AD, Hindori MP, Damme AV, Beeckman K, Reis R, Crone MR, van der Kleij RR.","BMC Pregnancy Childbirth. 2023 Aug 18;23(1):592. doi: 10.1186/s12884-023-05904-y.","Martens N","BMC Pregnancy Childbirth","2023","2023/08/18","PMC10436662","","10.1186/s12884-023-05904-y"
"35096285","Risk and protective factors for the possible development of post-traumatic stress disorder among intensive care professionals in France during the first peak of the COVID-19 epidemic","Laurent A, Fournier A, Lheureux F, Poujol AL, Deltour V, Ecarnot F, Meunier-Beillard N, Loiseau M, Binquet C, Quenot JP.","Eur J Psychotraumatol. 2022 Jan 26;13(1):2011603. doi: 10.1080/20008198.2021.2011603. eCollection 2022.","Laurent A","Eur J Psychotraumatol","2022","2022/01/31","PMC8794068","","10.1080/20008198.2021.2011603"
"34753464","Barriers and facilitators to kangaroo mother care implementation in Cote d'Ivoire: a qualitative study","Kourouma KR, Agbré-Yacé ML, Doukouré D, Cissé L, Some-Méazieu C, Ouattara J, Tano-Kamelan A, Konan Kouakou V.","BMC Health Serv Res. 2021 Nov 9;21(1):1211. doi: 10.1186/s12913-021-07086-9.","Kourouma KR","BMC Health Serv Res","2021","2021/11/10","PMC8576306","","10.1186/s12913-021-07086-9"
"34481382","Measuring the safety climate in an Australian emergency department","Connell CJ, Cooper S, Endacott R.","Int Emerg Nurs. 2021 Sep;58:101048. doi: 10.1016/j.ienj.2021.101048. Epub 2021 Sep 1.","Connell CJ","Int Emerg Nurs","2021","2021/09/04","","","10.1016/j.ienj.2021.101048"
"33820560","Successful incorporation of single reviewer assessments during systematic review screening: development and validation of sensitivity and work-saved of an algorithm that considers exclusion criteria and count","Nama N, Hennawy M, Barrowman N, O'Hearn K, Sampson M, McNally JD.","Syst Rev. 2021 Apr 5;10(1):98. doi: 10.1186/s13643-021-01632-6.","Nama N","Syst Rev","2021","2021/04/06","PMC8020619","","10.1186/s13643-021-01632-6"
"33764561","Nurses' burnout and associated risk factors during the COVID-19 pandemic: A systematic review and meta-analysis","Galanis P, Vraka I, Fragkou D, Bilali A, Kaitelidou D.","J Adv Nurs. 2021 Aug;77(8):3286-3302. doi: 10.1111/jan.14839. Epub 2021 Mar 25.","Galanis P","J Adv Nurs","2021","2021/03/25","PMC8250618","","10.1111/jan.14839"
"33466785","Automated Sensing System for Real-Time Recognition of Trucks in River Dredging Areas Using Computer Vision and Convolutional Deep Learning","Chou JS, Liu CH.","Sensors (Basel). 2021 Jan 14;21(2):555. doi: 10.3390/s21020555.","Chou JS","Sensors (Basel)","2021","2021/01/20","PMC7830807","","10.3390/s21020555"
"32863593","The impact of COVID-19 in plastic surgery departments: a comparative retrospective study in a COVID-19 and in a non-COVID-19 hospital","Grippaudo FR, Migliano E, Redi U, Turriziani G, Marino D, D'Ermo G, Ribuffo D.","Eur J Plast Surg. 2020;43(5):645-650. doi: 10.1007/s00238-020-01725-w. Epub 2020 Aug 26.","Grippaudo FR","Eur J Plast Surg","2020","2020/09/01","PMC7447849","","10.1007/s00238-020-01725-w"
"32727444","Challenges of implementing the accreditation model in military and university hospitals in Iran: a qualitative study","Vali L, Mehrolhasani MH, Mirzaei S, Oroomiei N.","BMC Health Serv Res. 2020 Jul 29;20(1):698. doi: 10.1186/s12913-020-05536-4.","Vali L","BMC Health Serv Res","2020","2020/07/31","PMC7392663","","10.1186/s12913-020-05536-4"
"31675965","Optimising the performance of frontline implementers engaged in the NTD programme in Nigeria: lessons for strengthening community health systems for universal health coverage","Oluwole A, Dean L, Lar L, Salami K, Okoko O, Isiyaku S, Dixon R, Elhassan E, Schmidt E, Thomson R, Theobald S, Ozano K.","Hum Resour Health. 2019 Nov 1;17(1):79. doi: 10.1186/s12960-019-0419-8.","Oluwole A","Hum Resour Health","2019","2019/11/03","PMC6824027","","10.1186/s12960-019-0419-8"
"28838292","Balancing the cost of leaving with the cost of living: drivers of long-term retention of health workers: an explorative study in three rural districts in Eastern Uganda","Namusoke Kiwanuka S, Akulume M, Tetui M, Muhumuza Kananura R, Bua J, Ekirapa-Kiracho E.","Glob Health Action. 2017 Aug;10(sup4):1345494. doi: 10.1080/16549716.2017.1345494.","Namusoke Kiwanuka S","Glob Health Action","2017","2017/08/26","PMC5645687","","10.1080/16549716.2017.1345494"
"26187591","[Prevalence and factors associated with frequent attendence in family medicine clinic]","Parejo Maestre N, Lendínez-de la Cruz JM, Bermúdez-Torres FM, Gónzalez-Contero L, Gutierrez-Espinosa de Los Monteros MP, Espejo-Almazán María T.","Semergen. 2016 May-Jun;42(4):216-24. doi: 10.1016/j.semerg.2015.05.011. Epub 2015 Jul 15.","Parejo Maestre N","Semergen","2016","2015/07/19","","","10.1016/j.semerg.2015.05.011"
"36812614","Diseasomics: Actionable machine interpretable disease knowledge at the point-of-care","Talukder AK, Schriml L, Ghosh A, Biswas R, Chakrabarti P, Haas RE.","PLOS Digit Health. 2022 Oct 20;1(10):e0000128. doi: 10.1371/journal.pdig.0000128. eCollection 2022 Oct.","Talukder AK","PLOS Digit Health","2022","2023/02/22","PMC9931276","","10.1371/journal.pdig.0000128"
"30200969","""They do not see us as one of them"": a qualitative exploration of mentor mothers' working relationships with healthcare workers in rural North-Central Nigeria","Sam-Agudu NA, Odiachi A, Bathnna MJ, Ekwueme CN, Nwanne G, Iwu EN, Cornelius LJ.","Hum Resour Health. 2018 Sep 10;16(1):47. doi: 10.1186/s12960-018-0313-9.","Sam-Agudu NA","Hum Resour Health","2018","2018/09/12","PMC6131877","","10.1186/s12960-018-0313-9"
"38438095","Diagnostic Accuracy of Artificial Intelligence-Based Automated Diabetic Retinopathy Screening in Real-World Settings: A Systematic Review and Meta-Analysis","Joseph S, Selvaraj J, Mani I, Kumaragurupari T, Shang X, Mudgil P, Ravilla T, He M.","Am J Ophthalmol. 2024 Jul;263:214-230. doi: 10.1016/j.ajo.2024.02.012. Epub 2024 Mar 2.","Joseph S","Am J Ophthalmol","2024","2024/03/04","","","10.1016/j.ajo.2024.02.012"
"37606868","Development and validation of a machine learning model to predict prognosis in HIV-negative cryptococcal meningitis patients: a multicenter study","Liu J, Lu Y, Liu J, Liang J, Zhang Q, Li H, Zhong X, Bu H, Wang Z, Fan L, Liang P, Xie J, Wang Y, Gong J, Chen H, Dai Y, Yang L, Su X, Wang A, Xiong L, Xia H, Jiang Y, Liu Z, Peng F.","Eur J Clin Microbiol Infect Dis. 2023 Oct;42(10):1183-1194. doi: 10.1007/s10096-023-04653-2. Epub 2023 Aug 22.","Liu J","Eur J Clin Microbiol Infect Dis","2023","2023/08/22","","","10.1007/s10096-023-04653-2"
"36660534","Improving the Timeliness of Discharge Summary Communication: A Quality Improvement Project","Glover L, Wright G, Brackley S, Edwards M, Eddy L.","Cureus. 2022 Dec 16;14(12):e32602. doi: 10.7759/cureus.32602. eCollection 2022 Dec.","Glover L","Cureus","2022","2023/01/20","PMC9845513","","10.7759/cureus.32602"
"35449199","Assessing clinical applicability of COVID-19 detection in chest radiography with deep learning","Pedrosa J, Aresta G, Ferreira C, Carvalho C, Silva J, Sousa P, Ribeiro L, Mendonça AM, Campilho A.","Sci Rep. 2022 Apr 21;12(1):6596. doi: 10.1038/s41598-022-10568-3.","Pedrosa J","Sci Rep","2022","2022/04/22","PMC9022741","","10.1038/s41598-022-10568-3"
"34862285","Positive impact of the COVID-19 pandemic? A longitudinal study on the impact of the COVID-19 pandemic on physicians' work experiences and employability","Leeuwen EHV, Taris T, van Rensen ELJ, Knies E, Lammers JW.","BMJ Open. 2021 Dec 3;11(12):e050962. doi: 10.1136/bmjopen-2021-050962.","Leeuwen EHV","BMJ Open","2021","2021/12/04","PMC8646962","","10.1136/bmjopen-2021-050962"
"34169052","The Awareness and Attitude of Contracted Service Among General Medical Practitioners in Community Health Service Centers in Urban China: A Cross-Sectional Study","Yin T, Yin D, He H, Zheng X, Li R, Yang H, Wang L, Chen B.","Front Public Health. 2021 Jun 8;9:572311. doi: 10.3389/fpubh.2021.572311. eCollection 2021.","Yin T","Front Public Health","2021","2021/06/25","PMC8217821","","10.3389/fpubh.2021.572311"
"33879488","Measuring perceived adequacy of staffing to incorporate nurses' judgement into hospital capacity management: a scoping review","van der Mark CJEM, Vermeulen H, Hendriks PHJ, Oostveen CJV.","BMJ Open. 2021 Apr 20;11(4):e045245. doi: 10.1136/bmjopen-2020-045245.","van der Mark CJEM","BMJ Open","2021","2021/04/21","PMC8061817","","10.1136/bmjopen-2020-045245"
"33458559","Ensuring Business Continuity of Musculoskeletal Care During the COVID-19 Pandemic: Experience of a Tertiary Orthopaedic Surgery Department in Singapore","Liow MHL, Tay KXK, Yeo NEM, Tay DKJ, Goh SK, Koh JSB, Howe TS, Tan AHC.","JB JS Open Access. 2020 May 15;5(2):e0050. doi: 10.2106/JBJS.OA.20.00050. eCollection 2020 Apr-Jun.","Liow MHL","JB JS Open Access","2020","2021/01/18","PMC7592874","","10.2106/JBJS.OA.20.00050"
"32414828","Performance of the Safer Nursing Care Tool to measure nurse staffing requirements in acute hospitals: a multicentre observational study","Griffiths P, Saville C, Ball J, Culliford D, Pattison N, Monks T.","BMJ Open. 2020 May 15;10(5):e035828. doi: 10.1136/bmjopen-2019-035828.","Griffiths P","BMJ Open","2020","2020/05/17","PMC7232629","","10.1136/bmjopen-2019-035828"
"32098504","Single-Cell Reconstruction of Progression Trajectory Reveals Intervention Principles in Pathological Cardiac Hypertrophy","Ren Z, Yu P, Li D, Li Z, Liao Y, Wang Y, Zhou B, Wang L.","Circulation. 2020 May 26;141(21):1704-1719. doi: 10.1161/CIRCULATIONAHA.119.043053. Epub 2020 Feb 26.","Ren Z","Circulation","2020","2020/02/27","","","10.1161/CIRCULATIONAHA.119.043053"
"31931773","Using mobile phones to improve community health workers performance in low-and-middle-income countries","Feroz A, Jabeen R, Saleem S.","BMC Public Health. 2020 Jan 13;20(1):49. doi: 10.1186/s12889-020-8173-3.","Feroz A","BMC Public Health","2020","2020/01/15","PMC6958627","","10.1186/s12889-020-8173-3"
"31343946","Computational model of cardiovascular response to centrifugation and lower body cycling exercise","Diaz-Artiles A, Heldt T, Young LR.","J Appl Physiol (1985). 2019 Nov 1;127(5):1453-1468. doi: 10.1152/japplphysiol.00314.2019. Epub 2019 Jul 25.","Diaz-Artiles A","J Appl Physiol (1985)","2019","2019/07/26","","","10.1152/japplphysiol.00314.2019"
"27586656","Auxiliary midwives in hard to reach rural areas of Myanmar: filling MCH gaps","Wangmo S, Suphanchaimat R, Htun WM, Tun Aung T, Khitdee C, Patcharanarumol W, Htoon PT, Tangcharoensathien V.","BMC Public Health. 2016 Sep 1;16(1):914. doi: 10.1186/s12889-016-3584-x.","Wangmo S","BMC Public Health","2016","2016/09/03","PMC5007995","","10.1186/s12889-016-3584-x"
"27313803","Risk assessment of the emergency processes: Healthcare failure mode and effect analysis","Taleghani YM, Rezaei F, Sheikhbardsiri H.","World J Emerg Med. 2016;7(2):97-105. doi: 10.5847/wjem.j.1920-8642.2016.02.003.","Taleghani YM","World J Emerg Med","2016","2016/06/18","PMC4905876","","10.5847/wjem.j.1920-8642.2016.02.003"
"26405800","Barriers in the Delivery of Emergency Obstetric and Neonatal Care in Post-Conflict Africa: Qualitative Case Studies of Burundi and Northern Uganda","Chi PC, Bulage P, Urdal H, Sundby J.","PLoS One. 2015 Sep 25;10(9):e0139120. doi: 10.1371/journal.pone.0139120. eCollection 2015.","Chi PC","PLoS One","2015","2015/09/26","PMC4583460","","10.1371/journal.pone.0139120"
"25889866","Health providers' perspectives on delivering public health services under the contract service policy in rural China: evidence from Xinjian County","Zhou H, Zhang W, Zhang S, Wang F, Zhong Y, Gu L, Qu Z, Liang X, Sa Z, Wang X, Tian D.","BMC Health Serv Res. 2015 Feb 27;15:75. doi: 10.1186/s12913-015-0739-x.","Zhou H","BMC Health Serv Res","2015","2015/04/19","PMC4348399","","10.1186/s12913-015-0739-x"
"29660000","Spermatogonial behavior in marmoset: a new generation, their kinetics and niche","Caldeira-Brant AL, Eras-Garcia L, Alves-Freitas D, Almeida FRCL, Chiarini-Garcia H.","Mol Hum Reprod. 2018 Jun 1;24(6):299-309. doi: 10.1093/molehr/gay017.","Caldeira-Brant AL","Mol Hum Reprod","2018","2018/04/17","","","10.1093/molehr/gay017"
"38148942","Two-stage video-based convolutional neural networks for adult spinal deformity classification","Chen K, Asada T, Ienaga N, Miura K, Sakashita K, Sunami T, Kadone H, Yamazaki M, Kuroda Y.","Front Neurosci. 2023 Dec 11;17:1278584. doi: 10.3389/fnins.2023.1278584. eCollection 2023.","Chen K","Front Neurosci","2023","2023/12/27","PMC10750363","","10.3389/fnins.2023.1278584"
"38532601","A Detailed Study on using Novel LM 25 Aluminium Alloy Hybrid Metal Matrix Nanocomposite for Nuclear Applications","Naidu SCVRM, V S, Prabhu P, Hussain BI, Asary AR, Padmanaban G, Srinivasnaik M, Yuvaraj KP.","Recent Pat Nanotechnol. 2024 Mar 26. doi: 10.2174/0118722105286121240214062457. Online ahead of print.","Naidu SCVRM","Recent Pat Nanotechnol","2024","2024/03/27","","","10.2174/0118722105286121240214062457"
"32886795","Locomotor muscle group III/IV afferents constrain stroke volume and contribute to exercise intolerance in human heart failure","Smith JR, Joyner MJ, Curry TB, Borlaug BA, Keller-Ross ML, Van Iterson EH, Olson TP.","J Physiol. 2020 Dec;598(23):5379-5390. doi: 10.1113/JP280333. Epub 2020 Sep 23.","Smith JR","J Physiol","2020","2020/09/04","PMC10039366","NIHMS1878638","10.1113/JP280333"
"38224306","Robust explanation supervision for false positive reduction in pulmonary nodule detection","Zhao Q, Chang CW, Yang X, Zhao L.","Med Phys. 2024 Mar;51(3):1687-1701. doi: 10.1002/mp.16937. Epub 2024 Jan 15.","Zhao Q","Med Phys","2024","2024/01/15","PMC10939846","NIHMS1957161","10.1002/mp.16937"
"30568022","Prevalence of Burnout and Career Satisfaction Among Oncologists in China: A National Survey","Ma S, Huang Y, Yang Y, Ma Y, Zhou T, Zhao H, Chen L, Zhou N, Zhang L.","Oncologist. 2019 Jul;24(7):e480-e489. doi: 10.1634/theoncologist.2018-0249. Epub 2018 Dec 19.","Ma S","Oncologist","2019","2018/12/21","PMC6656451","","10.1634/theoncologist.2018-0249"
"39451418","GPT-Driven Radiology Report Generation with Fine-Tuned Llama 3","Voinea ȘV, Mămuleanu M, Teică RV, Florescu LM, Selișteanu D, Gheonea IA.","Bioengineering (Basel). 2024 Oct 18;11(10):1043. doi: 10.3390/bioengineering11101043.","Voinea ȘV","Bioengineering (Basel)","2024","2024/10/25","PMC11504957","","10.3390/bioengineering11101043"
"37084300","Patient and provider perspectives of personal health record use: a multisite qualitative study in HIV care settings","Conti J, Fix GM, Javier SJ, Cheng H, Perez T, Dunlap S, McInnes DK, Midboe AM.","Transl Behav Med. 2023 Jul 1;13(7):475-485. doi: 10.1093/tbm/ibac118.","Conti J","Transl Behav Med","2023","2023/04/21","","","10.1093/tbm/ibac118"
"36137226","Development of a metric to evaluate the ergonomic principles of assistive systems, based on the DIN 92419","Xavier Macedo de Azevedo F, Heimgärtner R, Nebe K.","Ergonomics. 2023 Jun;66(6):821-848. doi: 10.1080/00140139.2022.2127920. Epub 2022 Sep 30.","Xavier Macedo de Azevedo F","Ergonomics","2023","2022/09/22","","","10.1080/00140139.2022.2127920"
"38625012","Potential of GPT-4 for Detecting Errors in Radiology Reports: Implications for Reporting Accuracy","Gertz RJ, Dratsch T, Bunck AC, Lennartz S, Iuga AI, Hellmich MG, Persigehl T, Pennig L, Gietzen CH, Fervers P, Maintz D, Hahnfeldt R, Kottlors J.","Radiology. 2024 Apr;311(1):e232714. doi: 10.1148/radiol.232714.","Gertz RJ","Radiology","2024","2024/04/16","","","10.1148/radiol.232714"
"38026318","Workplace wellbeing among health care workers providing HIV services in primary care in Johannesburg: a mixed methods study","Makina-Zimalirana N, Bisnauth M, Shangase N, Davies N, Jiyane A, Buthelezi F, Rees K.","Front Public Health. 2023 Oct 20;11:1220301. doi: 10.3389/fpubh.2023.1220301. eCollection 2023.","Makina-Zimalirana N","Front Public Health","2023","2023/11/29","PMC10643173","","10.3389/fpubh.2023.1220301"
"37900618","Humanizing science: seven actions for PhD students to become next generation, future-proof scientists","Valks I, Satrio D, Reitsma A, Wolthers K, Dierickx K, Benschop K, Pajkrt D; OrganoVIR.","Open Res Eur. 2023 Oct 23;2:119. doi: 10.12688/openreseurope.15083.2. eCollection 2022.","Valks I","Open Res Eur","2023","2023/10/30","PMC10611947","","10.12688/openreseurope.15083.2"
"33450660","Deep learning-based classification of lower extremity arterial stenosis in computed tomography angiography","Dai L, Zhou Q, Zhou H, Zhang H, Cheng P, Ding M, Xu X, Zhang X.","Eur J Radiol. 2021 Mar;136:109528. doi: 10.1016/j.ejrad.2021.109528. Epub 2021 Jan 8.","Dai L","Eur J Radiol","2021","2021/01/15","","","10.1016/j.ejrad.2021.109528"
"32497853","The implementation of an integrated e-leprosy framework in a leprosy control program at primary health care centers in Indonesia","Rachmani E, Lin MC, Hsu CY, Jumanto J, Iqbal U, Shidik GF, Noersasongko E.","Int J Med Inform. 2020 Aug;140:104155. doi: 10.1016/j.ijmedinf.2020.104155. Epub 2020 May 11.","Rachmani E","Int J Med Inform","2020","2020/06/05","","","10.1016/j.ijmedinf.2020.104155"
"32456706","Perceptions and experiences with district health information system software to collect and utilize health data in Bangladesh: a qualitative exploratory study","Begum T, Khan SM, Adamou B, Ferdous J, Parvez MM, Islam MS, Kumkum FA, Rahman A, Anwar I.","BMC Health Serv Res. 2020 May 26;20(1):465. doi: 10.1186/s12913-020-05322-2.","Begum T","BMC Health Serv Res","2020","2020/05/28","PMC7249629","","10.1186/s12913-020-05322-2"
"29108560","The change in metabolic heat production is a primary mediator of heat acclimation in adults","Rivas E, Rao M, Castleberry T, Ben-Ezra V.","J Therm Biol. 2017 Dec;70(Pt B):69-79. doi: 10.1016/j.jtherbio.2017.10.001. Epub 2017 Oct 6.","Rivas E","J Therm Biol","2017","2017/11/08","","","10.1016/j.jtherbio.2017.10.001"
"38965483","It's about time: mitigating cancer-related cognitive impairments through findings from computational models of the Wisconsin Card Sorting Task","Haywood D, Baughman FD, Dauer E, Haywood J, Rossell S, Hart NH.","BMC Cancer. 2024 Jul 4;24(1):798. doi: 10.1186/s12885-024-12545-7.","Haywood D","BMC Cancer","2024","2024/07/04","PMC11223404","","10.1186/s12885-024-12545-7"
"36413560","Burnout syndrome among frontline doctors of secondary and tertiary care hospitals of Bangladesh during COVID-19 pandemic","Rashid F, Erfan Uddin RAM, Mehedi HMH, Dhar S, Bhuiyan NH, Sattar MA, Chowdhury S.","PLoS One. 2022 Nov 22;17(11):e0277875. doi: 10.1371/journal.pone.0277875. eCollection 2022.","Rashid F","PLoS One","2022","2022/11/22","PMC9681110","","10.1371/journal.pone.0277875"
